Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,Price201231,
002424.SZ, 贵州百灵,7.42,贵州,医药生物,2010-06-03,0.09,0.11,0.21,0.39,0.37,0.34,0.29,0.66,0.57,0.47,0.44,0.77,1.02,0.73,0.65,0,1,0.136666667,0.506666667,2.7929,-,0,54.29268293,0,-0.730263158,1.499333709,2.654901905,2.656736725,10880352000,0,0,0,1,0,1,0,0,7.83
002425.SZ, 凯撒文化,5.45,广东,传媒,2010-06-08,0.0886,0.15,0.26,0.34,0.31,0.32,0.19,0.02,0.08,0.174,0.268,0.678,0.73,0.55,0.55,0,1,0.1662,0.096666667,5.2582,-,0,32.79181709,0,0.719310345,2.963773102,-15.80390825,1.036476361,8351686026,0,0,1,1,1,1,1,0,7.99
002426.SZ, *ST胜利,1.79,江苏,机械设备,2010-06-08,0.0115,0.1146,-0.892,-0.2102,0.1351,0.1122,0.2535,0.1595,0.2885,0.1526,0.1759,0,0.46,0.48,1.09,0,0,-0.2553,0.233833333,1.3258,-,0,10000,0,-2.091803279,0.871770509,1.849873298,1.350128224,7192772033,0,0,0,1,1,1,1,0,2.13
002427.SZ, ST尤夫,8.08,浙江,化工,2010-06-08,-3.22,-1.71,0.15,-2.63,0.82,0.42,0.27,0.4,0.07,0.06,0.15,0.36,0.47,0.56,0,0,0,-1.593333333,0.246666667,-3.0916,-,0,10000,0,-7.459459459,0.412445015,-0.429746309,-2.613533445,2632200439,0,0,0,1,1,1,1,1,4.02
002428.SZ, 云南锗业,10.36,云南,有色金属,2010-06-08,0.02,0.03,-0.09,0.01,0.01,-0.16,0.09,0.19,0.19,0.31,0.58,0.7,0.83,0.87,0.74,0,0,-0.013333333,0.156666667,2.2509,-,0,10000,0,-1.085106383,1.612703524,2.533589828,4.602603403,6988384000,0,0,0,1,0,1,0,0,12.29
002429.SZ, 兆驰股份,3.55,广东,家用电器,2010-06-10,0.07,0.39,0.25,0.0984,0.13,0.23,0.22,0.4155,0.6,0.76,0.58,0.77,0.6,0.24,0.37,0,1,0.236666667,0.411833333,2.7585,-,0,15,0,-0.425333873,1.453214855,2.324563683,1.286931303,25531945023,0,0,0,1,1,1,1,1,6.2
002430.SZ, 杭氧股份,28.25,浙江,机械设备,2010-06-10,1.24,0.87,0.66,0.77,0.41,-0.34,0.17,0.16,0.29,0.56,0.83,0.97,0.76,0.78,0.61,0,0,0.923333333,0.206666667,7.5924,是,1,30.59566787,49.42383634,3.467741935,1.538119688,1.615875653,3.720826089,32082721623,0,0,0,1,0,1,0,0,29.09
002431.SZ, 棕榈股份,4.07,河南,建筑装饰,2010-06-10,-0.51,0.03,-0.66,0.03,0.21,0.09,-0.4,0.93,0.87,0.78,0.72,1.003,0.862,0.668,0.483,0,0,-0.38,0.466666667,2.5559,-,0,10000,0,-1.814285714,0.97725639,1.033665681,1.592394069,4639394604,0,0,0,1,0,1,0,0,3.2
002432.SZ, 九安医疗,61.72,天津,医药生物,2010-06-10,1.999,0.56,0.15,0.03,-0.38,0.04,-0.41,0.03,-0.02,0.03,0.08,0.22,0.41,0.34,0.44,0,0,0.903,-0.133333333,5.9675,是,1,68.34994463,35.12604374,-7.7725,2.754420522,-9.758742779,10.34268957,3795321964,0,0,1,1,0,1,0,0,9.23
002433.SZ, 太安堂,4.88,广东,医药生物,2010-06-18,0,0.03,0.13,0.35,0.32,0.31,0.26,0.3,0.48,0.88,0.74,0.65,0.72,0.51,0.49,0,0,0.053333333,0.346666667,0,-,0,91.5,0,-0.846153846,0,0,#DIV/0!,2729712592,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,4.15
002434.SZ, 万里扬,7.74,浙江,汽车,2010-06-18,-0.57,0.47,0.3,0.26,0.48,0.3,0.41,0.56,0.43,0.27,0.33,1.01,1.08,0.71,0.47,0,0,0.066666667,0.466666667,3.9646,-,0,116.1,0,-0.857142857,1.055055611,2.011899844,1.952277657,10800400000,0,0,0,1,0,1,0,0,8.92
002435.SZ, 长江健康,4.74,江苏,医药生物,2010-06-18,-0.3341,0.2194,-0.3012,0.44,0.68,0.48,0.22,0.24,0.26,0.32,0.35,0.36,0.44,0.38,0.56,0,0,-0.138633333,0.24,3.64,-,0,10000,0,-1.577638889,2.083406904,-22.00106086,1.302197802,8812558933,0,0,1,1,1,1,1,0,4.24
002436.SZ, 兴森科技,9.04,广东,电子,2010-06-18,0.42,0.35,0.2,0.14,0.11,0.13,0.29,0.56,0.51,0.67,0.58,1.24,0.93,0.82,0.82,0.64,1,0.323333333,0.453333333,2.5054,是,1,27.95876289,0,-0.286764706,1.357963709,1.818377224,3.608206274,13212637639,0,0,0,1,0,1,0,0,9.46
002437.SZ, 誉衡药业,2.43,黑龙江,医药生物,2010-06-23,0.0205,0.182,-1.2109,0.0573,0.1409,0.326,0.9248,0.63,0.81,0.59,0.42,1.26,1.24,1.01,1.97,0,0,-0.336133333,0.788266667,0.8617,-,0,10000,0,-1.426420839,0.821566146,4.481125358,2.820006963,5912950736,0,0,0,1,0,1,0,0,3.2
002438.SZ, 江苏神通,12.71,江苏,机械设备,2010-06-23,0.5217,0.4447,0.3542,0.2131,0.13,0.24,0.08,0.26,0.317,0.313,0.49,0.48,0.53,0.43,0.4,2.59,1,0.4402,0.219,4.9193,是,1,28.87323944,0,1.010045662,1.472613311,2.981939617,2.583700933,6193390989,0,0,0,1,0,1,0,0,13.34
002439.SZ, 启明星辰,16.85,北京,计算机,2010-06-23,0.92,0.87,0.77,0.63,0.51,0.31,0.29,0.41,0.59,0.37,0.31,0.69,0.7,0.72,0.69,0,1,0.853333333,0.43,7.1998,是,1,19.74609375,0,0.984496124,3.196165289,-5.160219217,2.340342787,28026183935,0,0,1,1,0,1,0,0,29.21
002440.SZ, 闰土股份,8.21,浙江,化工,2010-07-06,0.74,0.69,1.19,1.14,1.22,0.86,0.96,1.68,1.08,0.79,1.22,1.51,1.39,1.26,0.97,0,1,0.873333333,1.24,8.2021,是,1,9.400763359,0,-0.295698925,4.411480855,-29.47676496,1.000963168,11309415000,0,1,1,1,1,1,1,1,9.32
002441.SZ, 众业达,8.95,广东,电气设备,2010-07-06,0.76,0.48,0.41,0.38,0.37,0.27,0.39,0.91,0.79,0.85,0.79,1.44,1.45,1.32,1.21,0,1,0.55,0.696666667,8.0175,是,1,16.27272727,0,-0.210526316,2.472303793,-370.5911511,1.116308076,4084077068,0,0,1,1,1,1,1,1,8.12
002442.SZ, 龙星化工,5.1,河北,化工,2010-07-06,0.3576,0.1614,0.04,0.2765,0.1041,0.0642,-0.1717,0.0313,0.04,0.09,0.38,0.41,0.46,0.2,0.69,0,0,0.186333333,-0.033466667,3.0701,是,1,27.37030411,0,-6.567729084,1.528759886,1.816070248,1.661183675,2875200000,0,0,0,1,0,1,0,0,4.42
002443.SZ, 金洲管道,8.94,浙江,钢铁,2010-07-06,0.74,1.12,0.53,0.37,0.31,0.12,0.18,0.15,0.27,0.34,0.36,0.63,1.02,0.86,0.51,0,1,0.796666667,0.2,5.8981,是,1,11.22175732,54.00418851,2.983333333,3.312053945,225.6538482,1.515742358,3378275525,0,1,1,1,0,1,0,1,6.34
002444.SZ, 巨星科技,18.32,浙江,机械设备,2010-07-13,1.13,1.25,0.84,0.67,0.51,0.58,0.47,0.5,0.42,0.56,0.54,1.24,1.13,0.87,0.68,0,1,1.073333333,0.463333333,9.2693,-,0,17.06832298,0,1.316546763,1.898791174,-10.62325324,1.976416774,41335301486,0,0,0,1,0,1,0,0,31.11
002445.SZ, *ST中南,2.15,江苏,传媒,2010-07-13,0.09,0.06,-1.29,-1.5,0.36,0.3,0.19,0.26,0.2,0.14,0.28,0.47,0.73,0.71,1.29,0,0,-0.38,0.216666667,0.7942,-,0,10000,0,-2.753846154,3.507781106,-5.189883991,2.707126668,5501909645,0,0,1,1,0,1,0,0,2.04
002446.SZ, 盛路通信,6.54,广东,通信,2010-07-13,-0.23,0.2,-0.87,0.16,0.13,0.36,0.32,0.33,0.03,0.08,0.0911,0.5064,0.55,0.41,0.45,0.44,0,-0.3,0.226666667,3.1302,-,0,10000,0,-2.323529412,2.577104769,-3.898772136,2.089323366,5207286165,0,0,1,1,0,1,0,0,6.79
002447.SZ, *ST晨鑫,1.1,辽宁,传媒,2010-07-13,-0.0678,-0.0364,-0.7,-0.45,0.19,0.31,0.26,0.5,0.61,0.6,0.75,1.05,0.86,0.78,0.63,0,0,-0.268066667,0.456666667,0.1683,-,0,10000,0,-1.587007299,0.473569365,56.90702121,6.535947712,2825842140,0,0,0,1,0,1,0,0,2.03
002448.SZ, 中原内配,6.56,河南,汽车,2010-07-16,0.35,0.25,0.15,0.46,0.4723,0.3648,0.3282,0.7703,0.69,1.45,1.361,1.321,0.961,0.578,0.8294,0.5024,1,0.25,0.596166667,4.7986,是,1,26.24,0,-0.580654179,1.444705069,2.368350346,1.367065394,3275072490,0,0,0,1,1,1,1,0,5.64
002449.SZ, 国星光电,7.91,广东,电子,2010-07-16,0.3275,0.1635,0.6594,0.7204,0.7549,0.4042,0.3538,0.3367,0.2627,0.0915,0.5605,0.8057,0.72,0.67,0.39,0,1,0.383466667,0.317733333,6.0551,是,1,20.62760779,15.26485513,0.206882081,1.562136562,11.74869511,1.306336807,5473522946,0,0,0,1,1,1,1,0,10.2
002450.SZ, 康得退,0,江苏,化工,2010-07-16,0,-0.91,-1.64,0.08,0.7,0.59,0.98,1.05,0.7,0.73,0.4035,0.508,0.3983,0.2861,0.1695,0,0,-0.85,0.91,0,-,0,10000,0,-1.934065934,0,0,#DIV/0!,2549448203,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,3.52
002451.SZ, 摩恩电气,5.92,上海,电气设备,2010-07-20,0.03,0.02,0.08,0.02,0.13,0.02,0.03,0.06,0.08,0.03,0.04,0.24,0.42,0.45,0.55,0,1,0.043333333,0.056666667,1.6953,-,0,136.6153846,0,-0.235294118,1.68899656,2.203925675,3.492007314,2683512000,0,0,0,1,0,1,0,0,7.09
002452.SZ, 长高集团,6.3,湖南,电气设备,2010-07-20,0.4476,0.4015,0.274,-0.506,0.116,0.229,0.13,0.347,0.589,0.422,0.498,0.535,0.99,0.96,0.71,0,0,0.374366667,0.355333333,3.3597,是,1,16.82842133,0,0.053564728,2.432307055,-5.181067249,1.875167426,2950226852,0,0,1,1,0,1,0,0,5.73
002453.SZ, 华软科技,13.04,江苏,化工,2010-07-20,-0.28,0.06,-0.55,0.04,0.03,-0.54,0.04,0.06,0.18,0.3,0.63,0.56,0.51,0.37,0.27,0,0,-0.256666667,0.093333333,2.1102,-,0,10000,0,-3.75,1.519535379,3.27745151,6.179509051,4779462678,0,0,0,1,0,1,0,0,5.79
002454.SZ, 松芝股份,5.87,上海,汽车,2010-07-20,0.18,0.39,0.28,0.28,0.87,0.58,0.76,0,0.77,0.47,0.7425,1.1159,0.84,0.64,0.73,0,0,0.283333333,0.51,5.8682,是,1,20.71764706,0,-0.444444444,1.780654891,4.840980622,1.000306738,3312625032,0,0,0,1,1,1,1,1,5.97
002455.SZ, 百川股份,9.81,江苏,化工,2010-08-03,0.41,0.13,0.13,0.2,0.22,0.17,0.13,0.23,0.3,0.3,0.35,0.83,0.8,0.51,0.67,0.49,1,0.223333333,0.22,3.3108,是,1,43.92537313,12.98920445,0.015151515,0.759880262,0.601072218,2.963030083,3810386252,0,0,0,1,0,1,0,0,5.91
002456.SZ, 欧菲光,5.59,广东,电子,2010-08-03,-0.9102,-0.7216,0.1879,-0.1934,0.37,0.6892,0.46,0.71,1.25,1.67,0.11,0.64,0.71,0.52,0.44,0,0,-0.4813,0.806666667,2.5852,-,0,10000,0,-1.596652893,1.339152754,1.187652999,2.162308525,22258546825,0,0,0,1,0,1,0,0,13.18
002457.SZ, 青龙管业,9.4,宁夏,建筑材料,2010-08-03,0.43,0.5,0.47,0.22,0.06,0.06,0.14,0.17,0.34,0.23,0.54,1.03,1.17,0.94,0.9,0,1,0.466666667,0.216666667,6.5177,是,1,20.14285714,41.96627956,1.153846154,1.765976009,4.015094492,1.442226552,2599537920,0,0,0,1,1,1,1,0,7.43
002458.SZ, 益生股份,8.66,山东,农林牧渔,2010-08-10,0.03,0.09,3.77,1.08,-0.92,1.69,-1.43,0.08,-1.03,0.04,1.67,0.51,1,0.88,0.56,0,0,1.296666667,-0.793333333,3.1928,-,0,6.678663239,0,-2.634453782,0.429579044,2.164841786,2.712352794,9832527079,0,1,0,1,0,1,0,1,11.15
002459.SZ, 晶澳科技,92.61,河北,电气设备,2010-08-10,1.27,1.08,1.27,0.01,0.06,0.05,-0.83,0.12,-1.93,-1.43,0.03,0.7,0.63,0.58,0.56,0,0,1.206666667,-0.88,10.313,是,1,76.74861878,0,-2.371212121,0.968705315,1.582422102,8.979928246,41351019048,0,0,0,1,0,1,0,0,40.72
002460.SZ, 赣锋锂业,119.4,江西,有色金属,2010-08-10,3.72,0.79,0.28,1.07,1.98,0.62,0.34,0.24,0.49,0.46,0.36,0.51,0.45,0.52,0.41,0,1,1.596666667,0.356666667,15.2307,是,1,74.78079332,0,3.476635514,1.781769196,10.4095795,7.84E+00,1.46634E+11,1,0,0,1,0,1,0,0,101.2
002461.SZ, 珠江啤酒,7.79,广东,食品饮料,2010-08-18,0.28,0.26,0.22,0.17,0.18,0.17,0.12,0.09,0.06,0.07,0.07,0.14,0.14,0.1,0.42,0.37,1,0.253333333,0.09,4.1936,是,1,30.75,0,1.814814815,3.230144342,-1.651386304,1.857592522,23859681014,0,0,1,1,0,1,0,0,10.69
002462.SZ, 嘉事堂,13.12,北京,医药生物,2010-08-18,1.21,1.09,1.44,1.31,1.05,0.89,0.72,0.95,0.54,0.27,0.27,0.36,0.35,0.34,1.52,0,1,1.246666667,0.736666667,13.3235,是,1,10.52406417,0,0.692307692,1.472575901,1.38275254,0.984726236,4089733822,0,1,0,1,1,1,1,1,14.11
002463.SZ, 沪电股份,14.61,江苏,电子,2010-08-18,0.5636,0.7833,0.7053,0.3391,0.1216,0,0,0,0.13,0.25,0.39,0.51,0.51,0.4,0.21,0,0,0.684066667,0.043333333,3.8142,是,1,21.35756749,26.75116072,14.78615385,1.438488891,10.20864034,3.830423156,24624171647,0,0,0,1,0,1,0,0,18.79
002464.SZ, *ST众应,2.09,浙江,传媒,2010-08-31,1.11,-0.61,-2.59,0.31,0.83,1.27,0.22,-0.89,0.26,0.35,0.37,0.6,0.43,0.47,0.5,0,0,-0.696666667,-0.136666667,0.0529,-,0,10000,0,4.097560976,0.219748094,-1.389653327,39.50850662,1001845225,0,0,0,1,0,1,0,0,3.41
002465.SZ, 海格通信,9.22,广东,国防军工,2010-08-31,0.28,0.25,0.23,0.19,0.13,0.25,0.28,0.44,0.49,0.79,0.7,0.87,0.8563,0.8799,0.9822,0,1,0.253333333,0.403333333,4.4642,是,1,36.39473684,52.88574204,-0.371900826,2.889790298,-6.929308724,2.065319654,22606641463,0,0,1,1,0,1,0,0,10.83
002466.SZ, 天齐锂业,96.59,四川,有色金属,2010-08-31,1.41,-1.24,-5.24,1.92,1.92,1.52,0.96,0.54,-0.9,0.28,0.27,0.48,0.5,0.6,1.38,0,0,-1.69,0.2,8.6394,-,0,10000,0,-9.45,0.470227511,0.477114501,11.18017455,69275961063,1,0,0,1,0,1,0,0,39.27
002467.SZ, 二六三,3.89,北京,通信,2010-09-08,0.02,0.26,0.13,0.11,0.04,-0.48,0.08,0.31,0.57,0.24,0.59,0.69,0.7,0.69,0.764,0.083,0,0.136666667,0.32,1.6139,-,0,28.46341463,0,-0.572916667,2.707570504,-9.792783379,2.410310428,5941905546,0,0,1,1,0,1,0,0,5.94
002468.SZ, 申通快递,11.37,浙江,交通运输,2010-09-08,-0.6,0.02,0.92,1.34,0.97,1.23,0.012,0.03,0.03,0.03,0.06,0.6,0.51,1.27,0,0,0,0.113333333,0.024,5.1136,-,0,100.3235294,0,3.722222222,0.854364536,1.257319211,2.223482478,12782198086,0,0,0,1,0,1,0,0,10.08
002469.SZ, 三维工程,5.28,山东,建筑装饰,2010-09-08,0.58,0.73,0.15,0.08,0.11,0.02,0.38,0.47,0.48,0.54,0.61,0.94,0.74,0.69,0.84,0,1,0.486666667,0.443333333,3.8227,是,1,10.84931507,42.97238751,0.097744361,4.493596778,-1.910587599,1.381222696,3763403254,0,1,1,1,1,1,1,1,5.68
002470.SZ, *ST金正,2.34,山东,化工,2010-09-08,-0.1747,-1.02,0.04,0.13,0.23,0.32,0.7,1.23,0.95,0.78,0.62,0.5,0.35,0.39,0.55,0,0,-0.3849,0.96,1.2037,-,0,10000,0,-1.4009375,0.761971227,0.493109433,1.944005982,5191923832,0,0,0,1,0,1,0,0,1.28
002471.SZ, 中超控股,2.35,江苏,电气设备,2010-09-10,0.0216,0.0087,-0.365,0.0673,0.066,0.0883,0.0878,0.2,0.33,0.25,0.39,0.5,0.42,0.38,0.2,0,0,-0.111566667,0.205933333,1.0816,-,0,10000,0,-1.541761088,1.105618791,0.446179422,2.172707101,3296800000,0,0,0,1,0,1,0,0,2.74
002472.SZ, 双环传动,23.73,浙江,汽车,2010-09-10,0.46,0.08,0.12,0.29,0.36,0.27,0.47,0.43,0.24,0.4,0.74,1.36,0.79,0.59,1.02,0,1,0.22,0.38,6.2672,是,1,107.8636364,0,-0.421052632,0.945264607,1.644654887,3.786379883,7973008491,0,0,0,1,0,1,0,0,7.21
002473.SZ, *ST圣莱,5.19,浙江,家用电器,2010-09-10,0.2312,-1.14,-0.8057,0.0755,-0.3556,-0.22,0.03,-0.06,0.02,0.13,0.12,0.51,0.45,0.55,0.77,0,0,-0.5715,-0.003333333,0.1464,-,0,10000,0,170.45,2.658022391,-0.40084617,35.45081967,891200000,0,0,1,1,0,1,0,0,6.14
002474.SZ, 榕基软件,5.89,福建,计算机,2010-09-15,0.0481,0.0797,0.0801,0.056,0.0527,0.0399,0.0254,0.0358,0.202,0.5995,1.1521,0.9275,0.6181,0.5033,0.4546,0,1,0.0693,0.087733333,2.5875,是,1,84.99278499,20.78280171,-0.210106383,1.523204221,3.220415723,2.276328502,3770532000,0,0,0,1,0,1,0,0,6.21
002475.SZ, 立讯精密,31.06,广东,电子,2010-09-15,0.99,1.01,0.87,0.66,0.53,0.6,0.86,0.8,0.62,0.72,0.99,0.77,0.58,0.47,0.39,0,1,0.956666667,0.76,4.9303,是,1,32.46689895,0,0.25877193,1.115351904,4.754525939,6.30E+00,2.44129E+11,1,0,0,1,0,1,0,0,56.12
002476.SZ, 宝莫股份,5.84,山东,化工,2010-09-15,0.0293,0.0215,0.1491,-0.4315,0.0135,0,0.0394,0.0783,0.0767,0.1424,0.38,0.58,0.48,0.39,0.33,0,0,0.066633333,0.0648,1.3725,-,0,87.64382191,0,0.028292181,5.009411925,-2.098909364,4.255009107,2343960000,0,0,1,1,0,1,0,0,4.35
002477.SZ, 雏鹰退,0,河南,-,2010-09-15,0,0,-0.7749,-1.23,0.01,0.28,0.22,-0.2033,0.0885,0,1.61,1.13,0.88,0.62,0.22,0,0,-0.2583,0.035066667,0,-,0,10000,0,-8.365969582,0,0,#DIV/0!,532977137.1,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
002478.SZ, 常宝股份,4.28,江苏,钢铁,2010-09-21,0.15,0.13,0.63,0.49,0.17,0.27,0.52,0.61,0.57,0.52,0.57,0.53,0.58,0.79,0.45,0,1,0.303333333,0.566666667,4.6094,是,1,14.10989011,52.28084584,-0.464705882,1.868964496,5.861861181,0.928537337,4012770234,0,1,0,1,1,1,1,1,4.39
002479.SZ, 富春环保,4.59,浙江,公用事业,2010-09-21,0.38,0.34,0.34,0.15,0.43,0.31,0.24,0.24,0.19,0.55,0.44,0.7971,0.5737,0.4239,0.3184,0,1,0.353333333,0.223333333,4.5225,是,1,12.99056604,52.08648595,0.582089552,0.837713947,1.252760261,1.014925373,5328400000,0,1,0,1,1,1,1,1,5.74
002480.SZ, 新筑股份,5.2,四川,机械设备,2010-09-21,-0.3712,0.0807,-0.2833,0.0202,0.0193,0.029,-0.2449,0.0195,0.03,-0.25,0.56,1.25,1.03,0.81,0.71,0,0,-0.191266667,-0.065133333,3.1157,-,0,10000,0,1.93654043,0.835638819,1.098590579,1.668966845,3384342148,0,0,0,1,0,1,0,0,4.64
002481.SZ, 双塔食品,8.93,山东,食品饮料,2010-09-21,0.22,0.28,0.15,0.07,0.03,0.05,0.15,0.34,0.2617,0.4328,0.5855,1.1024,0.9545,0.6407,0.4612,0,1,0.216666667,0.250566667,2.1923,-,0,41.21538462,0,-0.135293335,1.702043829,7.031547734,4.073347626,16275975100,0,0,0,1,0,1,0,0,13.95
002482.SZ, 广田集团,2.36,广东,建筑装饰,2010-09-29,-3.64,-0.51,0.09,0.23,0.42,0.26,0.51,1.02,1.02,0.74,0.88,1.65,0.85,0.46,0.43,0,0,-1.353333333,0.85,0.3414,-,0,10000,0,-2.592156863,0.907712512,-0.16845659,6.912712361,4135282277,0,0,0,1,0,1,0,0,3.08
002483.SZ, 润邦股份,5.91,江苏,机械设备,2010-09-29,0.37,0.29,0.21,0.1,0.13,0.2,-1.21,0.29,0.28,0.26,0.55,1.13,1,0.56,0.5,0,0,0.29,-0.213333333,4.5098,是,1,20.37931034,0,-2.359375,1.385555017,1.87685265,1.3104794,5003553183,0,0,0,1,1,1,1,0,5.65
002484.SZ, 江海股份,21.79,江苏,电子,2010-09-29,0.5229,0.4474,0.2914,0.2985,0.2331,0.2643,0.3878,0.4615,0.621,0.4701,0.653,0.66,0.53,0.41,0.68,0,1,0.420566667,0.4901,5.1789,是,1,51.81104859,23.05155307,-0.141875808,2.98587864,-12.34329577,4.207457182,10560857023,0,0,1,1,0,1,0,0,10.5
002485.SZ, 希努尔,2.89,山东,纺织服装,2010-10-15,-0.8142,-0.0366,0.172,0.2369,0.1145,0.0233,0.0706,-0.15,0.22,0.44,1,0.88,0.74,0.75,0.67,0,0,-0.226266667,0.046866667,3.194,-,0,10000,0,-5.827880512,0.977224203,2.443926613,0.90482154,2529600000,0,0,0,1,1,1,1,0,5.1
002486.SZ, 嘉麟杰,2.91,上海,纺织服装,2010-10-15,0.0239,0.02,-0.0208,0.0211,0.0338,0.0143,-0.123,0.0332,0.2371,0.19,0.35,0.36,0.27,0.23,0.17,0,0,0.0077,0.0491,1.1606,-,0,377.9220779,0,-0.843177189,3.24306365,-9.892679249,2.507323798,2446080000,0,0,1,1,0,1,0,0,3.24
002487.SZ, 大金重工,29.6,辽宁,机械设备,2010-10-15,1.04,0.84,0.3164,0.11,0.08,0.13,0.17,0.13,0.1,0.17,0.44,1,1.05,0.671,0.177,0,1,0.732133333,0.133333333,5.3971,是,1,40.42979421,0,4.491,1.742877924,2.34832409,5.484426822,4184556540,0,0,0,1,0,1,0,0,9.09
002488.SZ, 金固股份,5.85,浙江,汽车,2010-10-21,0.09,-0.16,0.02,0.16,0.09,-0.27,0.09,0.35,0.25,0.32,0.39,0.65,0.51,0.32,0.41,0,0,-0.016666667,0.23,3.8152,-,0,10000,0,-1.072463768,0.992790743,1.807837635,1.533340323,6722848449,0,0,0,1,0,1,0,0,6.07
002489.SZ, 浙江永强,3.85,浙江,轻工制造,2010-10-21,0.06,0.24,0.23,-0.05,0.04,0.03,0.24,0.67,0.55,0.4,1.11,1.31,1.48,1.24,0.9,1.15,0,0.176666667,0.486666667,1.614,是,1,21.79245283,60.64415773,-0.636986301,1.22169571,1.312518969,2.385377943,7658592491,0,0,0,1,0,1,0,0,3.88
002490.SZ, 山东墨龙,4.1,山东,机械设备,2010-10-21,-0.46,0.04,-0.246,0.1159,0.05,-0.77,-0.33,0.03,-0.22,0.17,0,0,0,0,0,0,0,-0.222,-0.173333333,1.7713,-,0,10000,0,0.280769231,0.613525696,0.573696313,2.31468413,3598296284,0,0,0,1,0,1,0,0,3.28
002491.SZ, 通鼎互联,4.11,江苏,通信,2010-10-21,-0.5172,0.0347,-1.6829,0.4475,0.478,0.4532,0.1609,0.4971,0.8064,0.668,0.5949,0.6766,0,0,0,0,0,-0.7218,0.488133333,1.7199,-,0,10000,0,-2.478694346,0.95153204,0.624130682,2.389673818,4764264373,0,0,0,1,0,1,0,0,4.08
002492.SZ, 恒基达鑫,6.62,广东,交通运输,2010-11-02,0.288,0.2498,0.1301,0.1422,0.1604,0.1643,0.1264,0.1847,0.4056,0.5342,0.463,0.5266,0.4859,0.4416,0.4551,0,1,0.222633333,0.2389,3.6333,是,1,29.73499027,13.88980775,-0.068089856,2.491559206,-8.379630272,1.822035065,2162700000,0,0,1,1,0,1,0,0,5.24
002493.SZ, 荣盛石化,15.13,浙江,化工,2010-11-02,1.27,1.14,0.35,0.27,0.52,0.76,0.16,-0.31,0.21,0.23,1.46,3.02,1.57,0.18,0.54,0,0,0.92,0.02,4.8233,是,1,16.44565217,11.75426329,45,0.703160023,0.282556915,3.14E+00,1.97448E+11,1,0,0,1,0,1,0,0,27.61
002494.SZ, 华斯股份,4.01,河北,纺织服装,2010-11-02,0.0462,-0.9172,0.0445,0.0437,-0.2,0.04,0.05,0.56,0.74,0.64,0.55,0.59,0.51,0.36,0.07,0,0,-0.2755,0.45,4.0595,-,0,10000,0,-1.612222222,2.31372428,-8.522391866,0.98780638,1361029688,0,0,1,1,1,1,1,0,3.96
002495.SZ, 佳隆股份,2.41,广东,食品饮料,2010-11-02,0.0286,0.0104,0.0299,0.0376,0.0229,0.0345,0.0591,0.1292,0.1242,0.1705,0.31,0.7,0.75,0.62,0.23,0,1,0.022966667,0.104166667,1.3023,-,0,104.934688,0,-0.77952,7.056742537,-3.833923371,1.850572065,2208076416,0,0,1,1,0,1,0,0,2.51
002496.SZ, *ST辉丰,3.18,江苏,化工,2010-11-09,0.2,-0.19,-0.29,-0.33,0.25,0.12,0.45,0.63,0.67,0.71,0.39,1.31,1.55,2.02,2.19,0,0,-0.093333333,0.583333333,1.5998,-,0,10000,0,-1.16,0.637773428,7.876184604,1.987748469,3874505470,0,0,0,1,0,1,0,0,2.47
002497.SZ, 雅化集团,28.39,四川,化工,2010-11-09,0.82,0.33,0.09,0.19,0.25,0.14,0.1235,0.4739,0.4626,0.4375,0.59,1.33,1.14,0.47,0.3,0,1,0.413333333,0.353333333,5.5259,是,1,68.68548387,0,0.169811321,2.885596874,-17.44272743,5.13762464,22532597266,0,0,1,1,0,1,0,0,21.95
002498.SZ, 汉缆股份,3.72,山东,电气设备,2010-11-09,0.23,0.18,0.13,0.07,0.08,0.13,0.1,0.22,0.4,0.36,0.41,0.95,1.12,0.55,0.29,0,1,0.18,0.24,1.9154,是,1,20.66666667,0,-0.25,2.904053515,15.55359901,1.942153075,12043001520,0,0,1,1,0,1,0,0,4.15
002499.SZ, *ST科林,5.29,江苏,公用事业,2010-11-09,-0.16,0.05,-0.65,-2.85,0.22,0.1,0.15,0.08,0.12,0.21,0.56,0.74,0.6,0.33,0.44,0,0,-0.253333333,0.116666667,0.199,-,0,10000,0,-3.171428571,0.939071567,0.105161027,26.58291457,1050840000,0,0,0,1,0,1,0,0,6.45
002500.SZ, 山西证券,5.1,山西,非银金融,2010-11-15,0.22,0.23,0.18,0.08,0.14,0.17,0.57,0.23,0.11,0.06,0.08,0.22,0.31,0.14,0.64,0,1,0.21,0.303333333,4.8026,是,1,24.28571429,0,-0.307692308,0,0,1.061924791,24051469365,0,0,0,1,1,1,1,0,8.95
