Code,Name,Close,Location,Industry,List_date,EPS_2022,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2020_22,AVG_EPS_2015_17,Net_Asset,Div,Dividend,PE20_22,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,x1,x2,x3,x4,x5,x6,x7,x8,Price201231
002723.SZ, 金莱特,11.27,广东,家用电器,2014-01-29,0.0316,0.0661,0.1345,0.203,-0.4828,0.0411,0.0353,0.2287,0.4472,0.5783,0.8857,0.7934,0.7452,0.7986,0,0,0,0,0.0774,0.1017,3.9145,-,0,145.6072351,0,-0.238938053,1.298902434,2.885893436,2.879039469,3583937493,0,0,0,1,0,1,0,0,13.55
002724.SZ, 海洋王,8.38,广东,电子,2014-11-04,0.1783,0.5031,0.4011,0.3574,0.2638,0.2533,0.2781,0.1681,0.479,0.4928,0.48,0.5426,0.5369,0.3432,0,0,0,1,0.360833333,0.233166667,3.7301,是,1,23.22401848,38.83225823,0.547533953,3.633623601,-9.537674834,2.246588563,6465153190,0,0,1,1,0,1,0,0,7.4
002725.SZ, 跃岭股份,9.66,浙江,汽车,2014-01-29,0.0102,0.0276,-0.03,0.13,0.18,0.1,0.28,0.35,0.96,1.37,1.26,1.19,0.85,0.71,0,0,0,0,0.0026,0.243333333,3.9856,-,0,3715.384615,0,-0.989315068,1.768729014,19.50110205,2.423725411,2472960000,0,0,0,1,0,1,0,0,8.17
002726.SZ, 龙大肉食,7.93,山东,食品饮料,2014-06-26,0.07,-0.57,0.81,0.24,0.23,0.25,0.53,0.27,0.54,0.71,0.65,0.72,0.67,0.69,0,0,0,0,0.103333333,0.35,2.9178,-,0,76.74193548,0,-0.704761905,1.334877218,1.867601952,2.717801083,8557736619,0,0,0,1,0,1,0,0,12.8
002727.SZ, 一心堂,25.38,云南,医药生物,2014-07-02,1.6968,1/1/1900,1.3781,1.0628,0.9177,0.812,0.6788,1.331,1.305,0,0,0,0,0,0,0,0,0,1.543633333,0.9406,12.4595,是,1,16.44172839,23.60497791,0.6411156,1.37529872,-16.90765636,2.03699988,15127074527,0,0,0,1,0,1,0,0,33.31
002728.SZ, 特一药业,16.39,广东,医药生物,2014-07-31,0.8,0.62,0.22,0.84,0.78,0.53,0.47,0.41,0.94,1.07,1.05,0.93,0.66,0.35,0,0,0,1,0.546666667,0.47,5.9541,是,1,29.98170732,83.61114125,0.163120567,1.017688672,2.688304734,2.752725013,5261067436,0,0,0,1,0,1,0,0,11.89
002729.SZ, 好利来,20.1,福建,电子,2014-09-12,0.17,0.26,0.16,0.32,0.31,0.34,0.32,0.45,0.64,0.83,0.77,0.64,0,0,0,0,0,1,0.196666667,0.37,2.5693,-,0,102.2033898,0,-0.468468468,2.829039185,-23.27990026,7.82314249,3677695392,0,0,1,1,0,1,0,0,46.54
002730.SZ, 电光科技,9.13,浙江,机械设备,2014-10-09,0.25,0.27,0.17,0.13,0.18,0.17,0.12,0.37,0.45,0.57,0.7,0.7,0,0,0,0,0,1,0.23,0.22,4.0896,是,1,39.69565217,44.33061215,0.045454545,2.468885604,-7.079431423,2.232492175,3305789304,0,0,1,1,0,1,0,0,9.38
002731.SZ, 萃华珠宝,13.83,辽宁,轻工制造,2014-11-04,0.19,0.13,0.11,0.15,0.2,0.42,0.39,0.4,0.82,0.98,0.77,0.68,0,0,0,0,0,1,0.143333333,0.403333333,5.2138,是,1,96.48837209,5.358067626,-0.644628099,1.557168324,1.576331474,2.652575856,3542637480,0,0,0,1,0,1,0,0,6.87
002732.SZ, 燕塘乳业,23.31,广东,食品饮料,2014-12-05,0.63,1/1/1900,0.67,0.79,0.27,0.77,0.67,0.61,0.65,0.59,0.55,0.43,0,0,0,0,0,1,0.766666667,0.683333333,7.94,是,1,30.40434783,31.67222186,0.12195122,1.01697842,-19.88051478,2.935768262,3667828500,0,0,0,1,0,1,0,0,22.36
002733.SZ, 雄韬股份,16.84,广东,电气设备,2014-12-03,0.41,-1.1,0.19,0.49,0.27,0.1,0.37,0.43,0.94,0.82,0.83,0.79,0,0,0,0,0,0,-0.166666667,0.3,6.8565,是,1,10000,24.48936878,-1.555555556,1.612748039,4.899371507,2.456063589,6470179135,0,0,0,1,0,1,0,0,20.8
002734.SZ, 利民股份,9.33,江苏,化工,2015-01-27,0.54,0.87,1.05,1.18,0.74,0.83,0.83,0.53,0.64,0.7,0.84,0.86,1.22,1.09,0.83,0,0,1,0.82,0.73,7.0595,是,1,11.37804878,42.36819312,0.123287671,0.877533457,1.045156135,1.321623344,3463446334,0,1,0,1,1,1,1,1,12.71
002735.SZ, 王子新材,13.41,广东,轻工制造,2014-12-03,0.33,0.4,0.6,0.39,0.59,0.48,0.46,0.33,0.53,0.66,0.69,0.63,0,0,0,0,0,1,0.443333333,0.423333333,4.0842,是,1,30.2481203,21.83441264,0.047244094,1.356468371,1.884118754,3.283384751,4121117913,0,0,0,1,0,1,0,0,36.29
002736.SZ, 国信证券,9.74,广东,非银金融,2014-12-29,0.52,0.97,0.72,0.56,0.38,0.52,0.56,1.7,0.7,0.3,0.26,0.26,0,0.6,0.28,0,0,1,0.736666667,0.926666667,7.9985,是,1,13.22171946,42.63071934,-0.205035971,0,0,1.217728324,9.36E+10,1.00E+00,1,0,1,1,1,1,1,13.64
002737.SZ, 葵花药业,22.55,黑龙江,医药生物,2014-12-30,1.48,1/1/1900,1,0.97,0.96,1.45,1.04,1.05,2.75,2.4,2.14,1.74,0,0,0,0,0,1,1.23,1.18,7.1999,是,1,18.33333333,67.3442505,0.042372881,2.234590726,-2.590836783,3.131987944,13169200000,0,0,1,1,0,1,0,0,14.67
002738.SZ, 中矿资源,45.86,北京,有色金属,2014-12-30,6.9893,1/1/1900,0.6265,0.5206,0.5231,0.2847,0.2851,0.4,0.5,0.54,0.75,0.98,0,0.57,0.45,0.38,0,1,3.053,0.323266667,16.2319,是,1,15.02129053,15.46136627,8.444215302,2.695208383,-5.709846195,2.825300797,32707412352,0,0,1,1,0,1,0,0,26.47
002739.SZ, 万达电影,13.92,北京,传媒,2015-01-22,-0.867,0.0477,-3.1589,-2.2751,0.735,1.2907,1.1636,1.07,1.602,1.21,0.78,0.61,0,0,0,0,0,0,-1.326066667,1.174766667,3.2566,-,0,10000,0,-2.128791533,0.853664988,-0.368434983,4.27439661,30336813835,0,0,0,1,0,1,0,0,18.08
002740.SZ, 爱迪尔,2.6,福建,轻工制造,2015-01-22,-1.56,-1.7,-3.46,-0.71,0.06,0.18,0.19,0.69,1.16,1.21,0.98,0.8,0,0,0,0,0,0,-2.24,0.353333333,-1.2534,-,0,10000,0,-7.339622642,0.773065832,-0.643259844,-2.074357747,1180558800,0,0,0,1,1,1,1,1,4.99
002741.SZ, 光华科技,16.14,广东,化工,2015-02-16,0.29,0.16,0.09,0.04,0.36,0.2475,0.18,0.16,0.75,0.67,0.64,0.61,0,0,0,0,0,1,0.18,0.195833333,4.4429,-,0,89.66666667,0,-0.080851064,1.361091149,1.635417446,3.632762385,6435687132,0,0,0,1,0,1,0,0,12.49
002742.SZ, 三圣股份,3.84,重庆,建筑材料,2015-02-17,-0.7358,-0.7718,0.17,0.289,0.26,0.42,0.55,0.88,1.4,1.42,1.42,1.21,0,0,0,0,0,0,-0.445866667,0.616666667,1.8572,-,0,10000,0,-1.723027027,0.602515731,-0.162066008,2.067628688,1658880000,0,0,0,1,0,1,0,0,6.49
002743.SZ, 富煌钢构,6.07,安徽,建筑装饰,2015-02-17,0.23,0.38,0.4,0.27,0.25,0.2,0.18,0.27,0.43,0,0,0,0,0,0,0,0,0,0.336666667,0.216666667,7.1654,是,1,18.02970297,0,0.553846154,1.322943188,0.707590841,0.847126469,2642079661,0,0,0,1,1,1,1,1,6.53
002745.SZ, 木林森,9.2,广东,电子,2015-02-17,0.13,0.78,0.22,0.38,0.6,1.27,0.96,0.58,1.08,1.08,0.4,0.27,0.83,0.35,0.14,0,0,1,0.376666667,0.936666667,9.0377,是,1,24.42477876,76.53720002,-0.597864769,1.409668536,5.528904045,1.017958109,13654330871,0,0,0,1,1,1,1,0,14.59
002746.SZ, 仙坛股份,8.42,山东,农林牧渔,2015-02-16,0.15,0.1,0.76,2.16,1.3,0.56,1.49,0.15,0.37,0.4,0.73,1.66,0.91,0,0,0,0,1,0.336666667,0.733333333,5.1658,是,1,25.00990099,67.04350564,-0.540909091,3.169585693,-14.97550792,1.62995083,7245736081,0,0,1,1,0,1,0,0,11.56
002747.SZ, 埃斯顿,22.88,江苏,机械设备,2015-03-20,0.19,0.14,0.15,0.08,0.12,0.11,0.27,0.45,0.49,0.6,0.48,0.69,0,0,0,0,0,1,0.16,0.276666667,3.1917,是,1,143,15.64278455,-0.421686747,1.351393318,0.153218775,7.168593539,19894879645,0,0,0,1,0,1,0,0,29.82
002748.SZ, 世龙实业,9.55,江西,化工,2015-03-19,0.751,0.815,-0.591,-0.076,0.2371,0.6273,0.4362,0.3282,0.9119,1.0711,0.898,0.9971,0.6405,0.3513,0,0,0,0,0.325,0.4639,5.591,-,0,29.38461538,0,-0.299417978,1.31908293,5.686498054,1.708102307,2292000000,0,0,0,1,0,1,0,0,6.23
002749.SZ, 国光股份,11.73,四川,化工,2015-03-20,0.26,0.48,0.3968,0.5443,1.0815,2.4706,1.8566,1.8781,2.06,2.13,1.92,1.69,0,0,0,0,0,1,0.378933333,2.068433333,3.2473,是,1,30.95531316,76.6693727,-0.816801766,5.367403523,-1.936652342,3.6122317,5101264838,0,0,1,1,0,1,0,0,10.92
002750.SZ, 龙津药业,9.4,云南,医药生物,2015-03-24,-0.1401,0.0077,0.0295,-0.0577,0.0346,0.0878,0.2273,0.3152,1.2715,1.5011,2.004,1.3932,0,0,0,0,0,0,-0.0343,0.2101,1.4558,-,0,10000,0,-1.163255593,5.373633833,-2.817220466,6.456930897,3764700000,0,0,1,1,0,1,0,0,8.38
002751.SZ, 易尚展示,0,广东,轻工制造,2015-04-24,-1.63,-3.23,0.35,0.28,0.53,0.34,0.11,0.31,0.67,1.05,1.13,1.04,0,0,0,0,0,0,-1.503333333,0.253333333,4.0202,-,0,10000,0,-6.934210526,0.574441034,0.325684797,0,132895467.2,0,0,0,1,1,1,1,1,18.39
002752.SZ, 昇兴股份,4.89,福建,轻工制造,2015-04-22,0.21,0.1789,0.0164,0.0642,0.05,0.11,0.29,0.33,0.31,0.32,0.3,0.36,0.39,0,0,0,0,1,0.1351,0.243333333,2.9128,是,1,36.19541081,23.33921802,-0.444794521,0.944658449,0.826805476,1.678797034,4777131309,0,0,0,1,0,1,0,0,6.49
002753.SZ, 永东股份,7.4,山西,化工,2015-05-19,0.1049,0.7883,0.3934,0.2457,0.776,1.0165,0.535,0.5942,0.8056,0.6776,0.8065,0.885,0,0,0,0,0,1,0.428866667,0.715233333,5.5888,是,1,17.25478004,15.26256122,-0.40038216,3.013600963,2.572643898,1.324076725,2780070384,0,0,1,1,1,1,1,0,8.49
002755.SZ, 奥赛康,8.38,北京,医药生物,2015-05-15,-0.24,0.41,0.78,0.84,0.89,0.11,0.05,0.21,0.49,0.73,0.79,0.65,0,0,0,0,0,0,0.316666667,0.123333333,3.1923,-,0,26.46315789,0,1.567567568,6.604370773,-3.345883807,2.625066566,7777983741,0,0,1,1,0,1,0,0,13.06
002756.SZ, 永兴材料,54.02,浙江,钢铁,2015-05-15,15.51,1/2/1900,0.71,0.95,1.08,0.98,0.7,1.24,1.76,1.54,1.51,1.54,1.59,1.34,0,0,0,1,6.136666667,0.973333333,29.6097,是,1,8.802824552,32.80935656,5.304794521,4.345336211,-1.325086125,1.824402138,29122265191,0,1,1,1,0,1,0,1,54.22
002757.SZ, 南兴股份,14.11,广东,机械设备,2015-05-27,0.9827,0.986,0.8804,1.0361,1.3357,0.9744,0.6073,0.5119,0.77,0.61,0.5,0.66,0,0,0,0,0,1,0.9497,0.697866667,8.1328,是,1,14.85732337,61.05619551,0.360861674,2.21468557,10.28529094,1.734949833,4168882932,0,1,1,1,0,1,0,0,15.54
002758.SZ, 浙农股份,12.62,浙江,医药生物,2015-05-27,1.2,1/1/1900,0.71,0.12,0.16,0.2,0.29,0.94,1.09,1.08,1.01,1.19,0,0,0,0,0,1,1.073333333,0.476666667,8.1209,是,1,11.75776398,25.70615228,1.251748252,1.270479591,0.705112709,1.554014949,6594149383,0,1,0,1,0,1,0,1,11.85
002759.SZ, 天际股份,13.43,广东,家用电器,2015-05-28,1.31,1/1/1900,-0.03,0.08,0.19,0.05,0.3,0.69,0.81,0.78,0.7,0.58,0,0,0,0,0,0,1.043333333,0.346666667,9.3272,是,1,12.87220447,20.9594988,2.009615385,1.432956957,4.060177666,1.439874775,5486860975,0,1,0,1,1,1,1,1,16.62
002760.SZ, 凤形股份,23.42,安徽,机械设备,2015-06-11,0.58,1/1/1900,0.69,0.75,0.35,-0.97,0.12,0.38,0.56,0.65,0.68,0.73,0,0,0,0,0,0,0.766666667,-0.156666667,9.1443,是,1,30.54782609,34.53452667,-5.893617021,2.419377334,-4.346453373,2.561158317,2529095495,0,0,1,1,0,1,0,0,16.93
002761.SZ, 多喜爱,16.74,浙江,建筑装饰,2015-06-10,0.85,0.9187,0.95,0.85,0.14,0.19,0.18,0.35,0.5,0.67,0.9,0.69,0,0,0,0,0,1,0.906233333,0.24,5.9118,是,1,18.47206385,22.31684075,2.775972222,0.911989193,0.29377908,2.831624886,18101633241,0,0,0,1,0,1,0,0,8.22
002762.SZ, 金发拉比,10.53,广东,纺织服装,2015-06-10,-0.25,0.04,0.09,0.13,0.11,0.45,0.36,0.66,1.85,1.71,1.35,0.96,0,0,0,0,0,0,-0.04,0.49,2.4725,是,1,10000,-20.060516,-1.081632653,6.563902965,-6.286651533,4.258847321,3727883250,0,0,1,1,0,1,0,0,5.78
002763.SZ, 汇洁股份,8.87,广东,纺织服装,2015-06-10,0.33,0.68,0.53,0.4608,0.43,0.57,0.85,0.88,0.82,0.67,0.62,0.64,0,0,0,0,0,1,0.513333333,0.766666667,4.9691,是,1,17.27922078,152.1713883,-0.330434783,4.136147555,-1.915670679,1.785031495,3636025880,0,0,1,1,0,1,0,0,7.35
002765.SZ, 蓝黛科技,7.43,重庆,汽车,2015-06-12,0.32,0.363,0.01,-0.33,0.01,0.29,0.61,0.41,0.52,0.35,0.49,0.7,0,0,0,0,0,0,0.231,0.436666667,3.8042,是,1,32.16450216,17.68388064,-0.470992366,1.410217165,2.42103321,1.953104463,4876777759,0,0,0,1,0,1,0,0,5.79
002766.SZ, *ST索菱,5.82,广东,计算机,2015-06-11,0.0105,-0.7945,-3.095,0.0185,-0.74,0.35,0.42,0.41,0.47,0.45,0.49,0.61,0,0,0,0,0,0,-1.293,0.393333333,0.7775,-,0,10000,0,-4.287288136,1.669718928,-13.07395231,7.485530547,4934242723,0,0,0,1,0,1,0,0,4.51
002767.SZ, 先锋电子,13.66,浙江,电气设备,2015-06-12,0.22,0.16,0.14,0.18,0.17,0.31,0.3,0.6,0.89,0.86,0.81,0,0,0,0,0,0,1,0.173333333,0.403333333,5.3452,-,0,78.80769231,0,-0.570247934,2.940850923,-12.64802172,2.55556387,2049000000,0,0,1,1,0,1,0,0,10.8
002768.SZ, 国恩股份,24.5,山东,化工,2015-06-30,2.44,1/2/1900,2.69,1.46,1.16,0.85,0.55,1.03,1.05,0.86,0.76,0.61,0,0,0,0,0,1,2.5,0.81,15.0124,是,1,9.8,10.22650607,2.086419753,1.606196901,0.816841149,1.631984226,6645625000,0,1,0,1,0,1,0,1,31.32
002769.SZ, 普路通,8.34,广东,交通运输,2015-06-29,-0.2219,0.1,0.18,0.17,0.28,0.18,0.51,1.23,1.94,0.92,0.84,0.94,0,0.59,0.38,1.02,0,0,0.019366667,0.64,3.6811,-,0,430.636833,0,-0.969739583,1.184993148,-0.768866314,2.265627122,3113472570,0,0,0,1,0,1,0,0,6.35
002770.SZ, *ST科迪,0,河南,食品饮料,2015-06-30,-1.34,0.0631,-1.16,-0.0453,0.12,0.12,0.16,0.4,0.46,0.36,0.41,0,0,0,0,0,0,0,-0.8123,0.226666667,0,-,0,10000,0,-4.583676471,0,0,#DIV/0!,656920678.2,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,1.78
002771.SZ, 真视通,17.48,北京,计算机,2015-06-29,0.05,0.06,0.1,0.15,0.26,0.43,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0.07,0.716666667,3.4563,是,1,249.7142857,26.68269683,-0.902325581,2.316122034,-4.524385983,5.057431357,3666676468,0,0,1,1,0,1,0,0,10.53
002772.SZ, 众兴菌业,9.53,甘肃,农林牧渔,2015-06-26,0.4,0.14,0.56,0.19,0.3,0.38,0.4696,0.83,0.81,0.49,0.59,0,0,0,0,0,0,1,0.366666667,0.559866667,8.0842,是,1,25.99090909,74.4417141,-0.345082162,2.103865602,2.370711158,1.178842681,3744652967,0,0,1,1,1,1,1,0,11.55
002773.SZ, 康弘药业,16.21,四川,医药生物,2015-06-26,0.98,0.46,-0.3074,0.82,1.03,0.95,0.736,0.9314,0.6837,0.79,0.51,0.48,0.33,0.25,0,0,0,0,0.377533333,0.872466667,7.5063,是,1,42.93660604,15.38130952,-0.567280507,6.096824024,-1.682382595,2.159519337,14904510694,0,0,1,1,0,1,0,0,48.15
002774.SZ, 快意电梯,7.95,广东,机械设备,2017-03-24,0.2244,0.8296,0.0918,0.0606,0.2126,0.2389,0.3914,0.2622,0.654,0.5309,0.5887,0,0,0,0,0,0,1,0.381933333,0.2975,3.5741,是,1,20.81515099,111.3871529,0.283809524,1.894232372,3.842819602,2.224336197,2676668805,0,0,0,0,0,0,0,0,6.27
002775.SZ, 文科园林,4.37,广东,建筑装饰,2015-06-29,-0.72,-3.24,0.26,0.478,0.5255,0.9847,0.5815,0.9231,1,1.08,0.97,0.95,0,0,0,0,0,0,-1.233333333,0.829766667,0.128,-,0,10000,0,-2.486361628,0.701785733,-0.213782546,34.140625,2677792022,0,0,0,1,0,1,0,0,4.85
002776.SZ, ST柏龙,2.17,广东,纺织服装,2015-06-26,-1.5204,0,-0.59,0.28,0.54,0.54,0.55,1.32,1.37,1.3,1.15,0.82,0,0,0,0,0,0,-0.703466667,0.803333333,-1.2167,-,0,10000,0,-1.875684647,0.142010374,-1.039196791,-1.78351278,1167436360,0,0,0,1,1,1,1,1,5.23
002777.SZ, 久远银海,30.74,四川,计算机,2015-12-31,0.45,0.7,0.59,0.72,0.69,0.57,0.97,0.95,0.93,0.9,0.75,0.72,0,0,0,0,0,1,0.58,0.83,3.7796,是,1,53,22.16593391,-0.301204819,2.530904641,-6.624601429,8.133135782,12549022108,0,0,1,0,0,0,0,0,23.34
002778.SZ, 高科石化,15.04,江苏,化工,2016-01-06,-0.28,0.68,0.84,0.18,0.2,0.34,0.38,0.53,0.52,0.47,0.68,0,0.66,0.45,0.27,0,0,0,0.413333333,0.416666667,4.6309,-,0,36.38709677,0,-0.008,1.568048041,1.088835862,3.247748818,1876289632,0,0,0,0,0,0,0,0,23.87
002779.SZ, 中坚科技,24.26,浙江,机械设备,2015-12-09,0.21,0.09,-0.18,0.06,0.09,0.18,0.27,0.74,0.86,0.7,0.72,0,0,0,0,0,0,0,0.04,0.396666667,4.9618,是,1,606.5,20.24921083,-0.899159664,2.502907802,-10.81737883,4.88935467,3202320000,0,0,1,0,0,0,0,0,12.68
002780.SZ, 三夫户外,13.76,北京,纺织服装,2015-12-09,-0.21,-0.18,-0.45,-0.2,0.04,-0.13,0.52,0.62,0.56,0.65,0.56,0.67,0,0,0,0,0,0,-0.28,0.336666667,4.1352,-,0,10000,0,-1.831683168,1.975337523,5.89111375,3.327529503,2168403807,0,0,0,0,0,0,0,0,19.88
002781.SZ, 奇信股份,0,广东,建筑装饰,2015-12-22,-1.84,-7.77,-2.47,0.38,0.75,0.66,0.48,0.72,0.83,0.7,0.67,0.62,0,0,0,0,0,0,-4.026666667,0.62,-2.1022,-,0,10000,0,-7.494623656,0.744568145,-3.064829993,0,94500000,0,0,0,0,1,0,0,1,15.05
002782.SZ, 可立克,13.5,广东,电子,2015-12-22,0.235,0.0559,0.468,0.0523,0.1995,0.1348,0.1383,0.4475,0.4582,0.4153,0.5278,0.531,0.5799,0.4727,0,0,0,1,0.252966667,0.2402,3.3408,是,1,53.36671498,35.26542495,0.053150153,1.359748811,10.97845768,4.040948276,6619298576,0,0,0,0,0,0,0,0,13.26
002783.SZ, 凯龙股份,8.67,湖北,化工,2015-12-09,0.35,-1.07,0.13,0.15,0.24,0.55,1.3,1.56,1.71,1.91,1.68,1.69,1.5,1.52,0.83,0,0,0,-0.196666667,1.136666667,3.6744,是,1,10000,29.33359536,-1.173020528,0.63080431,0.278278215,2.359568909,3392040691,0,0,0,0,0,0,0,0,10.05
002785.SZ, 万里石,23.15,福建,建筑材料,2015-12-23,-0.1342,-0.1155,0.0605,-0.18,0.05,-0.03,0.12,0.14,0.14,0.25,0.23,0,0,0,0,0,0,0,-0.063066667,0.076666667,2.943,-,0,10000,0,-1.822608696,1.391485069,1.920551541,7.866123004,4656622500,0,0,0,0,0,0,0,0,16.61
002786.SZ, 银宝山新,6.34,广东,机械设备,2015-12-23,-0.52,-1.25,-0.85,-0.69,0.11,0.17,0.26,0.8,0.58,0.91,0.72,0.77,0,0,0,0,0,0,-0.873333333,0.41,0.4868,-,0,10000,0,-3.130081301,0.666077773,0.004088308,13.02382909,3142180080,0,0,0,0,0,0,0,0,6.81
002787.SZ, 华源控股,7.27,江苏,轻工制造,2015-12-31,0.03,0.06,0.15,0.22,0.18,0.33,0.76,0.8,0.69,0.66,0.55,0,0,0,0,0,0,1,0.08,0.63,4.5206,-,0,90.875,0,-0.873015873,2.009570305,3.177352096,1.608193603,2297196425,0,0,1,0,0,0,0,0,6.26
002788.SZ, 鹭燕医药,9.7,福建,医药生物,2016-02-18,0,0.79,0.74,0.78,0.94,1.02,0.95,1.17,1.14,1.13,0.94,0.67,0,0,0,0,0,0,0.51,1.046666667,7.0031,是,1,19.01960784,33.76884365,-0.512738854,1.17434391,0.399501571,1.385100884,3768612339,0,0,0,0,1,0,0,0,7.93
002789.SZ, 建艺集团,16.24,广东,建筑装饰,2016-03-11,0.07,-6.76,-0.18,0.16,0.67,1.13,1.08,1.31,1.44,1.45,1.17,0,0,0,0,0,0,0,-2.29,1.173333333,1.0619,-,0,10000,0,-2.951704545,0.756356952,-0.544969926,15.29334212,2592285867,0,0,0,0,0,0,0,0,17.69
002790.SZ, 瑞尔特,11.2,福建,轻工制造,2016-03-08,0.5,0.33,0.27,0.44,0.63,1,1.17,1.29,1.16,1.12,0.81,0,0,0,0,0,0,1,0.366666667,1.153333333,4.6282,是,1,30.54545455,39.62211521,-0.682080925,4.463651347,-3.84718218,2.41994728,4680169760,0,0,1,0,0,0,0,0,5.8
002791.SZ, 坚朗五金,63.9,广东,建筑材料,2016-03-29,0.2,1/2/1900,2.54,1.39,0.54,0.59,1.25,1.24,1.27,1.35,1.09,0.68,0,0,0,0,0,1,1.836666667,1.026666667,14.9335,是,1,34.79128857,49.04556485,0.788961039,1.589173367,19.50522042,4.278970101,20546406000,0,0,0,0,0,0,0,0,144
002792.SZ, 通宇通讯,14.68,广东,通信,2016-03-28,0.2,0.12,0.21,0.07,0.2,0.49,0.96,2.07,2.95,0.76,0.59,0.8189,0.882,1.298,0,0,0,1,0.176666667,1.173333333,6.8622,是,1,83.09433962,49.00519179,-0.849431818,3.908751384,-9.055682886,2.139255632,5902196261,0,0,1,0,0,0,0,0,18.05
002793.SZ, 罗欣药业,5.73,浙江,医药生物,2016-04-15,-0.86,0.28,0.22,0.57,0.54,0.58,1.09,1.09,0.85,0.61,0.72,0,0,0,0,0,0,0,-0.12,0.92,2.9185,-,0,10000,0,-1.130434783,1.079334597,0.914415948,1.963337331,6231882025,0,0,0,0,0,0,0,0,10.37
002795.SZ, 永和智控,8.47,浙江,机械设备,2016-04-28,-0.09,0.09,0.06,0.3,0.41,0.29,0.74,0.88,0.87,0.69,0.57,0,0,0,0,0,0,0,0.02,0.636666667,2.5927,是,1,423.5,0,-0.968586387,1.386327424,-10.92614013,3.266864658,3775985273,0,0,0,0,0,0,0,0,9.54
002796.SZ, 世嘉科技,10.54,江苏,机械设备,2016-05-10,-0.13,-2.64,0.15,0.57,0.48,0.32,0.68,0.9,0.95,0.86,0.67,0.37,0,0,0,0,0,0,-0.873333333,0.633333333,3.303,-,0,10000,0,-2.378947368,1.471754261,58.33330873,3.19103845,2660580032,0,0,0,0,0,0,0,0,16.26
002797.SZ, 第一创业,6.26,广东,非银金融,2016-05-11,0.1,0.18,0.21,0.146,0.036,0.12,0.27,0.52,0.26,0.08,0.11,0,0,0,0,0.89,0,1,0.163333333,0.303333333,3.4769,是,1,38.32653061,41.93899083,-0.461538462,0,0,1.800454428,26307024000,0,0,0,0,0,0,0,0,9.95
002798.SZ, 帝欧家居,7.67,四川,建筑材料,2016-05-25,-3.91,0.18,1.4401,1.48,0.99,0.63,0.65,0.82,0.69,0.81,0.84,0.77,0,0,0,0,0,0,-0.7633,0.7,6.6568,-,0,10000,0,-2.090428571,1.346613462,0.54074689,1.152205264,2952735585,0,0,0,0,1,0,0,0,20.5
002799.SZ, 环球印务,10.89,陕西,轻工制造,2016-06-08,0.36,0.42,0.56,0.44,0.19,0.15,0.31,0.46,0.51,0.48,0.51,0.46,0.43,0.33,0.25,0,0,1,0.446666667,0.306666667,4.956,是,1,24.38059701,0,0.456521739,2.069994722,-5.721777888,2.197336562,3485235600,0,0,1,0,0,0,0,0,20.99
002800.SZ, 天顺股份,15.5,新疆,交通运输,2016-05-30,0.0321,0.3798,0.39,0.27,0.08,0.55,0.53,0.58,0.58,0.57,0.56,0.45,0,0,0,0,0,1,0.2673,0.553333333,5.1198,-,0,57.98728021,0,-0.516927711,1.797426634,4.422155309,3.02746201,1685658961,0,0,0,0,0,0,0,0,19.22
002801.SZ, 微光股份,25.73,浙江,电气设备,2016-06-22,1.34,1/1/1900,1.26,1.4,0.83,0.91,1.94,1.86,1.61,1.39,1.22,1.06,0,0,0,0,0,1,1.236666667,1.57,6.6748,是,1,20.80592992,37.28609035,-0.212314225,6.16595635,-5.863316118,3.854797147,5908431360,0,0,1,0,0,0,0,0,35.62
002802.SZ, 洪汇新材,11.48,江苏,化工,2016-06-29,0.61,0.81,0.87,0.82,0.68,0.67,0.56,0.56,0.38,0.51,0.73,0.65,0,0,0,0,0,1,0.763333333,0.596666667,4.9222,是,1,15.03930131,99.51357613,0.279329609,11.26860732,-10.26190806,2.332290439,2092826845,0,0,1,0,0,0,0,0,24.17
002803.SZ, 吉宏股份,18.56,福建,轻工制造,2016-07-12,0.48,0.6,1.48,1.52,1.08,0.69,0.43,0.43,0.22,0.42,0.42,0.27,0,0,0,0,0,1,0.853333333,0.516666667,5.5369,-,0,21.75,54.0937592,0.651612903,2.15136904,-3.893723179,3.352056205,7023276385,0,0,1,0,0,0,0,0,32.24
002805.SZ, 丰元股份,20,山东,化工,2016-07-07,0.82,0.33,-0.2,0.08,0.17,0.39,0.27,0.36,0.47,0.29,0.59,0.7,0,0.7,0.87,0.67,0,0,0.316666667,0.34,12.332,是,1,63.15789474,13.25641734,-0.068627451,2.401473939,3.450766995,1.621796951,5601250160,0,0,1,0,0,0,0,0,13.65
002806.SZ, 华锋股份,11.85,广东,有色金属,2016-07-26,-0.05,0.31,-1.33,0.19,0.53,0.21,0.38,0.4274,0.27,0.4161,0.5346,0.5481,0,0,0,0,0,0,-0.356666667,0.339133333,6.0733,-,0,10000,0,-2.051700413,1.616554146,1.893568652,1.951163288,2244405583,0,0,0,0,0,0,0,0,10.65
