Code,Name,Close,Location,Industry,List_date,EPS_2022,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2020_22,AVG_EPS_2015_17,Net_Asset,Div,Dividend,PE20_22,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,x1,x2,x3,x4,x5,x6,x7,x8,Price201231
300673.SZ, 佩蒂股份,14.01,浙江,农林牧渔,2017-07-11,0.43,0.28,0.74,0.34,1.16,1.56,1.34,1,0.49,0.45,0.44,0,0,0,0,0,0,1,0.483333333,1.3,7.0148,-,0,28.9862069,0,-0.628205128,5.797748231,-20.53686612,1.997205908,3550425030,0,0,1,0,0,0,0,0,31.29
300674.SZ, 宇信科技,16.77,北京,计算机,2018-11-07,0.37,0.61,1.13,0.69,0.53,0.52,0.49,0.4,0,0,0,0,0,0,0,0,0,0,0.703333333,0.47,5.3961,是,1,23.8436019,38.92044054,0.496453901,2.528698204,-2.801798589,3.107800078,11918067444,0,0,1,0,0,0,0,0,33.93
300675.SZ, 建科院,17.15,广东,建筑装饰,2017-07-19,0.4987,0.3035,0.2991,0.2497,0.2361,0.2713,0.2867,0.2121,0.2,0.24,0,0,0,0,0,0,0,1,0.3671,0.2567,4.0972,是,1,46.71751566,22.05845944,0.430074016,1.387583703,2.32471743,4.185785414,2515333905,0,0,0,0,0,0,0,0,17.1
300676.SZ, 华大基因,59.73,广东,医药生物,2017-07-14,1.966,1/3/1900,5.2353,0.6907,0.97,1.05,0.92,0.77,0.11,1.66,1.32,0,0,0,0,0,0,1,3.583833333,0.913333333,24.3494,是,1,16.66651165,51.55095276,2.923905109,2.476137564,-2.906720337,2.453037857,24723102632,0,0,1,0,0,0,0,0,128.56
300677.SZ, 英科医疗,22,山东,医药生物,2017-07-21,0.95,1/13/1900,20.36,0.89,0.92,1.75,1.18,1.3,0,0,0,0,0,0,0,0,0,0,11.50333333,1.41,23.9649,是,1,1.912489134,10.3450655,7.158392435,3.244258225,-4.86349436,0.918009255,14496187156,0,1,1,0,1,0,0,1,168.15
300678.SZ, 中科信息,38.13,四川,计算机,2017-07-28,0.2553,0.2283,0.1809,0.196,0.26,0.498,0.5168,0.541,0.5378,0.5345,0,0,0,0,0,0,0,1,0.2215,0.5186,4.2257,是,1,172.1444695,19.65457283,-0.572888546,2.939187551,-2.155582514,9.023357077,11301209352,0,0,1,0,0,0,0,0,22.05
300679.SZ, 电连技术,36.54,广东,电子,2017-07-31,1.06,0.88,0.96,0.64,1.11,3.52,4.06,2.55,2.51,1.87,0,0,0,0,0,0,0,1,0.966666667,3.376666667,9.757,是,1,37.8,18.00995665,-0.713721619,2.617091309,-4.354042072,3.745003587,15444434880,0,0,1,0,0,0,0,0,33.97
300680.SZ, 隆盛科技,19.81,江苏,汽车,2017-07-25,0.37,0.48,0.4,0.4,0.05,0.31,0.64,0.54,0.43,0.42,0.5,0,0,0,0,0,0,1,0.416666667,0.496666667,7.1807,是,1,47.544,30.5688785,-0.161073826,1.521931262,2.730727686,2.758783963,4576590947,0,0,0,0,0,0,0,0,31.21
300681.SZ, 英搏尔,20.68,广东,汽车,2017-07-25,0.1599,0.61,0.17,-1.05,0.7,1.31,1.15,1.69,0,0,0,0,0,0,0,0,0,0,0.3133,1.383333333,10.3029,是,1,66.00702202,13.66291702,-0.773518072,1.659937007,14.99622928,2.007201856,5213345239,0,0,0,0,0,0,0,0,33.55
300682.SZ, 朗新科技,21.88,江苏,计算机,2017-08-01,0.49,0.81,0.7048,1.7678,0.329,0.37,0.34,0.2,0.36,0.1572,0.6061,0.2496,0,0,0,0,0,1,0.668266667,0.303333333,6.3421,是,1,32.74142059,16.48697534,1.203076923,3.44949648,-4.475841033,3.449961369,24000073715,0,0,1,0,0,0,0,0,14.62
300683.SZ, 海特生物,39.08,湖北,医药生物,2017-08-08,-0.11,0.26,-0.24,0.61,0.91,1.65,2.03,1.91,1.68,1.21,0,0,0,0,0,0,0,0,-0.03,1.863333333,18.9213,-,0,10000,0,-1.016100179,5.071875596,-3.346194385,2.065397198,5115352800,0,0,1,0,0,0,0,0,40.88
300684.SZ, 中石科技,18.89,北京,电子,2017-12-27,0.6887,0.4687,0.706,0.4875,0.8999,1.2624,0.5659,0.5172,0.8887,0.73,0.56,1.82,0,0,0,0,0,1,0.621133333,0.781833333,6.1515,是,1,30.41214983,93.95523676,-0.205542528,2.836625057,-7.961119749,3.070795741,5305303857,0,0,1,0,0,0,0,0,22.84
300685.SZ, 艾德生物,24.75,福建,医药生物,2017-08-02,0.67,1/1/1900,0.81,0.94,0.88,1.38,1.12,0.35,0,0,0,0,0,0,0,0,0,0,0.853333333,0.95,3.7667,是,1,29.00390625,20.92559362,-0.101754386,13.97408598,-3.287576439,6.570738312,9854374241,0,0,1,0,0,0,0,0,78.25
300686.SZ, 智动力,10.55,广东,电子,2017-08-04,-0.9778,0.2115,0.5124,0.6467,0.0322,0.4,0.63,0.51,0.63,0,0,0,0,0,0,0,0,0,-0.084633333,0.513333333,5.3428,-,0,10000,0,-1.16487013,1.477309297,14.21661319,1.974620049,2802335732,0,0,0,0,0,0,0,0,20.05
300687.SZ, 赛意信息,23.31,广东,计算机,2017-08-03,0.6176,0.61,0.81,0.31,0.79,1.52,1.37,0.72,0,0,0,0,0,0,0,0,0,0,0.6792,1.203333333,5.9778,是,1,34.31978799,20.1268572,-0.435567867,3.367902853,-3.148516864,3.899427883,9414066320,0,0,1,0,0,0,0,0,22.94
300688.SZ, 创业黑马,30.64,北京,综合,2017-08-10,-0.49,0.11,0.08,0.17,0.2,0.83,0.79,0.4,0.17,-0.03,0,0,0,0,0,0,0,0,-0.1,0.673333333,3.3999,-,0,10000,0,-1.148514851,2.518602515,-1.668554354,9.012029766,5128506777,0,0,1,0,0,0,0,0,21.06
300689.SZ, 澄天伟业,21.75,广东,通信,2017-08-09,0.37,0.15,0.35,0.7,0.81,0.91,0.83,0.54,0.51,0.39,0,0,0,0,0,0,0,1,0.29,0.76,5.8146,是,1,75,8.204065724,-0.618421053,3.808743944,-4.110630819,3.740584047,2514300000,0,0,1,0,0,0,0,0,41.61
300690.SZ, 双一科技,15.56,山东,化工,2017-08-08,0.49,0.91,2.9,1.37,0.91,1.91,2.07,1.97,1.19,0.63,0.36,0,0,0,0,0,0,1,1.433333333,1.983333333,8.2105,是,1,10.85581395,30.27365865,-0.277310924,3.31955198,-10.55792191,1.895134279,2572829180,0,1,1,0,0,0,0,1,58.53
300691.SZ, 联合光电,16.17,广东,电子,2017-08-11,0.21,0.33,0.22,0.33,0.53,1.15,1.18,0.73,0.59,0,0,0,0,0,0,0,0,0,0.253333333,1.02,5.9703,是,1,63.82894737,47.84507517,-0.751633987,2.001441105,5.971381602,2.708406613,4327039561,0,0,1,0,0,0,0,0,12.9
300692.SZ, 中环环保,7.23,安徽,公用事业,2017-08-21,0.461,0.4765,0.9,0.59,0.38,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.6125,0.19,4.9632,是,1,11.80408163,10.15758642,2.223684211,1.277761459,-0.258033691,1.45672147,3063739764,0,1,0,0,1,0,0,1,15.62
300693.SZ, 盛弘股份,37.15,广东,电气设备,2017-08-22,1.0875,0.5527,0.78,0.45,0.35,0.61,0.93,0.73,0,0,0,0,0,0,0,0,0,0,0.806733333,0.756666667,5.1756,是,1,46.04991323,20.20198051,0.066167401,1.571352315,7.054928396,7.17791174,11488482510,0,0,0,0,0,0,0,0,27.6
300694.SZ, 蠡湖股份,10.78,江苏,汽车,2018-10-15,0.22,-0.09,0.21,0.49,0.47,0.61,0.54,0.06,-0.06,0,0,0,0,0,0,0,0,0,0.113333333,0.403333333,5.8746,是,1,95.11764706,22.51533091,-0.719008264,1.767703575,3.388236565,1.835018554,2321117012,0,0,0,0,0,0,0,0,11.51
300695.SZ, 兆丰股份,48.33,浙江,汽车,2017-09-08,2.33,1/1/1900,2.4,3.21,2.94,3.78,3.97,2.25,2,1.04,0.7,0,0,0,0,0,0,1,2.206666667,3.333333333,32.9442,-,0,21.90181269,0,-0.338,5.119043128,-1.479327596,1.467026062,3428040714,0,0,1,0,1,0,0,0,56.41
300696.SZ, 爱乐达,23.34,四川,国防军工,2017-08-22,0.73,1/1/1900,0.76,0.66,0.58,1.28,1.32,1.33,0.69,0.4,0,0,0,0,0,0,0,1,0.856666667,1.31,6.4035,是,1,27.24513619,27.57429946,-0.34605598,7.760053704,-3.999493964,3.644881705,6842190623,0,0,1,0,0,0,0,0,54.65
300697.SZ, 电工合金,11.37,江苏,有色金属,2017-09-07,0.34,0.32,0.556,0.62,0.319,0.459,0.46,0.45,0,0,0,0,0,0,0,0,0,0,0.405333333,0.456333333,2.9399,是,1,28.05098684,52.99386776,-0.111760409,2.356632585,3.04265798,3.867478486,3783936000,0,0,1,0,0,0,0,0,14.75
300698.SZ, 万马科技,25.06,浙江,通信,2017-08-31,0.23,0.03,-0.08,0.04,0.03,0.24,0.37,0.34,0.1,-0.05,0,0,0,0,0,0,0,0,0.06,0.316666667,3.055,-,0,417.6666667,0,-0.810526316,1.603589991,8.201125374,8.20294599,3358040000,0,0,0,0,0,0,0,0,16.51
300699.SZ, 光威复材,30.07,山东,化工,2017-09-01,1.8,1/1/1900,1.24,1.01,1.02,0.77,0.8,0.65,0.18,0.27,0.3,0,0,0,0,0,0,1,1.5,0.74,9.4145,是,1,20.04666667,38.83793349,1.027027027,4.239567305,-4.19207331,3.194009241,24998754640,0,0,1,0,0,0,0,0,89.05
300700.SZ, 岱勒新材,20.08,湖南,机械设备,2017-09-12,0.77,-0.73,0.02,-0.56,0.41,1.66,0.64,0.49,0.56,0,0,0,0,0,0,0,0,0,0.02,0.93,6.2078,是,1,1004,0,-0.978494624,1.135493962,2.182753435,3.234640291,5597353112,0,0,0,0,0,0,0,0,20.8
300701.SZ, 森霸传感,9.84,河南,电子,2017-09-15,0.16,0.7,1.34,0.68,0.88,0.92,0.78,0.6,0.51,0.48,0.41,0,0,0,0,0,0,1,0.733333333,0.766666667,2.8028,-,0,13.41818182,0,-0.043478261,8.233210377,-4.714991555,3.510774939,2656800000,0,1,1,0,0,0,0,0,29.06
300702.SZ, 天宇股份,23.82,浙江,医药生物,2017-09-19,-0.34,0.59,3.66,3.22,0.91,1.03,1.36,0.56,0.27,0.37,0,0,0,0,0,0,0,0,1.303333333,0.983333333,10.0438,-,0,18.27621483,0,0.325423729,1.130203543,1.977501987,2.371612338,8288815927,0,0,0,0,0,0,0,0,93.5
300703.SZ, 创源股份,10.04,浙江,轻工制造,2017-09-19,0.41,0.05,0.27,0.65,0.69,0.93,1.26,0.61,0.46,0,0,0,0,0,0,0,0,0,0.243333333,0.933333333,4.1979,是,1,41.26027397,36.10567997,-0.739285714,1.848749271,11.43518805,2.391672026,1827276386,0,0,0,0,0,0,0,0,10.37
300705.SZ, 九典制药,25.5,湖南,医药生物,2017-10-10,0.82,0.87,0.35,0.23,0.31,0.72,0.63,0.55,0.51,0.49,0,0,0,0,0,0,0,1,0.68,0.633333333,4.5274,是,1,37.5,30.00849243,0.073684211,2.715223122,17.58260928,5.632371781,8783536889,0,0,1,0,0,0,0,0,26.8
300706.SZ, 阿石创,24.38,福建,电子,2017-09-26,0.09,0.12,0.04,0.1,0.2,0.64,0.61,0.51,0.34,0.16,0,0,0,0,0,0,0,1,0.083333333,0.586666667,4.8502,是,1,292.56,10.85322382,-0.857954545,1.269103739,2.014691272,5.026596841,3726543926,0,0,0,0,0,0,0,0,25.24
300707.SZ, 威唐工业,17.31,江苏,汽车,2017-10-10,0.3367,0.2844,0.2021,0.2345,0.5264,1.3245,0.9279,0.6545,0.5626,0,0,0,0,0,0,0,0,0,0.2744,0.968966667,4.9508,是,1,63.08309038,16.30324663,-0.716811724,3.166210305,10.67724641,3.496404621,2717524561,0,0,1,0,0,0,0,0,17.22
300708.SZ, 聚灿光电,10.5,江苏,电子,2017-10-16,-0.12,0.34,0.08,0.03,0.08,0.54,0.31,0.12,0.33,0.07,0,0,0,0,0,0,0,0,0.1,0.323333333,2.9624,是,1,105,-34.36388233,-0.690721649,1.087767734,3.443676741,3.54442344,5797919883,0,0,0,0,0,0,0,0,26.49
300709.SZ, 精研科技,23.41,江苏,电子,2017-10-19,-1.25,1/1/1900,1.24,1.94,0.42,2.23,2.45,1.84,0,0,0,0,0,0,0,0,0,0,0.44,2.173333333,10.2619,-,0,53.20454545,0,-0.797546012,1.297058368,2.743677508,2.281253959,4358196321,0,0,0,0,0,0,0,0,52.81
300710.SZ, 万隆光电,24.74,浙江,通信,2017-10-19,-0.2162,0.4574,0.8804,0.1783,0.2105,0.8658,0.8804,0.7852,0.6668,0.3111,0,0,0,0,0,0,0,0,0.373866667,0.8438,6.5319,-,0,66.17332382,0,-0.556925022,2.176573005,21.76146943,3.787565639,2461390022,0,0,1,0,0,0,0,0,28.22
300711.SZ, 广哈通信,13.44,广东,通信,2017-11-01,0.2351,0.2105,0.1484,0.0984,0.11,0.48,0.5,0.47,0.48,0.22,0,0,0,0,0,0,0,1,0.198,0.483333333,3.1823,是,1,67.87878788,34.02908261,-0.590344828,2.877838921,-2.432686327,4.223360463,3348852945,0,0,1,0,0,0,0,0,17.64
300712.SZ, 永福股份,34.34,福建,建筑装饰,2017-10-31,0.4466,0.2177,0.2796,0.4016,0.5249,0.694,0.7,0.57,0.62,0.68,0,0,0,0,0,0,0,1,0.314633333,0.654666667,7.2279,是,1,109.1429177,22.13165593,-0.519399185,1.377998751,2.372720308,4.751034187,6440330842,0,0,0,0,0,0,0,0,25.38
300713.SZ, 英可瑞,18.76,广东,电气设备,2017-11-01,-0.3846,0.0566,0.1979,-0.1494,0.13,1.9,2.3,1.43,0.49,0.22,0,0,0,0,0,0,0,0,-0.043366667,1.876666667,4.2585,-,0,10000,0,-1.023108348,1.704628184,15.29419023,4.405307033,2977571517,0,0,0,0,0,0,0,0,21.65
300715.SZ, 凯伦股份,15.24,江苏,建筑材料,2017-10-26,-0.42,0.2,1.63,0.93,0.5,0.782,0.75,0.55,0.38,0.16,-0.41,0,0,0,0,0,0,0,0.47,0.694,6.1441,-,0,32.42553191,0,-0.322766571,1.598662599,1.841146675,2.480428378,5866022731,0,0,0,0,0,0,0,0,39.7
300716.SZ, 国立科技,13.26,广东,化工,2017-11-09,0.05,-1.51,-1.98,0.16,0.35,0.75,0.77,0.69,0,0,0,0,0,0,0,0,0,0,-1.146666667,0.736666667,1.8103,-,0,10000,0,-2.556561086,0.980247274,0.573842403,7.324752803,2121865200,0,0,0,0,0,0,0,0,8.49
300717.SZ, 华信新材,16.73,江苏,化工,2017-11-06,0.39,0.21,0.35,0.5,0.46,0.87,0.88,0.9,0.66,0.65,0,0,0,0,0,0,0,1,0.316666667,0.883333333,6.355,是,1,52.83157895,51.30333867,-0.641509434,3.995354623,-4.638557738,2.632572777,1719425750,0,0,1,0,0,0,0,0,18.99
300718.SZ, 长盛轴承,19.25,浙江,机械设备,2017-11-06,0.34,0.52,0.73,0.65,0.74,1.53,1.08,1.18,1.12,1.03,0,0,0,0,0,0,0,1,0.53,1.263333333,4.5819,是,1,36.32075472,102.2006482,-0.580474934,5.783857681,-42.33733816,4.201313865,5753205728,0,0,1,0,0,0,0,0,18.17
300719.SZ, 安达维尔,12.42,北京,国防军工,2017-11-09,-0.1801,0.041,0.3755,0.2882,0.2193,0.6934,0.7324,0,0,0,0,0,0,0,0,0,0,0,0.0788,0.475266667,3.8018,-,0,157.6142132,0,-0.834198345,4.270472486,-9.663555862,3.266873586,3169903815,0,0,1,0,0,0,0,0,18.5
300720.SZ, 海川智能,12.51,广东,机械设备,2017-11-06,0.21,0.3955,0.68,0.41,0.65,0.69,0.7,0.59,0.58,0.77,0,0,0,0,0,0,0,1,0.4285,0.66,2.9989,是,1,29.19486581,71.43382023,-0.350757576,10.57264246,-1.516926537,4.171529561,2437914473,0,0,1,0,0,0,0,0,24.17
300721.SZ, 怡达股份,16.66,江苏,化工,2017-11-15,1.2652,1/1/1900,-0.0499,0.0818,0.4435,1.0456,1.0349,1.1561,0.4274,-0.0724,0.15,0,0,0,0,0,0,0,0.920266667,1.078866667,14.6239,是,1,18.10344828,11.7411632,-0.147006118,0.607349972,1.221847894,1.139230985,2746346672,0,0,0,0,1,0,0,1,29.21
300722.SZ, 新余国科,26.45,江西,国防军工,2017-11-10,0.35,0.36,0.34,0.36,0.93,0.73,0.57,0.64,0,0,0,0,0,0,0,0,0,0,0.35,0.646666667,2.8067,是,1,75.57142857,43.42315073,-0.458762887,3.694491003,-5.238617173,9.423878576,6100174080,0,0,1,0,0,0,0,0,55.55
300723.SZ, 一品红,27.49,广东,医药生物,2017-11-16,0.956,1/1/1900,1.43,0.89,1.29,1.27,1.14,0.5,0,0,0,0,0,0,0,0,0,0,1.152,0.97,6.7564,是,1,23.86284722,19.49661355,0.187628866,1.167490739,2.49721418,4.068734829,12299229783,0,0,0,0,0,0,0,0,40.18
300724.SZ, 捷佳伟创,94.52,广东,机械设备,2018-08-10,3.01,1/2/1900,1.63,1.19,1.15,1.06,0.49,0.15,0.11,0.05,0,0,0,0,0,0,0,1,2.253333333,0.566666667,20.6831,是,1,41.94674556,6.65220031,2.976470588,1.477817759,1.868832757,4.569914568,32911827704,0,0,0,0,0,0,0,0,145.6
300725.SZ, 药石科技,49.91,江苏,医药生物,2017-11-10,1.57,1/2/1900,1.27,1.06,1.21,1.19,0.69,0.46,0,0,0,0,0,0,0,0,0,0,1.76,0.78,12.6764,是,1,28.35795455,6.354209571,1.256410256,3.598335335,3.54442732,3.937237702,9965255195,0,0,1,0,0,0,0,0,138
300726.SZ, 宏达电子,38.73,湖南,电子,2017-11-21,2.0681,1/2/1900,1.2092,0.7323,0.5573,0.55,0.55,0.2342,2.3813,0,0,0,0,0,0,0,0,0,1.772333333,0.444733333,10.8139,是,1,21.85254843,24.1772297,2.985159646,5.882206012,-13.43687853,3.581501586,15950557197,0,0,1,0,0,0,0,0,72.35
300727.SZ, 润禾材料,25.32,浙江,化工,2017-11-27,0.72,0.73,0.43,0.4,0.52,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.626666667,0.213333333,6.053,是,1,40.40425532,22.6371132,1.9375,2.501403104,11.13498248,4.183049727,3228783333,0,0,1,0,0,0,0,0,31.65
300729.SZ, 乐歌股份,16.6,浙江,轻工制造,2017-12-01,0.92,0.85,1.53,0.73,0.67,0.95,0.95,0.85,0.45,0.59,0,0,0.52,0.47,0.31,0,0,1,1.1,0.916666667,10.0974,是,1,15.09090909,38.29893659,0.2,1.737289443,7.241034297,1.643987561,5171634716,0,0,0,0,0,0,0,0,42.48
300730.SZ, 科创信息,12.81,湖南,计算机,2017-12-05,0.1,0.24,0.2,0.23,0.22,0.62,0.54,0.49,0.2,0.17,0,0,0,0,0,0,0,1,0.18,0.55,2.2025,是,1,71.16666667,14.55822223,-0.672727273,2.035922677,19.36815473,5.816118048,3081188621,0,0,1,0,0,0,0,0,15.4
300731.SZ, 科创新源,20.22,广东,化工,2017-12-08,-0.21,-0.1,0.21,0.4,0.51,0.98,0.83,0.59,0.93,0.91,0,0,0,0,0,0,0,0,-0.033333333,0.8,4.8372,-,0,10000,0,-1.041666667,2.320431384,-9.792520429,4.180104193,2556451077,0,0,1,0,0,0,0,0,22.07
300732.SZ, 设研院,10.55,河南,建筑装饰,2017-12-12,0.72,1/1/1900,1.35,1.41,2.32,4.26,2.4,1.06,0.83,2.54,0,0,0,0,0,0,0,1,1.073333333,2.573333333,8.6755,是,1,9.829192547,39.19902156,-0.582901554,1.808755419,4.290377327,1.216068238,3421520665,0,1,0,0,1,0,0,1,13.59
300733.SZ, 西菱动力,12.29,四川,汽车,2018-01-16,0.2136,0.1188,0.0507,0.13,0.43,0.84,0.77,0.52,0.45,0.35,0,0,0,0,0,0,0,1,0.1277,0.71,8.9581,是,1,96.24119029,51.4102024,-0.820140845,1.310189424,3.7921471,1.371942711,3739593629,0,0,0,0,1,0,0,0,19.46
300735.SZ, 光弘科技,10.62,广东,电子,2017-12-29,0.39,0.46,0.44,0.93,0.77,0.65,0.61,0.4,0,0,0,0,0,0,0,0,0,0,0.43,0.553333333,5.9471,是,1,24.69767442,50.98973726,-0.222891566,3.91856869,-3.139772535,1.785744312,8178878049,0,0,1,0,0,0,0,0,13.65
300736.SZ, 百邦科技,14.78,北京,电子,2018-01-09,-0.26,0.05,-0.67,-0.72,0.34,0.97,1.16,0.99,0.72,0.77,0.44,0,0,0,0,0,0,0,-0.293333333,1.04,0.959,-,0,10000,0,-1.282051282,2.118512231,-3.697314692,15.41188738,1922374061,0,0,1,0,0,0,0,0,9.25
300737.SZ, 科顺股份,10.28,广东,建筑材料,2018-01-25,0.15,0.59,1.48,0.6,0.31,0.48,0.63,0.44,0.44,0.22,0,0,0,0,0,0,0,1,0.74,0.516666667,4.7565,是,1,13.89189189,32.67251295,0.432258065,1.554091024,2.184396334,2.161253022,12102505868,0,1,0,0,0,0,0,0,21.46
300738.SZ, 奥飞数据,9.37,广东,计算机,2018-01-19,0.2402,0.3756,0.7761,0.88,0.91,1.28,1.17,0.67,0.3,-0.05,0,0,0,0,0,0,0,0,0.463966667,1.04,2.3651,是,1,20.19541634,11.99095849,-0.553878205,0.483430276,0.17749755,3.961777515,8934890548,0,0,0,0,0,0,0,0,34.9
300739.SZ, 明阳电路,13.9,广东,电子,2018-02-01,0.61,0.38,0.48,0.48,0.67,1.26,1.41,0,0,0,0,0,0,0,0,0,0,0,0.49,0.89,6.0679,是,1,28.36734694,57.3847106,-0.449438202,2.133695969,17.22079003,2.290743091,4152899191,0,0,1,0,0,0,0,0,19.48
300740.SZ, 水羊股份,18.97,湖南,化工,2018-02-08,0.31,0.61,0.36,0.07,0.5,1.32,0.62,0,0,0,0,0,0,0,0,0,0,0,0.426666667,0.646666667,4.4833,是,1,44.4609375,31.21074776,-0.340206186,1.297943952,1.153305107,4.231258225,7388147939,0,0,0,0,0,0,0,0,18.1
300741.SZ, 华宝股份,22.95,西藏,食品饮料,2018-03-01,1.18,1/1/1900,1.92,2.01,1.94,2.07,2.46,0,0,0,0,0,0,0,0,0,0,0,1.576666667,1.51,12.2434,是,1,14.55602537,84.95772753,0.04415011,6.068914536,-1.94630337,1.874479311,14134446000,0,1,1,0,0,0,0,0,54.87
300742.SZ, 越博动力,5.23,江苏,汽车,2018-05-08,-1.51,-2.93,0.1,-10.71,0.3,1.6,1.45,0.71,0,0,0,0,0,0,0,0,0,0,-1.446666667,1.253333333,-0.5917,-,0,10000,0,-2.154255319,0.544790265,-0.363835078,-8.838938651,738985538,0,0,0,0,1,0,0,1,24.04
300743.SZ, 天地数码,15.02,浙江,化工,2018-04-27,0.26,0.19,0.23,0.27,0.53,0.91,0.85,0.71,0.57,0.63,0,0,0,0,0,0,0,1,0.226666667,0.823333333,2.9879,是,1,66.26470588,94.51050075,-0.724696356,1.859363021,3.567719901,5.026941999,2079762054,0,0,0,0,0,0,0,0,15.65
300745.SZ, 欣锐科技,42.59,广东,电气设备,2018-05-23,-0.24,0.21,-2.49,0.24,0.8,1.07,1.55,1.19,0,0,0,0,0,0,0,0,0,0,-0.84,1.27,9.4884,-,0,10000,0,-1.661417323,1.395769686,1.350630854,4.488638759,7033204890,0,0,0,0,0,0,0,0,19.95
300746.SZ, 汉嘉设计,12.75,浙江,建筑装饰,2018-05-25,0.07,0.44,0.31,0.43,0.4,0.38,0.3,0.31,0.34,0,0,0,0.45,0.4,0.23,0,0,0,0.273333333,0.33,5.7359,是,1,46.64634146,302.5338649,-0.171717172,1.649106537,-5.844201144,2.2228421,2878163682,0,0,0,0,0,0,0,0,11.85
300747.SZ, 锐科激光,28.89,湖北,电子,2018-06-25,0.072,1/1/1900,1.0281,1.6938,3.86,2.89,0.93,0.26,0,0,0,0,0,0,0,0,0,0,0.732133333,1.36,5.3988,是,1,39.4600255,138.627903,-0.461666667,1.792318821,36.86705199,5.351189153,16369644722,0,0,0,0,0,0,0,0,87.86
300748.SZ, 金力永磁,17.5,江西,有色金属,2018-09-21,0.84,0.65,0.59,0.38,0.39,0.37,0.4,0.68,0.43,0,0,0,0,0,0,0,0,0,0.693333333,0.483333333,8.0969,是,1,25.24038462,31.04695368,0.434482759,2.219972727,-13.69711078,2.161320999,23494457893,0,0,1,0,0,0,0,0,36.34
300749.SZ, 顶固集创,9.81,广东,轻工制造,2018-09-25,0.12,-0.41,0.11,0.38,0.83,0.87,0.48,0.22,0.05,0.08,0,0,0,0,0,0,0,0,-0.06,0.523333333,3.5239,是,1,10000,83.66536114,-1.114649682,1.12670511,1.956342122,2.783847442,2019213882,0,0,0,0,0,0,0,0,9.3
300750.SZ, 宁德时代,230.05,福建,电气设备,2018-06-11,12.8795,1/6/1900,2.4848,2.0887,1.6407,0,0,0,0,0,0,0,0,0,0,0,0,0,7.401166667,0,67.341,是,1,31.08293737,25.21366904,-999,1.310971721,2.474787958,3.416195186,1.01E+12,1.00E+00,0,0,0,0,0,0,0,351.11
300751.SZ, 迈为股份,184.3,江苏,机械设备,2018-11-09,4.94,1/6/1900,7.46,4.74,4.26,3.36,2.79,0,0,0,0,0,0,0,0,0,0,0,6.183333333,2.05,37.0657,是,1,29.80592992,30.23670902,2.016260163,1.623138991,2.463212091,4.972251974,51326399231,1,0,0,0,0,0,0,0,677.01
300752.SZ, 隆利科技,16.24,广东,电子,2018-11-30,-1.58,-0.54,0.37,0.73,2.89,1.82,1.17,0.39,1.23,0,0,0,0,0,0,0,0,0,-0.583333333,1.126666667,3.7185,-,0,10000,0,-1.517751479,1.274303457,-8.714711647,4.367352427,3696215068,0,0,0,0,0,0,0,0,36.55
300753.SZ, 爱朋医疗,17.08,江苏,医药生物,2018-12-13,-0.6059,0.4289,0.9231,1.27,1.16,0.96,0.79,0,0,0,0,0,0,0,0,0,0,0,0.2487,0.583333333,5.439,-,0,68.67712103,0,-0.573657143,3.027376401,-3.003448461,3.14028314,2152899840,0,0,1,0,0,0,0,0,25.3
300755.SZ, 华致酒行,26.31,云南,商业贸易,2019-01-29,0.88,1/1/1900,0.9,0.78,1.29,1.17,0.68,0.15,-0.7,0,0,0,4.24,3.69,3.44,0,0,0,1.133333333,0.666666667,8.731,是,1,23.21470588,20.02477213,0.7,1.695342823,1.210318495,3.013400527,10965965904,0,0,0,0,0,0,0,0,26.18
300756.SZ, 金马游乐,18.92,广东,机械设备,2018-12-28,-0.17,0.21,-0.2,1.51,3.27,3.41,2.94,3.33,2.2,1.67,1.04,0,0,0,0,0,0,0,-0.053333333,3.226666667,7.5772,-,0,10000,0,-1.016528926,1.764074396,9.801805929,2.496964578,2679257492,0,0,0,0,0,0,0,0,22.55
300757.SZ, 罗博特科,68.42,江苏,机械设备,2019-01-08,0.24,-0.44,-0.65,0.98,1.59,1.52,0.83,0,0,0,0,0,0,0,0,0,0,0,-0.283333333,0.783333333,7.8857,是,1,10000,42.27547634,-1.361702128,1.136757333,1.280372261,8.676464994,7552814422,0,0,0,0,0,0,0,0,37.62
300758.SZ, 七彩化学,9.86,辽宁,化工,2019-02-22,-0.01,0.46,0.91,1.06,1.32,1.29,0.95,0.49,0.22,0,0,0,0,0,0,0,0,0,0.453333333,0.91,3.8697,-,0,21.75,0,-0.501831502,1.984710194,3.244854947,2.548001137,4023908625,0,0,0,0,0,0,0,0,22.83
