Code,Name,Close,Location,Industry,List_date,EPS_2022,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2020_22,AVG_EPS_2015_17,Net_Asset,Div,Dividend,PE20_22,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,x1,x2,x3,x4,x5,x6,x7,x8,Price201231,YTDchg,YTD_AVG
000030.SZ, 富奥股份,5.88,吉林,汽车,1993-09-29,0.29,0.48,0.52,0.5,0.49,0.64,0.52,0.39,0.48,0.44,-0.0128,5.0484,3.6934,0.0281,-0.2952,-0.0765,0,1,0.43,0.516666667,4.1264,是,1,13.6744186,85.82549601,-0.167741935,1.369768671,-74.12510169,1.424970919,9161042627,0,1,0,1,1,1,1,1,7.34,41.57679416,5.314393987
000031.SZ, 大悦城,3.24,广东,房地产,1993-10-08,-0.67,0.03,-0.09,0.61,0.77,0.52,0.4,0.4,0.33,0.29,0.28,0.23,0.26,0.21,0.08,0.61,0,0,-0.243333333,0.44,3.5934,-,0,10000,0,-1.553030303,1.522012211,0.169300039,0.901653031,15730769954,0,0,0,1,1,1,1,0,4.4,-13.82978723,3.823327863
000032.SZ, 深桑达Ａ,19.97,广东,通信,1993-10-28,-0.1425,0.3651,0.36,0.32,0.26,0.06,0.14,0.16,0.09,0.04,0.77,0.12,0.123,0.175,0.31,0.449,0,0,0.1942,0.12,4.8946,是,1,102.8321318,-56.10729113,0.618333333,1.2040185,0.362649,4.080006538,25467527657,0,0,0,1,0,1,0,0,17.9,-0.498256596,29.23293845
000033.SZ, 新都退,0,广东,-,1994-01-03,-0.0249,0,0,0,0,0,0.01,0.21,-1.3647,0.0106,-0.0773,0.0085,0.0127,-0.073,0.0107,0.0057,0,0,-0.0083,0.073333333,0,-,0,10000,0,-1.113181818,0,0,#DIV/0!,730524059.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000034.SZ, 神州数码,32.54,广东,计算机,1994-05-09,1.5601,0.3677,0.9509,1.074,0.7834,1.1053,0.67,0.06,0.17,0.05,0.01,0.05,1.39,0.37,-0.72,-0.8,0,1,0.959566667,0.611766667,11.3725,是,1,33.91114045,28.99469894,0.568517409,1.179091622,0.311763719,2.861288195,18487144663,0,0,0,1,0,1,0,0,21.46,51.31477363,28.74564743
000035.SZ, 中国天楹,5.42,江苏,公用事业,1994-04-08,0.05,0.2919,0.26,0.3018,0.1602,0.1729,0.1709,0.37,0.35,5.99,-3.37,-0.15,0.31,-0.12,-0.0664,0.79,0,1,0.200633333,0.237933333,4.0777,-,0,27.01445423,0,-0.156766601,0.706885,-0.606536517,1.329180666,14158390636,0,0,0,1,1,1,1,0,4.11,6.903353057,5.271708868
000036.SZ, 华联控股,4.14,广东,房地产,1994-06-17,0.29,0.27,0.37,0.551,0.849,1.177,1.18,0.0612,0.0306,0.071,0.0525,0.0618,0.2053,0.2505,-0.353,-0.34,0,1,0.31,0.806066667,3.5751,是,1,13.35483871,11.57867831,-0.615416425,2.999228492,-1.519459178,1.158009566,5727985337,0,1,1,1,1,1,1,1,3.98,3.087650136,4.053652116
000037.SZ, 深南电A,8.7,广东,公用事业,1994-07-01,-0.2657,-0.7291,0.1062,0.04,0.03,0.03,2.17,-1.05,-0.55,0.09,0,0,-0.19,0.12,0.02,0.22,0,0,-0.2962,0.383333333,2.4141,-,0,10000,0,-1.772695652,1.463134906,3.813093413,3.603827513,5238006959,0,0,0,1,0,1,0,0,10.92,8.478802993,10.44709469
000038.SZ, 深大通,0,广东,传媒,1994-08-08,0,-1.21,0.1521,0.2341,-4.4946,0.6706,0.9278,0.062,-0.51,0.021,0.0216,0.02,0.28,0.22,1.7,0.18,0,0,-0.352633333,0.553466667,0,-,0,10000,0,-1.63713563,0,0,#DIV/0!,271844257.9,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,9.6,-87.55980861,2.751712757
000039.SZ, 中集集团,7.7,广东,机械设备,1994-04-08,0.57,1/1/1900,1.41,0.37,1.1,0.81,0.14,0.71,0.92,0.81,0.73,1.37,1.13,0.36,0.53,1.19,0,1,1.26,0.553333333,9.01,是,1,6.111111111,30.15177155,1.277108434,1.222007013,1.338201155,0.854605993,38286894734,0,1,0,1,1,1,1,1,14.99,12.2448964,7.25242036
000040.SZ, 东旭蓝天,3.82,广东,公用事业,1994-08-08,-0.208,-0.397,-0.6866,-0.6435,0.83,0.41,0.19,0.13,0.11,0.22,0.41,0.3,0.21,0.14,-0.24,0.16,0,0,-0.430533333,0.243333333,7.5758,-,0,10000,0,-2.769315068,1.403182,2.001404999,0.504237176,5620383229,0,0,0,1,1,1,1,0,3.49,4.08719346,4.236496504
000042.SZ, 中洲控股,6.67,广东,房地产,1994-09-21,0.1198,0.3097,0.4232,1.184,0.6719,0.9256,0.3959,0.8377,0.6381,1.6934,1.72,1.3325,1.5114,1.1135,0.0283,0.8427,0,1,0.284233333,0.719733333,12.1907,是,1,23.46663539,10.01465487,-0.605085217,1.723815759,0.32942549,0.547138392,4441072009,0,0,0,1,1,1,1,1,9.14,-15.86781203,7.779454319
000045.SZ, 深纺织Ａ,12.04,广东,电子,1994-08-15,0.14,0.12,0.07,0.04,-0.04,0.1,-0.17,0.02,-0.22,0.1,-0.24,0.15,0.14,0.16,0.19,0.05,0,0,0.11,-0.016666667,5.6252,是,1,109.4545455,41.45634929,-7.6,3.399381954,-10.15495417,2.140368342,5465370751,0,0,1,1,0,1,0,0,7.17,9.156844774,11.23155488
000046.SZ, 泛海控股,0.93,北京,非银金融,1994-09-12,-2.2202,-2.1659,-0.8894,0.2107,0.1791,0.5564,0.6045,0.4433,0.342,0.2592,0.1716,0.0566,0.054,0.177,0.094,0.853,0,0,-1.7585,0.534733333,-1.0512,-,0,10000,0,-4.288555043,0.736674103,-0.189735009,-0.884703196,13094425653,0,0,0,1,1,1,1,1,3.28,-25.6,1.398361742
000047.SZ, ST中侨,0,广东,-,1994-10-21,0,0,0,0,0,0,0,0,0,0,0,-0.3127,0,0.1662,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,966848793.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0,0,0
000048.SZ, 京基智农,18.7,广东,农林牧渔,1994-11-01,1.4775,0.7441,2.153,2.735,1.1193,0.7083,0.0153,0.52,0.29,-0.0231,0.0709,1.2361,-0.1207,0.1171,0.0924,0.062,0,0,1.4582,0.414533333,5.0127,是,1,12.82402963,67.68295227,2.517690576,0.69200059,0.165681648,3.730524468,11082207315,0,1,0,1,0,1,0,0,22.9,10.97922849,20.48890195
000049.SZ, 德赛电池,31.54,广东,电子,1995-03-20,2.8868,1/2/1900,3.2321,2.4409,1.9556,1.4643,1.2439,1.1217,1.1428,1.5057,1.0498,0.872,0.5216,-0.2605,0.0114,0.0522,0,1,2.9204,1.276633333,13.6554,是,1,10.79989043,22.46587773,1.28757931,1.393264555,1.16290545,2.30970898,9367814912,0,1,0,1,0,1,0,0,67.6,-26.36002802,39.78645007
000050.SZ, 深天马Ａ,10.8,广东,电子,1995-03-15,0.0458,0.6276,0.6749,0.4049,0.4599,0.5761,0.4062,0.4901,0.7116,0.25,0.0948,0.1761,0.1226,-0.3581,0.0163,0.26,0,1,0.449433333,0.4908,12.2324,-,0,24.03026033,0,-0.084284162,1.03828875,0.880492689,0.882901148,22660433434,0,0,0,1,1,1,1,1,14.74,24.7113164,9.912930152
000055.SZ, 方大集团,4.55,广东,建筑装饰,1996-04-15,0.26,0.21,0.35,0.31,1.91,0.97,0.91,0.14,0.13,0.11,0.03,0.09,0.11,0.1,0.05,0.0629,0,1,0.273333333,0.673333333,5.3544,是,1,16.64634146,18.97747849,-0.594059406,1.244514797,2.298562519,0.849768415,5165335032,0,0,0,1,1,1,1,1,4.47,-2.777778128,4.903988747
000056.SZ, 皇庭国际,4.24,广东,房地产,1996-07-08,-1.64,-1.01,-0.26,0.04,0.08,0.15,0.1,0.09,-1.26,10.51,0.08,-0.56,-0.75,0.03,-0.12,0.33,0,0,-0.97,0.113333333,1.7877,-,0,10000,0,-9.558823529,0.173015701,0.307578004,2.3717626,3593963498,0,0,0,1,0,1,0,0,3.03,-8.817204301,4.379640659
000058.SZ, 深 赛 格,7.71,广东,商业贸易,1996-12-26,0.0128,0.0375,0.021,0.0635,0.0225,0.1777,0.1371,0.0946,0.0616,0.0692,0.0581,0.0879,0.0755,-0.3977,0.062,0.08,0,1,0.023766667,0.136466667,1.5661,是,1,324.4039271,78.04104582,-0.825842697,1.60866211,-18.32584317,4.923057276,8766148785,0,0,0,1,0,1,0,0,6.72,-2.281368814,7.305383337
000059.SZ, 华锦股份,5.77,辽宁,化工,1997-01-30,0.33,0.56,0.2,0.62,0.63,1.15,1.13,0.21,-1.3216,-0.1293,0.0163,0.7014,0.3437,0.1634,0.3206,0.2,0,0,0.363333333,0.83,9.02,是,1,15.88073394,39.92737242,-0.562248996,1.647434104,2.731969597,0.639689579,9420716543,0,0,0,1,1,1,1,1,5.52,-13.46730587,7.03550843
000060.SZ, 中金岭南,4.44,广东,有色金属,1997-01-23,0.28,0.27,0.26,0.24,0.26,0.46,0.15,0.09,0.23,0.2,0.21,0.46,0.45,0.4,0.39,1.65,0,1,0.27,0.233333333,3.8121,是,1,16.44444444,30.83045903,0.157142857,1.014425226,1.01217818,1.164712363,19211196173,0,0,0,1,1,1,1,1,4.82,10.99999506,5.037792557
000061.SZ, 农 产 品,6.87,广东,商业贸易,1997-01-10,0.1177,0.2205,0.1858,0.1828,0.0252,0.0082,0.0521,0.0121,0.0497,0.0666,0.0346,0.2691,0.36,0.11,0.13,0.44,0,1,0.174666667,0.024133333,3.3839,是,1,39.33206107,33.99698272,6.237569061,0.440472782,0.718880416,2.030201838,11692082863,0,0,0,1,0,1,0,0,7.05,21.37809191,6.379841734
000062.SZ, 深圳华强,11.75,广东,电子,1997-01-30,0.9106,0.8447,0.5971,0.6024,0.9504,0.5716,0.5904,0.5556,0.72,0.618,0.422,0.07,0.29,0.3,0.15,0.38,0,1,0.784133333,0.572533333,6.7175,是,1,14.98469648,32.9452608,0.369585468,1.571538974,1.339211593,1.749162635,11724643500,0,1,0,1,0,1,0,0,12.44,-1.34340859,12.19010662
000063.SZ, 中兴通讯,26.14,广东,通信,1997-11-18,1.71,1/1/1900,0.92,1.22,-1.67,1.08,-0.57,0.77,0.77,0.39,-0.83,0.61,1.15,1.35,1.2,1.29,0,0,1.366666667,0.426666667,12.38,是,1,19.12682927,23.46263159,2.203125,1.758067964,2.180902447,2.111470113,1.56E+11,1.00E+00,0,0,1,0,1,0,0,33.65,2.670855914,34.06839842
000065.SZ, 北方国际,11.23,北京,建筑装饰,1998-06-05,0.65,0.78,0.9,0.91,0.77,0.97,0.95,0.82,0.73,0.74,0.74,0.45,0.27,0.35,0.22,-0.29,0,1,0.776666667,0.913333333,7.6043,是,1,14.45922747,10.00008622,-0.149635036,1.617400094,1.7657534,1.476796023,14846135307,0,1,0,1,1,1,1,1,7.46,37.17687797,14.79701131
000066.SZ, 中国长城,11.29,广东,计算机,1997-06-26,0.038,0.204,0.317,0.38,0.336,0.204,0.025,-0.027,0.044,0.022,-0.181,0.076,0.167,0.795,0.021,0.214,0,0,0.186333333,0.067333333,4.2366,是,1,60.59033989,18.77321978,1.767326733,1.672693843,1.682467128,2.664872775,33838632433,0,0,0,1,0,1,0,0,18.99,10.76228765,12.58815136
000068.SZ, 华控赛格,3.71,广东,公用事业,1997-06-11,-0.2162,-0.0971,-0.165,0.006,-0.132,0.0324,0.0099,0.007,-0.1208,-0.0415,0.0035,-0.0456,0.0395,-2.1484,0.0231,-0.2443,0,0,-0.159433333,0.016433333,0.0453,-,0,10000,0,-10.70182556,0.604614489,-0.048053443,81.89845475,3744817846,0,0,0,1,0,1,0,0,3.25,-3.133159269,3.635805485
000069.SZ, 华侨城Ａ,3.46,广东,房地产,1997-09-10,-1.3296,0.4727,1.5633,1.5044,1.2907,1.0533,0.8395,0.637,0.6566,0.6062,0.5294,0.568,0.978,0.551,0.35,0.66,0,0,0.235466667,0.843266667,8.0179,-,0,14.69422424,0,-0.72076844,1.624720696,0.292088939,0.431534442,34693588260,0,1,0,1,1,1,1,1,7.09,-35.08442777,4.746262822
000070.SZ, 特发信息,9.09,广东,通信,2000-05-11,0.0157,-0.7505,0.014,0.4096,0.4393,0.4236,0.6245,0.3349,0.2051,0.23,0.19,0.1471,0.251,0.1653,0.1417,0.0442,0,0,-0.240266667,0.461,2.0419,-,0,10000,0,-1.521185828,1.355580594,0.318517707,4.451736128,7490868403,0,0,0,1,0,1,0,0,9.21,31.3583815,8.939968598
000078.SZ, 海王生物,3.17,广东,医药生物,1998-12-18,-0.3905,0.0355,-0.11,0.091,0.156,0.2427,0.1876,0.6467,0.0325,0.1644,0.0905,0.0805,0.0715,0.0217,0.0372,0.0626,0,0,-0.155,0.359,1.7053,-,0,10000,0,-1.431754875,1.061649143,0.166125664,1.858910456,8390041434,0,0,0,1,0,1,0,0,4.01,-4.518072289,3.249586176
000088.SZ, 盐 田 港,5.15,广东,交通运输,1997-07-28,0.2,0.21,0.18,0.19,0.24,0.21,0.18,0.22,0.23,0.2,0.2111,0.2854,0.3295,0.3696,0.4602,0.5188,0,1,0.196666667,0.203333333,4.2151,是,1,26.18644068,22.4921465,-0.032786885,2.94702315,4.348143551,1.221797822,11313283587,0,0,1,1,1,1,1,0,6.32,2.487562654,5.119463691
000089.SZ, 深圳机场,6.8,广东,交通运输,1998-04-20,-0.5572,-0.0168,0.0137,0.2895,0.3257,0.3225,0.2743,0.2661,0.1584,0.2511,0.28,0.3544,0.4225,0.3402,0.142,0.3302,0,0,-0.186766667,0.287633333,5.2095,-,0,10000,0,-1.649322054,0.628437841,2.215302125,1.305307611,13945232661,0,0,0,1,1,1,1,0,8.17,-13.48600509,7.184382514
000090.SZ, 天健集团,5.13,广东,房地产,1999-07-21,0.9713,0.9606,0.738,0.6042,0.54,0.5,0.37,0.71,0.76,0.6849,0.498,0.445,0.2426,0.1264,-0.3771,0.5692,0,1,0.889966667,0.526666667,5.6286,是,1,5.764260834,30.6658133,0.689810127,1.408260763,0.501253618,0.911416693,11323385330,0,1,0,1,1,1,1,1,5.94,-0.194552122,5.866837373
000096.SZ, 广聚能源,11.31,广东,化工,2000-07-24,0.104,0.128,0.246,0.24,0.2,0.28,0.55,0.28,0.08,0.13,0.04,0.18,0.16,0.21,0.25,0.44,0,1,0.159333333,0.37,4.8805,是,1,70.9832636,28.72498902,-0.569369369,16.34193434,-1.829987698,2.317385514,4641120000,0,0,1,1,0,1,0,0,9.69,41.55193958,9.122744941
000099.SZ, 中信海直,8,广东,交通运输,2000-07-31,0.25,0.37,0.36,0.35,0.25,0.15,0.14,0.2795,0.3495,0.3635,0.274,0.2705,0.2396,0.2177,0.1811,0.1654,0,1,0.326666667,0.189833333,6.3416,是,1,24.48979592,25.9614956,0.720807726,4.422256515,-5.093222548,1.261511291,6206161096,0,0,1,1,1,1,1,0,7.46,10.8801113,8.810228349
000100.SZ, TCL科技,4.18,广东,电子,2004-01-30,0.0185,0.7354,0.3226,0.1935,0.2562,0.2178,0.1312,0.2141,0.3475,0.2481,0.0938,0.1195,0.1243,0.1667,0.1938,0.153,0,1,0.358833333,0.1877,2.9685,是,1,11.64886205,0,0.91173859,1.090841488,0.133809918,1.408118578,7.66E+10,1.00E+00,1,0,1,1,1,1,1,7.08,23.60215054,4.11696425
000150.SZ, 宜华健康,0,广东,医药生物,2000-08-07,-0.4996,-0.777,-0.7155,-1.7913,0.283,0.3893,1.6623,0.12,0.09,0.28,0.01,0.02,0.03,0.31,0.25,0.35,0,0,-0.664033333,0.723866667,-0.8886,-,0,10000,0,-1.917342052,0.256632517,-0.582961871,0,447625754.1,0,0,0,1,1,1,1,1,2.96,-61.65413534,1.087512808
