Code,Name,Close,Location,Industry,List_date,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,Price201231
000012.SZ, 南  玻Ａ,6.66,广东,建筑材料,2/28/1992,0.5,0.25,0.17,0.16,0.35,0.38,0.3,0.42,0.74,0.13,0.57,0.7,0.68,0.35,0.41,0,1,0.306666667,0.366666667,3.7222,是,1,21.7173913,0,-0.163636364,1.663992319,4.424810312,1.789264414,18639101089,0,0,0,1,0,1,0,0,7.38
000013.SZ, *ST石化A,0,广东,-,5/6/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,749286798.1,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000014.SZ, 沙河股份,8.52,广东,房地产,6/2/1992,0.18,0.02,0.1,0.7238,0.0378,0.1418,0.2626,0.3013,0.1426,0.1386,0.2692,0.35,0.3977,0.216,0.014,0,1,0.1,0.235233333,4.6011,是,1,85.2,28.47051593,-0.57489018,1.578593893,1.888390133,1.851731108,2202620638,0,0,0,1,0,1,0,0,8.28
000015.SZ, PT中浩A,0,广东,-,6/25/1992,0,0,0,0,0,0,0,0,-0.3533,-0.3528,-0.3525,-0.352,-0.3526,-0.36,-0.35,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,1076911927,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000016.SZ, 深康佳Ａ,5.31,广东,家用电器,3/27/1992,0.376,0.1984,0.0881,0.1708,2.1001,0.0397,-0.52,0.0437,0.0375,0.0381,0.0207,0.0697,0.1255,0.2083,0.348,0,0,0.220833333,-0.145533333,3.7772,是,1,24.04528302,0,-2.517407238,0.889219493,0.433353298,1.40580324,13364097014,0,0,0,1,1,1,1,0,6.61
000017.SZ, *ST中华A,4.35,广东,汽车,3/31/1992,-0.0036,0.0069,-0.013,-0.0029,0.003,0.0047,-0.0003,0.0089,2.857,-0.0951,0.072,0.1169,-0.2206,-0.0936,0.1314,0,0,-0.003233333,0.004433333,0.0162,-,0,10000,0,-1.729323308,1.257375912,-0.279622751,268.5185185,2028960445,0,0,0,1,0,1,0,0,2.41
000018.SZ, 神城A退,0,北京,-,6/16/1992,0,0,0,-1.004,0.22,0.28,1.5,0.0254,0.0486,0,-0.1,0.02,0.07,-0.15,-0.69,0,0,0,0.6018,0,-,0,10000,0,-1,0,0,#DIV/0!,458526153,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000019.SZ, 深粮控股,7.82,广东,商业贸易,10/12/1992,0.372,0.3515,0.3154,0.2675,-0.1089,0.2139,-0.1171,0.0443,0.174,0.297,0.0323,0.031,-0.07,0.07,0.24,0,0,0.3463,0.047033333,4.0175,是,1,22.58157667,0,6.362863218,2.085559408,2.633920392,1.946484132,10199936998,0,0,1,1,0,1,0,0,7.5
000020.SZ, 深华发Ａ,9.37,广东,电子,4/28/1992,0.0254,0.0241,0.0193,0.0116,0.0034,0.0193,-0.0238,0.0271,-0.023,0.0115,0.0385,0.0324,0.0147,0.0267,0.0913,0,0,0.022933333,0.007533333,1.2129,-,0,408.5755814,0,2.044247788,1.206273886,3.902752175,7.725286503,2477660736,0,0,0,1,0,1,0,0,9.99
000021.SZ, 深科技,11.75,广东,电子,2/2/1994,0.5065,0.5826,0.2395,0.3603,0.3679,0.1457,0.1228,0.1332,0.171,0.0709,0.1906,0.2913,0.29,0.3598,0.8064,0,1,0.442866667,0.1339,6.3097,是,1,26.53168749,0,2.307443366,1.154870606,4.718182591,1.86221215,16354957922,0,0,0,1,0,1,0,0,19.01
000023.SZ, 深天地Ａ,10.54,广东,建筑材料,4/29/1993,-0.3822,-0.0573,0.3663,0.1897,0.2198,0.0717,0.1926,0.1243,0.1083,0.0373,0.0668,0.0948,0.177,0.1536,0.1453,0,0,-0.0244,0.129533333,2.9659,-,0,10000,0,-1.188368502,1.047543949,-23.65059964,3.553727368,1634548507,0,0,0,1,0,1,0,0,16.3
000024.SZ, 招商地产,0,广东,-,6/7/1993,0,0,0,0,0,0,0,1.66,2.447,1.9323,1.5092,1.17,0.9574,0.9408,1.52,0,0,0,0.553333333,0,-,0,10000,0,-1,0,0,#DIV/0!,1.04E+11,1.00E+00,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000025.SZ, 特  力Ａ,21.7,广东,汽车,6/21/1993,0.304,0.1338,0.5096,0.2924,0.2249,0.0915,0.1538,0.047,0.0313,0.0324,0.0098,0.0163,0.0286,0.02,0.05,0,1,0.3158,0.097433333,3.3242,是,1,68.71437619,0,2.241190558,2.460303956,-10.38494297,6.527886409,7021940033,0,0,1,1,0,1,0,0,16.9
000026.SZ, 飞亚达,9.74,广东,轻工制造,6/3/1993,0.9036,0.6764,0.4943,0.419,0.3196,0.2522,0.3099,0.371,0.331,0.295,0.406,0.377,0.281,0.259,0.244,0,1,0.691433333,0.311033333,7.0725,是,1,14.08667984,0,1.223020041,2.782083149,16.06150834,1.377165076,4260510150,0,1,1,1,1,1,1,1,11.43
000027.SZ, 深圳能源,6.39,广东,公用事业,9/3/1993,0.32,0.78,0.43,0.17,0.19,0.34,0.45,0,0,0,0.43,0.64,0.91,0.47,0.79,0,0,0.51,0.263333333,5.7405,是,1,12.52941176,0,0.936708861,0.969627603,0.589177925,1.113143454,29067652387,0,1,0,1,1,1,1,1,6.09
000028.SZ, 国药一致,28.89,广东,医药生物,8/9/1993,1/3/1900,3.27,2.97,2.83,2.47,2.8,2.1,1.9,1.81,1.65,1.15,0.91,0.67,0.537,0.434,0,1,3.12,2.266666667,34.861,是,1,9.259615385,0,0.376470588,1.423137309,1.823157954,0.828719773,12188775206,0,1,0,1,1,1,1,1,45.8
000029.SZ, 深深房Ａ,10.43,广东,房地产,9/15/1993,0.2183,0.2869,0.5461,0.4977,0.1829,0.308,0.2977,0.2946,0.2256,0.1056,0.1,0.0838,0.02,0.0189,0.0288,0,1,0.350433333,0.3001,3.8929,是,1,29.76315039,0,0.16772187,2.755341084,238.4506677,2.679236559,9408438000,0,0,1,1,0,1,0,0,7.14
000030.SZ, 富奥股份,5.97,吉林,汽车,9/29/1993,0.48,0.52,0.5,0.49,0.64,0.52,0.39,0.48,0.44,-0.0128,5.0484,3.6934,0.0281,-0.2952,-0.0765,0,1,0.5,0.463333333,4.127,是,1,11.94,0,0.079136691,1.471208121,-7.629137195,1.446571359,9722664836,0,1,0,1,1,1,1,1,7.34
000031.SZ, 大悦城,3.59,广东,房地产,10/8/1993,0.03,-0.09,0.61,0.77,0.52,0.4,0.4,0.33,0.29,0.28,0.23,0.26,0.21,0.08,0.61,0,0,0.183333333,0.376666667,4.395,-,0,19.58181818,0,-0.513274336,1.525252059,0.183685586,0.816837315,16287990688,0,0,0,1,1,1,1,1,4.4
000032.SZ, 深桑达Ａ,14.9,广东,通信,10/28/1993,0.3651,0.36,0.32,0.26,0.06,0.14,0.16,0.09,0.04,0.77,0.12,0.123,0.175,0.31,0.449,0,1,0.348366667,0.13,5.2986,是,1,42.7710267,0,1.67974359,1.173721428,0.548421655,2.812063564,15281955753,0,0,0,1,0,1,0,0,17.9
000033.SZ, 新都退,0,广东,-,1/3/1994,0,0,0,0,0,0.01,0.21,-1.3647,0.0106,-0.0773,0.0085,0.0127,-0.073,0.0107,0.0057,0,0,0,-0.381566667,0,-,0,10000,0,-1,0,0,#DIV/0!,730524059.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000034.SZ, 神州数码,18.48,广东,计算机,5/9/1994,0.3677,0.9509,1.074,0.7834,1.1053,0.67,0.06,0.17,0.05,0.01,0.05,1.39,0.37,-0.72,-0.8,0,1,0.797533333,0.3,9.2034,是,1,23.17144529,51.41937462,1.658444444,1.060256311,0.136215067,2.007953582,9976882703,0,0,0,1,0,1,0,0,21.46
000035.SZ, 中国天楹,6.7,江苏,公用事业,4/8/1994,0.2919,0.26,0.3018,0.1602,0.1729,0.1709,0.37,0.35,5.99,-3.37,-0.15,0.31,-0.12,-0.0664,0.79,0,1,0.284566667,0.296966667,4.3328,是,1,23.54457069,0,-0.041755528,1.199445349,-0.05246688,1.546344165,11609375566,0,0,0,1,0,1,0,0,4.11
000036.SZ, 华联控股,3.93,广东,房地产,6/17/1994,0.27,0.37,0.551,0.849,1.177,1.18,0.0612,0.0306,0.071,0.0525,0.0618,0.2053,0.2505,-0.353,-0.34,0,1,0.397,0.423933333,3.3495,是,1,9.899244332,0,-0.063532002,3.192943627,-6.468840277,1.173309449,6098968843,0,1,1,1,1,1,1,1,3.98
000037.SZ, 深南电A,8.24,广东,公用事业,7/1/1994,-0.7291,0.1062,0.04,0.03,0.03,2.17,-1.05,-0.55,0.09,0,0,-0.19,0.12,0.02,0.22,0,0,-0.1943,0.19,2.6798,-,0,10000,0,-2.022631579,1.720976623,5.239166467,3.074856333,4056592271,0,0,0,1,0,1,0,0,10.92
000038.SZ, 深大通,4.61,广东,传媒,8/8/1994,-1.21,0.1521,0.2341,-4.4946,0.6706,0.9278,0.062,-0.51,0.021,0.0216,0.02,0.28,0.22,1.7,0.18,0,0,-0.2746,0.159933333,4.2861,-,0,10000,0,-2.716965402,3.257564583,-3.637993845,1.075569865,2132931870,0,0,1,1,1,1,1,0,9.6
000039.SZ, 中集集团,13.17,广东,机械设备,4/8/1994,1/1/1900,1.41,0.37,1.1,0.81,0.14,0.71,0.92,0.81,0.73,1.37,1.13,0.36,0.53,1.19,0,1,1.193333333,0.59,12.55,是,1,11.03631285,0,1.02259887,1.173355314,0.726920941,1.04940239,48352932786,0,1,0,1,1,1,1,1,14.99
000040.SZ, 东旭蓝天,3.71,广东,公用事业,8/8/1994,-0.397,-0.6866,-0.6435,0.83,0.41,0.19,0.13,0.11,0.22,0.41,0.3,0.21,0.14,-0.24,0.16,0,0,-0.5757,0.143333333,7.7917,-,0,10000,0,-5.016511628,1.17103601,1.865950141,0.476147696,4475490349,0,0,0,1,1,1,1,0,3.49
000042.SZ, 中洲控股,8.79,广东,房地产,9/21/1994,0.3097,0.4232,1.184,0.6719,0.9256,0.3959,0.8377,0.6381,1.6934,1.72,1.3325,1.5114,1.1135,0.0283,0.8427,0,1,0.638966667,0.6239,12.1028,是,1,13.75658615,0,0.024149169,1.935751469,0.302330402,0.726278217,6049963365,0,1,0,1,1,1,1,1,9.14
000045.SZ, 深纺织Ａ,7.38,广东,电子,8/15/1994,0.12,0.07,0.04,-0.04,0.1,-0.17,0.02,-0.22,0.1,-0.24,0.15,0.14,0.16,0.19,0.05,0,0,0.076666667,-0.123333333,5.5611,是,1,96.26086957,41.40795484,-1.621621622,3.723259594,6.269957788,1.327075579,3540587725,0,0,1,1,1,1,1,0,7.17
000046.SZ, 泛海控股,1.41,北京,非银金融,9/12/1994,-2.1659,-0.8894,0.2107,0.1791,0.5564,0.6045,0.4433,0.342,0.2592,0.1716,0.0566,0.054,0.177,0.094,0.853,0,0,-0.9482,0.463266667,1.1133,-,0,10000,0,-3.046769319,0.773530855,-0.002373605,1.266504985,7794300984,0,0,0,1,1,1,1,0,3.28
000047.SZ, ST中侨,0,广东,-,10/21/1994,0,0,0,0,0,0,0,0,0,0,-0.3127,0,0.1662,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,966848793.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000048.SZ, 京基智农,20.5,广东,农林牧渔,11/1/1994,0.7441,2.153,2.735,1.1193,0.7083,0.0153,0.52,0.29,-0.0231,0.0709,1.2361,-0.1207,0.1171,0.0924,0.062,0,0,1.877366667,0.2751,4.8406,是,1,10.91955043,174.7089381,5.824306313,0.784422073,0.403257417,4.235012189,9386912145,0,1,0,1,0,1,0,0,22.9
000049.SZ, 德赛电池,44.04,广东,电子,3/20/1995,1/2/1900,3.2321,2.4409,1.9556,1.4643,1.2439,1.1217,1.1428,1.5057,1.0498,0.872,0.5216,-0.2605,0.0114,0.0522,0,1,2.771766667,1.169466667,11.4198,是,1,15.88878333,28.37415487,1.370111732,1.269756417,1.813610131,3.856459833,10630583538,0,0,0,1,0,1,0,0,67.6
000050.SZ, 深天马Ａ,9.72,广东,电子,3/15/1995,0.6276,0.6749,0.4049,0.4599,0.5761,0.4062,0.4901,0.7116,0.25,0.0948,0.1761,0.1226,-0.3581,0.0163,0.26,0,1,0.569133333,0.535966667,14.1889,是,1,17.07859904,11.15378419,0.061881958,0.823269628,1.127706641,0.685042533,22439236145,0,0,0,1,1,1,1,1,14.74
000055.SZ, 方大集团,5.23,广东,建筑装饰,4/15/1996,0.21,0.35,0.31,1.91,0.97,0.91,0.14,0.13,0.11,0.03,0.09,0.11,0.1,0.05,0.0629,0,1,0.29,0.393333333,5.144,是,1,18.03448276,24.16805161,-0.262711864,1.236640607,2.141873839,1.016718507,4488794269,0,0,0,1,1,1,1,1,4.47
000056.SZ, 皇庭国际,5.53,广东,房地产,7/8/1996,-1.01,-0.26,0.04,0.08,0.15,0.1,0.09,-1.26,10.51,0.08,-0.56,-0.75,0.03,-0.12,0.33,0,0,-0.41,-0.356666667,2.9309,-,0,10000,0,0.14953271,0.251689999,0.70599784,1.886792453,5990096472,0,0,0,1,0,1,0,0,3.03
000058.SZ, 深 赛 格,6.32,广东,商业贸易,12/26/1996,0.0375,0.021,0.0635,0.0225,0.1777,0.1371,0.0946,0.0616,0.0692,0.0581,0.0879,0.0755,-0.3977,0.062,0.08,0,1,0.040666667,0.097766667,1.6062,是,1,155.4098361,26.54440684,-0.584043641,1.631421791,-6.33192278,3.934752833,6599235602,0,0,0,1,0,1,0,0,6.72
000059.SZ, 华锦股份,5.86,辽宁,化工,1/30/1997,0.56,0.2,0.62,0.63,1.15,1.13,0.21,-1.3216,-0.1293,0.0163,0.7014,0.3437,0.1634,0.3206,0.2,0,0,0.46,0.006133333,8.9283,是,1,12.73913043,0,74,2.576310787,3.972765343,0.656339953,10236432237,0,1,1,1,1,1,1,1,5.52
000060.SZ, 中金岭南,4.46,广东,有色金属,1/23/1997,0.27,0.26,0.24,0.26,0.46,0.15,0.09,0.23,0.2,0.21,0.46,0.45,0.4,0.39,1.65,0,1,0.256666667,0.156666667,3.472,是,1,17.37662338,0,0.638297872,1.203870848,1.091341256,1.284562212,15512719445,0,0,0,1,1,1,1,1,4.82
000061.SZ, 农 产 品,6.01,广东,商业贸易,1/10/1997,0.2205,0.1858,0.1828,0.0252,0.0082,0.0521,0.0121,0.0497,0.0666,0.0346,0.2691,0.36,0.11,0.13,0.44,0,1,0.196366667,0.037966667,3.3361,是,1,30.60600917,0,4.172080773,0.501575691,0.649908016,1.801504751,11199963265,0,0,0,1,0,1,0,0,7.05
000062.SZ, 深圳华强,12.32,广东,电子,1/30/1997,0.8447,0.5971,0.6024,0.9504,0.5716,0.5904,0.5556,0.72,0.618,0.422,0.07,0.29,0.3,0.15,0.38,0,1,0.6814,0.622,5.8906,是,1,18.08042266,35.51743585,0.095498392,1.639101943,0.859443526,2.091467762,13251671110,0,0,0,1,0,1,0,0,12.44
000063.SZ, 中兴通讯,24.42,广东,通信,11/18/1997,1/1/1900,0.92,1.22,-1.67,1.08,-0.57,0.77,0.77,0.39,-0.83,0.61,1.15,1.35,1.2,1.29,0,0,1.203333333,0.323333333,10.88,是,1,20.29362881,20.84582023,2.721649485,1.625095876,1.904390295,2.244485294,1.14E+11,1.00E+00,0,0,1,0,1,0,0,33.65
000065.SZ, 北方国际,7.66,北京,建筑装饰,6/5/1998,0.78,0.9,0.91,0.77,0.97,0.95,0.82,0.73,0.74,0.74,0.45,0.27,0.35,0.22,-0.29,0,1,0.863333333,0.833333333,7.8437,是,1,8.872586873,0,0.036,1.486852159,1.671066936,0.97657993,8163881235,0,1,0,1,1,1,1,1,7.46
000066.SZ, 中国长城,9.66,广东,计算机,6/26/1997,0.204,0.317,0.38,0.336,0.204,0.025,-0.027,0.044,0.022,-0.181,0.076,0.167,0.795,0.021,0.214,0,0,0.300333333,0.014,3.3019,是,1,32.16426193,0,20.45238095,1.305723082,0.928902646,2.925588298,31387025117,0,0,0,1,0,1,0,0,18.99
000068.SZ, 华控赛格,3.93,广东,公用事业,6/11/1997,-0.0971,-0.165,0.006,-0.132,0.0324,0.0099,0.007,-0.1208,-0.0415,0.0035,-0.0456,0.0395,-2.1484,0.0231,-0.2443,0,0,-0.085366667,-0.034633333,0.2614,-,0,10000,0,1.464870067,0.845733531,0.100002144,15.03442999,3221348685,0,0,0,1,0,1,0,0,3.25
000069.SZ, 华侨城Ａ,5.59,广东,房地产,9/10/1997,0.4727,1.5633,1.5044,1.2907,1.0533,0.8395,0.637,0.6566,0.6062,0.5294,0.568,0.978,0.551,0.35,0.66,0,1,1.180133333,0.711033333,9.5226,是,1,4.736752909,0,0.659744035,1.596200148,0.324128111,0.587024552,46504171498,0,1,0,1,1,1,1,1,7.09
000070.SZ, 特发信息,6.63,广东,通信,5/11/2000,-0.7505,0.014,0.4096,0.4393,0.4236,0.6245,0.3349,0.2051,0.23,0.19,0.1471,0.251,0.1653,0.1417,0.0442,0,0,-0.108966667,0.388166667,2.2561,-,0,10000,0,-1.28072134,1.593611752,0.426061506,2.938699526,4999918407,0,0,0,1,0,1,0,0,9.21
000078.SZ, 海王生物,3.53,广东,医药生物,12/18/1998,0.0355,-0.11,0.091,0.156,0.2427,0.1876,0.6467,0.0325,0.1644,0.0905,0.0805,0.0715,0.0217,0.0372,0.0626,0,0,0.0055,0.288933333,2.1165,-,0,641.8181818,0,-0.980964467,1.062326116,0.224755737,1.667847862,10343133046,0,0,0,1,0,1,0,0,4.01
000088.SZ, 盐 田 港,5.03,广东,交通运输,7/28/1997,0.21,0.18,0.19,0.24,0.21,0.18,0.22,0.23,0.2,0.2111,0.2854,0.3295,0.3696,0.4602,0.5188,0,1,0.193333333,0.21,3.9969,是,1,26.01724138,0,-0.079365079,1.696059923,6.404131284,1.258475318,11313283587,0,0,0,1,1,1,1,0,6.32
000089.SZ, 深圳机场,6.86,广东,交通运输,4/20/1998,-0.0168,0.0137,0.2895,0.3257,0.3225,0.2743,0.2661,0.1584,0.2511,0.28,0.3544,0.4225,0.3402,0.142,0.3302,0,0,0.095466667,0.232933333,5.7974,是,1,71.8575419,0,-0.590154551,1.108547087,7.877410462,1.183289061,12899340212,0,0,0,1,1,1,1,0,8.17
000090.SZ, 天健集团,5.77,广东,房地产,7/21/1999,0.9606,0.738,0.6042,0.54,0.5,0.37,0.71,0.76,0.6849,0.498,0.445,0.2426,0.1264,-0.3771,0.5692,0,1,0.7676,0.613333333,5.0887,是,1,7.516935904,0,0.251521739,1.374905391,0.557021233,1.133884882,13640381668,0,1,0,1,1,1,1,1,5.94
000096.SZ, 广聚能源,9.11,广东,化工,7/24/2000,0.128,0.246,0.24,0.2,0.28,0.55,0.28,0.08,0.13,0.04,0.18,0.16,0.21,0.25,0.44,0,1,0.204666667,0.303333333,5.4769,是,1,44.51140065,0,-0.325274725,16.60292627,-1.796958547,1.663349705,5052960000,0,0,1,1,0,1,0,0,9.69
000099.SZ, 中信海直,8.01,广东,交通运输,7/31/2000,0.37,0.36,0.35,0.25,0.15,0.14,0.2795,0.3495,0.3635,0.274,0.2705,0.2396,0.2177,0.1811,0.1654,0,1,0.36,0.256333333,6.0959,是,1,22.25,0,0.404421326,4.779098072,-3.914833141,1.313997933,5841549132,0,0,1,1,1,1,1,0,7.46
000100.SZ, TCL科技,4.44,广东,电子,1/30/2004,0.7354,0.3226,0.1935,0.2562,0.2178,0.1312,0.2141,0.3475,0.2481,0.0938,0.1195,0.1243,0.1667,0.1938,0.153,0,1,0.417166667,0.230933333,3.0529,是,1,10.64322813,20.38293811,0.806437644,1.07928246,0.125585525,1.454354876,6.19E+10,1.00E+00,1,0,1,1,1,1,1,7.08
000150.SZ, 宜华健康,1.81,广东,医药生物,8/7/2000,-0.777,-0.7155,-1.7913,0.283,0.3893,1.6623,0.12,0.09,0.28,0.01,0.02,0.03,0.31,0.25,0.35,0,0,-1.0946,0.6241,-0.4681,-,0,10000,0,-2.753885595,0.456101628,-0.52498451,-3.866695151,1228776580,0,0,0,1,1,1,1,1,2.96
000151.SZ, 中成股份,12.67,北京,商业贸易,9/6/2000,0.0252,-0.9822,0.0296,0.2818,0.2952,0.3408,0.4547,0.3831,0.315,0.148,-0.037,0.027,0.097,0.143,0.136,0,0,-0.309133333,0.392866667,2.6534,-,0,10000,0,-1.786865773,1.26423791,1.782606741,4.775005653,4935733751,0,0,0,1,0,1,0,0,8.13
000153.SZ, 丰原药业,8.27,安徽,医药生物,9/20/2000,0.3671,0.3323,0.2589,0.1921,0.2091,0.1468,0.1038,0.1313,0.0914,0.0731,0.0381,0.16,0.09,0.0546,0.02,0,1,0.319433333,0.1273,4.8957,是,1,25.88959616,0,1.509295627,0.882501584,1.693717501,1.689237494,2503372665,0,0,0,1,0,1,0,0,8.8
000155.SZ, 川能动力,23.42,四川,公用事业,9/26/2000,0.23,0.12,0.17,0.24,0.26,1.85,-1.2,-3.33,-1.35,0.02,-0.44,-0.45,0.18,0.29,0.29,0,0,0.173333333,-0.893333333,3.2593,-,0,135.1153846,0,-1.194029851,1.694406068,-0.007021045,7.185591998,26551923456,0,0,0,1,0,1,0,0,8.3
000156.SZ, 华数传媒,7.43,浙江,传媒,9/6/2000,0.49,0.56,0.45,0.45,0.45,0.42,0.4,0.33,0.22,0.17,0.88,1.55,0.71,0.16,0.06,0,1,0.5,0.383333333,7.6242,是,1,14.86,0,0.304347826,1.505756964,-3.007184499,0.974528475,14063757235,0,1,0,1,1,1,1,1,8.56
000157.SZ, 中联重科,6.14,湖南,机械设备,10/12/2000,0.74,0.97,0.58,0.26,0.17,-0.12,0.01,0.08,0.5,0.95,1.05,0.97,1.418,1.0318,1.7536,0,0,0.763333333,-0.01,6.5531,是,1,8.043668122,0,-77.33333333,1.796856293,3.145846554,0.936961133,51547273882,1,1,0,1,1,1,1,1,9.9
000158.SZ, 常山北明,6.42,河北,计算机,7/24/2000,0.08,0.06,0.06,0.11,0.21,0.28,0.24,0.0338,0.024,0.02,0.08,0.08,0.1,0.17,0.12,0,1,0.066666667,0.1846,3.8495,-,0,96.3,0,-0.638858794,1.202483802,0.811958934,1.667749058,8920281303,0,0,0,1,0,1,0,0,6.2
000159.SZ, 国际实业,7.56,新疆,化工,9/26/2000,0.0575,0.1846,0.0633,0.1245,-0.1378,0.0732,0.1164,0.2682,0.0739,0.21,0.68,1.35,0.63,0.63,0.3,0,0,0.1018,0.1526,4.6218,-,0,74.2632613,0,-0.332896461,1.090071187,2.56223798,1.63572634,2821626779,0,0,0,1,0,1,0,0,5.12
000166.SZ, 申万宏源,4.13,新疆,非银金融,1/26/2015,0.38,0.31,0.24,0.19,0.23,0.27,0.82,0.51,0.28,0.21,0.25,0.44,0.59,0.34,0.89,0,1,0.31,0.533333333,3.8028,是,1,13.32258065,0,-0.41875,0,0,1.086041864,1.01E+11,1.00E+00,1,0,0,1,0,0,1,5.28
