Code,Name,Close,Location,Industry,List_date,EPS_2022,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2020_22,AVG_EPS_2015_17,Net_Asset,Div,Dividend,PE20_22,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,x1,x2,x3,x4,x5,x6,x7,x8,Price201231,YTDchg,YTD_AVG
000020.SZ, 深华发Ａ,15.1800,广东省,电子,1992-04-28,0.0358 ,0.0254 ,0.0241 ,0.0193 ,0.0116 ,0.0034 ,0.0193 ,-0.0238,0.0271 ,-0.0230,0.0115 ,0.0385 ,0.0324 ,0.0147 ,0.0267 ,0.0913 ,0.0000 ,0,0.03,0.00,1.2487,-,0,533.88,0.0000,-78.55 ,1.7074,32.9186,12.16,4298387426,0,0,0,1,0,1,0,0,9.9900,17.22 ,14.92 
000021.SZ, 深科技,14.9400,广东省,电子,1994-02-02,0.4223 ,0.5065 ,0.5826 ,0.2395 ,0.3603 ,0.3679 ,0.1457 ,0.1228 ,0.1332 ,0.1710 ,0.0709 ,0.1906 ,0.2913 ,0.2900 ,0.3598 ,0.8064 ,0.0000 ,1,0.50,0.21,6.6122,是,1,29.65,30.7830,1.37 ,1.2410,2.7275,2.26,23315178565,0,0,0,1,0,1,0,0,19.0100,-7.83 ,13.32 
000023.SZ, ST深天,4.6000,广东省,建筑材料,1993-04-29,-1.9511,-0.3822,-0.0573,0.3663 ,0.1897 ,0.2198 ,0.0717 ,0.1926 ,0.1243 ,0.1083 ,0.0373 ,0.0668 ,0.0948 ,0.1770 ,0.1536 ,0.1453 ,0.0000 ,0,-0.80,0.16,1.0093,-,0,10000.00,0.0000,-5.94 ,0.9999,-1.3730,4.56,638278704,0,0,0,1,0,1,0,0,16.3000,-27.33 ,4.92 
000024.SZ, 招商地产,0.0000,广东省,-,1993-06-07,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.6600 ,2.4470 ,1.9323 ,1.5092 ,1.1700 ,0.9574 ,0.9408 ,1.5200 ,0.0000 ,0,0.00,0.00,0.0000,-,0,10000.00,0.0000,-999.00 ,0.0000,0.0000,#DIV/0!,1.04326E+11,1,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0.0000,0.00 ,0.00 
000025.SZ, 特  力Ａ,15.3700,广东省,综合,1993-06-21,0.1937 ,0.3040 ,0.1338 ,0.5096 ,0.2924 ,0.2249 ,0.0915 ,0.1538 ,0.0470 ,0.0313 ,0.0324 ,0.0098 ,0.0163 ,0.0286 ,0.0200 ,0.0500 ,0.0000 ,1,0.21,0.16,3.4929,是,1,73.02,14.4553,0.34 ,2.1083,-6.5241,4.40,6625366378,0,0,1,1,0,1,0,0,16.9000,-3.39 ,16.40 
000026.SZ, 飞亚达,9.6500,广东省,纺织服饰,1993-06-03,0.6398 ,0.9036 ,0.6764 ,0.4943 ,0.4190 ,0.3196 ,0.2522 ,0.3099 ,0.3710 ,0.3310 ,0.2950 ,0.4060 ,0.3770 ,0.2810 ,0.2590 ,0.2440 ,0.0000 ,1,0.74,0.29,7.5101,是,1,13.04,39.0570,1.52 ,3.1362,39.1087,1.28,4006872711,0,1,1,1,1,1,1,1,11.4300,-11.95 ,9.80 
000027.SZ, 深圳能源,6.5400,广东省,公用事业,1993-09-03,0.3000 ,0.3200 ,0.7800 ,0.4300 ,0.1700 ,0.1900 ,0.3400 ,0.4500 ,0.0000 ,0.0000 ,0.0000 ,0.4300 ,0.6400 ,0.9100 ,0.4700 ,0.7900 ,0.0000 ,0,0.47,0.33,5.9269,是,1,14.01,30.2934,0.43 ,1.0214,0.5121,1.10,31113330051,0,1,0,1,1,1,1,1,6.0900,1.40 ,6.30 
000028.SZ, 国药一致,31.3800,广东省,医药生物,1993-08-09,3.4700 ,3.1200 ,3.2700 ,2.9700 ,2.8300 ,2.4700 ,2.8000 ,2.1000 ,1.9000 ,1.8100 ,1.6500 ,1.1500 ,0.9100 ,0.6700 ,0.5370 ,0.4340 ,0.0000 ,1,3.29,2.46,37.6661,是,1,9.55,23.0376,0.34 ,1.5079,3.0917,0.83,17465012116,0,1,0,1,1,1,1,1,45.8000,8.24 ,30.19 
000029.SZ, 深深房Ａ,11.3900,广东省,房地产,1993-09-15,0.1519 ,0.2183 ,0.2869 ,0.5461 ,0.4977 ,0.1829 ,0.3080 ,0.2977 ,0.2946 ,0.2256 ,0.1056 ,0.1000 ,0.0838 ,0.0200 ,0.0189 ,0.0288 ,0.0000 ,1,0.22,0.26,3.9581,是,1,52.00,40.1456,-0.17 ,3.7212,-150.9200,2.88,11522807400,0,0,1,1,0,1,0,0,7.1400,-3.15 ,11.06 
000030.SZ, 富奥股份,4.9900,吉林省,汽车,1993-09-29,0.2900 ,0.4800 ,0.5200 ,0.5000 ,0.4900 ,0.6400 ,0.5200 ,0.3900 ,0.4800 ,0.4400 ,-0.0128,5.0484 ,3.6934 ,0.0281 ,-0.2952,-0.0765,0.0000 ,1,0.43,0.52,4.1264,是,1,11.60,85.8255,-0.17 ,1.3698,-74.1251,1.21,8690798994,0,1,0,1,1,1,1,1,7.3400,-6.55 ,4.73 
000031.SZ, 大悦城,2.8000,广东省,房地产,1993-10-08,-0.6700,0.0300 ,-0.0900,0.6100 ,0.7700 ,0.5200 ,0.4000 ,0.4000 ,0.3300 ,0.2900 ,0.2800 ,0.2300 ,0.2600 ,0.2100 ,0.0800 ,0.6100 ,0.0000 ,0,-0.24,0.44,3.5934,-,0,10000.00,0.0000,-1.55 ,1.5220,0.1693,0.78,12001677349,0,0,0,1,1,1,1,0,4.4000,-5.72 ,2.81 
000032.SZ, 深桑达Ａ,20.7500,广东省,建筑装饰,1993-10-28,-0.1425,0.3651 ,0.3600 ,0.3200 ,0.2600 ,0.0600 ,0.1400 ,0.1600 ,0.0900 ,0.0400 ,0.7700 ,0.1200 ,0.1230 ,0.1750 ,0.3100 ,0.4490 ,0.0000 ,0,0.19,0.12,4.8946,是,1,106.85,-56.1073,0.62 ,1.2040,0.3626,4.24,23612654106,0,0,0,1,0,1,0,0,17.9000,-2.03 ,18.09 
000033.SZ, 新都退,0.0000,广东省,-,1994-01-03,-0.0249,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0100 ,0.2100 ,-1.3647,0.0106 ,-0.0773,0.0085 ,0.0127 ,-0.0730,0.0107 ,0.0057 ,0.0000 ,0,-0.01,0.07,0.0000,-,0,10000.00,0.0000,-1.11 ,0.0000,0.0000,#DIV/0!,730524059.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0.0000,0.00 ,0.00 
000034.SZ, 神州数码,31.9000,广东省,计算机,1994-05-09,1.5601 ,0.3677 ,0.9509 ,1.0740 ,0.7834 ,1.1053 ,0.6700 ,0.0600 ,0.1700 ,0.0500 ,0.0100 ,0.0500 ,1.3900 ,0.3700 ,-0.7200,-0.8000,0.0000 ,1,0.96,0.61,11.3725,是,1,33.24,28.9947,0.57 ,1.1791,0.3118,2.81,21359649212,0,0,0,1,0,1,0,0,21.4600,6.65 ,26.96 
000035.SZ, 中国天楹,4.1400,江苏省,环保,1994-04-08,0.0500 ,0.2919 ,0.2600 ,0.3018 ,0.1602 ,0.1729 ,0.1709 ,0.3700 ,0.3500 ,5.9900 ,-3.3700,-0.1500,0.3100 ,-0.1200,-0.0664,0.7900 ,0.0000 ,1,0.20,0.24,4.0777,-,0,20.63,0.0000,-0.16 ,0.7069,-0.6065,1.02,10448438010,0,0,0,1,1,1,1,1,4.1100,-16.19 ,4.13 
000036.SZ, 华联控股,2.9700,广东省,房地产,1994-06-17,0.2900 ,0.2700 ,0.3700 ,0.5510 ,0.8490 ,1.1770 ,1.1800 ,0.0612 ,0.0306 ,0.0710 ,0.0525 ,0.0618 ,0.2053 ,0.2505 ,-0.3530,-0.3400,0.0000 ,1,0.31,0.81,3.5751,是,1,9.58,11.5787,-0.62 ,2.9992,-1.5195,0.83,4407284054,0,1,1,1,1,1,1,1,3.9800,-23.65 ,3.21 
000037.SZ, 深南电A,7.8800,广东省,公用事业,1994-07-01,-0.2657,-0.7291,0.1062 ,0.0400 ,0.0300 ,0.0300 ,2.1700 ,-1.0500,-0.5500,0.0900 ,0.0000 ,0.0000 ,-0.1900,0.1200 ,0.0200 ,0.2200 ,0.0000 ,0,-0.30,0.38,2.4141,-,0,10000.00,0.0000,-1.77 ,1.4631,3.8131,3.26,4749769256,0,0,0,1,0,1,0,0,10.9200,-4.14 ,8.79 
000038.SZ, 大通退,0.0000,广东省,-,1994-08-08,0.0000 ,-1.2100,0.1521 ,0.2341 ,-4.4946,0.6706 ,0.9278 ,0.0620 ,-0.5100,0.0210 ,0.0216 ,0.0200 ,0.2800 ,0.2200 ,1.7000 ,0.1800 ,0.0000 ,0,-0.35,0.55,0.0000,-,0,10000.00,0.0000,-1.64 ,0.0000,0.0000,#DIV/0!,271844257.9,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,9.6000,0.00 ,0.00 
000039.SZ, 中集集团,9.4400,广东省,机械设备,1994-04-08,0.5700 ,1.8000 ,1.4100 ,0.3700 ,1.1000 ,0.8100 ,0.1400 ,0.7100 ,0.9200 ,0.8100 ,0.7300 ,1.3700 ,1.1300 ,0.3600 ,0.5300 ,1.1900 ,0.0000 ,1,1.26,0.55,9.0100,是,1,7.49,30.1518,1.28 ,1.2220,1.3382,1.05,50905392434,1,1,0,1,1,1,1,1,14.9900,23.40 ,8.40 
000040.SZ, 东旭蓝天,3.0900,广东省,公用事业,1994-08-08,-0.2080,-0.3970,-0.6866,-0.6435,0.8300 ,0.4100 ,0.1900 ,0.1300 ,0.1100 ,0.2200 ,0.4100 ,0.3000 ,0.2100 ,0.1400 ,-0.2400,0.1600 ,0.0000 ,0,-0.43,0.24,7.5758,-,0,10000.00,0.0000,-2.77 ,1.4032,2.0014,0.41,4594440258,0,0,0,1,1,1,1,0,3.4900,-16.03 ,3.33 
000042.SZ, 中洲控股,4.2100,广东省,房地产,1994-09-21,0.1198 ,0.3097 ,0.4232 ,1.1840 ,0.6719 ,0.9256 ,0.3959 ,0.8377 ,0.6381 ,1.6934 ,1.7200 ,1.3325 ,1.5114 ,1.1135 ,0.0283 ,0.8427 ,0.0000 ,1,0.28,0.72,12.1907,是,1,14.81,10.0147,-0.61 ,1.7238,0.3294,0.35,2798939095,0,1,0,1,1,1,1,1,9.1400,-26.66 ,4.49 
000045.SZ, 深纺织Ａ,9.5000,广东省,电子,1994-08-15,0.1400 ,0.1200 ,0.0700 ,0.0400 ,-0.0400,0.1000 ,-0.1700,0.0200 ,-0.2200,0.1000 ,-0.2400,0.1500 ,0.1400 ,0.1600 ,0.1900 ,0.0500 ,0.0000 ,0,0.11,-0.02,5.6252,是,1,86.36,41.4563,-7.60 ,3.3994,-10.1550,1.69,4811957566,0,0,1,1,0,1,0,0,7.1700,-19.49 ,9.81 
000046.SZ, *ST泛海,0.0000,北京市,-,1994-09-12,-2.2202,-2.1659,-0.8894,0.2107 ,0.1791 ,0.5564 ,0.6045 ,0.4433 ,0.3420 ,0.2592 ,0.1716 ,0.0566 ,0.0540 ,0.1770 ,0.0940 ,0.8530 ,0.0000 ,0,-1.76,0.53,-1.0512,-,0,10000.00,0.0000,-4.29 ,0.7367,-0.1897,0.00,1974556249,0,0,0,1,1,1,1,1,3.2800,0.00 ,0.00 
000047.SZ, ST中侨,0.0000,广东省,-,1994-10-21,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,-0.3127,0.0000 ,0.1662 ,0.0000 ,0.0000 ,0.0000 ,0,0.00,0.00,0.0000,-,0,10000.00,0.0000,-999.00 ,0.0000,0.0000,#DIV/0!,966848793.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0.0000,0.00 ,0.00 
000048.SZ, 京基智农,17.4600,广东省,房地产,1994-11-01,1.4775 ,0.7441 ,2.1530 ,2.7350 ,1.1193 ,0.7083 ,0.0153 ,0.5200 ,0.2900 ,-0.0231,0.0709 ,1.2361 ,-0.1207,0.1171 ,0.0924 ,0.0620 ,0.0000 ,0,1.46,0.41,5.0127,是,1,11.97,67.6830,2.52 ,0.6920,0.1657,3.48,9263739105,0,1,0,1,0,1,0,0,22.9000,-4.59 ,17.41 
000049.SZ, 德赛电池,23.3000,广东省,电力设备,1995-03-20,2.8868 ,2.6423 ,3.2321 ,2.4409 ,1.9556 ,1.4643 ,1.2439 ,1.1217 ,1.1428 ,1.5057 ,1.0498 ,0.8720 ,0.5216 ,-0.2605,0.0114 ,0.0522 ,0.0000 ,1,2.92,1.28,13.6554,是,1,7.98,22.4659,1.29 ,1.3933,1.1629,1.71,8962077842,0,1,0,1,0,1,0,1,67.6000,-14.09 ,22.56 
000050.SZ, 深天马Ａ,9.3400,广东省,电子,1995-03-15,0.0458 ,0.6276 ,0.6749 ,0.4049 ,0.4599 ,0.5761 ,0.4062 ,0.4901 ,0.7116 ,0.2500 ,0.0948 ,0.1761 ,0.1226 ,-0.3581,0.0163 ,0.2600 ,0.0000 ,1,0.45,0.49,12.2324,-,0,20.78,0.0000,-0.08 ,1.0383,0.8805,0.76,22955363154,0,0,0,1,1,1,1,1,14.7400,-12.30 ,8.97 
000055.SZ, 方大集团,4.0600,广东省,建筑材料,1996-04-15,0.2600 ,0.2100 ,0.3500 ,0.3100 ,1.9100 ,0.9700 ,0.9100 ,0.1400 ,0.1300 ,0.1100 ,0.0300 ,0.0900 ,0.1100 ,0.1000 ,0.0500 ,0.0629 ,0.0000 ,1,0.27,0.67,5.3544,是,1,14.85,18.9775,-0.59 ,1.2445,2.2986,0.76,4359929362,0,1,0,1,1,1,1,1,4.4700,-10.18 ,4.16 
000056.SZ, 皇庭国际,2.7400,广东省,房地产,1996-07-08,-1.6400,-1.0100,-0.2600,0.0400 ,0.0800 ,0.1500 ,0.1000 ,0.0900 ,-1.2600,10.5100 ,0.0800 ,-0.5600,-0.7500,0.0300 ,-0.1200,0.3300 ,0.0000 ,0,-0.97,0.11,1.7877,-,0,10000.00,0.0000,-9.56 ,0.1730,0.3076,1.53,3315643093,0,0,0,1,0,1,0,0,3.0300,-25.95 ,2.91 
000058.SZ, 深 赛 格,6.7800,广东省,商贸零售,1996-12-26,0.0128 ,0.0375 ,0.0210 ,0.0635 ,0.0225 ,0.1777 ,0.1371 ,0.0946 ,0.0616 ,0.0692 ,0.0581 ,0.0879 ,0.0755 ,-0.3977,0.0620 ,0.0800 ,0.0000 ,1,0.02,0.14,1.5661,是,1,285.27,78.0410,-0.83 ,1.6087,-18.3258,4.33,8347540556,0,0,0,1,0,1,0,0,6.7200,-5.44 ,7.47 
000059.SZ, 华锦股份,5.1500,辽宁省,石油石化,1997-01-30,0.3300 ,0.5600 ,0.2000 ,0.6200 ,0.6300 ,1.1500 ,1.1300 ,0.2100 ,-1.3216,-0.1293,0.0163 ,0.7014 ,0.3437 ,0.1634 ,0.3206 ,0.2000 ,0.0000 ,0,0.36,0.83,9.0200,是,1,14.17,39.9274,-0.56 ,1.6474,2.7320,0.57,8237129066,0,1,0,1,1,1,1,1,5.5200,-6.19 ,5.00 
000060.SZ, 中金岭南,4.3600,广东省,有色金属,1997-01-23,0.2800 ,0.2700 ,0.2600 ,0.2400 ,0.2600 ,0.4600 ,0.1500 ,0.0900 ,0.2300 ,0.2000 ,0.2100 ,0.4600 ,0.4500 ,0.4000 ,0.3900 ,1.6500 ,0.0000 ,1,0.27,0.23,3.8121,是,1,16.15,30.8305,0.16 ,1.0144,1.0122,1.14,16295891227,0,0,0,1,1,1,1,1,4.8200,0.93 ,4.17 
000061.SZ, 农 产 品,6.1800,广东省,商贸零售,1997-01-10,0.1177 ,0.2205 ,0.1858 ,0.1828 ,0.0252 ,0.0082 ,0.0521 ,0.0121 ,0.0497 ,0.0666 ,0.0346 ,0.2691 ,0.3600 ,0.1100 ,0.1300 ,0.4400 ,0.0000 ,1,0.17,0.02,3.3839,是,1,35.38,33.9970,6.24 ,0.4405,0.7189,1.83,10487238330,0,0,0,1,0,1,0,0,7.0500,-4.48 ,6.01 
000062.SZ, 深圳华强,10.0000,广东省,电子,1997-01-30,0.9106 ,0.8447 ,0.5971 ,0.6024 ,0.9504 ,0.5716 ,0.5904 ,0.5556 ,0.7200 ,0.6180 ,0.4220 ,0.0700 ,0.2900 ,0.3000 ,0.1500 ,0.3800 ,0.0000 ,1,0.78,0.57,6.7175,是,1,12.75,32.9453,0.37 ,1.5715,1.3392,1.49,10459093220,0,1,0,1,1,1,1,1,12.4400,-11.27 ,9.72 
000063.SZ, 中兴通讯,30.5400,广东省,通信,1997-11-18,1.7100 ,1.4700 ,0.9200 ,1.2200 ,-1.6700,1.0800 ,-0.5700,0.7700 ,0.7700 ,0.3900 ,-0.8300,0.6100 ,1.1500 ,1.3500 ,1.2000 ,1.2900 ,0.0000 ,0,1.37,0.43,12.3800,是,1,22.35,23.4626,2.20 ,1.7581,2.1809,2.47,1.46081E+11,1,0,0,1,0,1,0,0,33.6500,15.33 ,25.36 
000065.SZ, 北方国际,11.2300,北京市,建筑装饰,1998-06-05,0.6500 ,0.7800 ,0.9000 ,0.9100 ,0.7700 ,0.9700 ,0.9500 ,0.8200 ,0.7300 ,0.7400 ,0.7400 ,0.4500 ,0.2700 ,0.3500 ,0.2200 ,-0.2900,0.0000 ,1,0.78,0.91,7.6043,是,1,14.46,10.0001,-0.15 ,1.6174,1.7658,1.48,11252389397,0,1,0,1,1,1,1,1,7.4600,0.09 ,10.74 
