Code,Name,Close,Location,Industry,List_date,EPS_2022,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2020_22,AVG_EPS_2015_17,Net_Asset,Div,Dividend,PE20_22,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,Price201231
002120.SZ, 韵达股份,9.56,浙江,交通运输,2007-03-06,0.51,0.51,0.48,1.19,1.6,1.31,1.32,0.33,0.56,0.23,0.48,0.14,0.21,0.21,0.27,0.38,0,1,0.5,0.986666667,5.8493,是,1,19.12,10.15142702,-0.493243243,0.991931702,1.321029509,1.634383601,29254816080,0,0,0,1,0,1,0,0,15.7
002121.SZ, *ST科陆,7.33,广东,电气设备,2007-03-06,-0.0719,-0.4723,0.1316,-1.6871,-0.8663,0.339,0.2282,0.4354,0.3167,0.2166,0.2138,0.1891,0.54,0.33,0.46,0.64,0,0,-0.137533333,0.3342,0.4605,-,0,10000,0,-1.411530022,0.582560772,-0.114424517,15.917481,12555774161,0,0,0,1,0,1,0,0,3.44
002122.SZ, *ST天马,4.26,浙江,机械设备,2007-03-28,0.0432,-0.6124,0.1344,-1.3923,-0.53,0.11,-0.21,0.04,0.03,0.03,0.18,0.35,0.55,0.94,1.9,2.02,0,0,-0.144933333,-0.02,1.0605,-,0,10000,0,6.246666667,1.506994103,5.849041565,4.016973126,9516931846,0,0,0,1,0,1,0,0,2.14
002123.SZ, 梦网科技,13.29,辽宁,传媒,2007-03-28,-0.9,-0.29,0.12,-0.35,0.1,0.28,0.3,0.16,-0.51,0.15,0.23,0.56,0.8,0.87,1.02,1.39,0,0,-0.356666667,0.246666667,4.2696,-,0,10000,0,-2.445945946,1.346383969,1.927497062,3.112703766,11423275027,0,0,0,1,0,1,0,0,14.23
002124.SZ, 天邦股份,4.54,浙江,农林牧渔,2007-04-03,0.27,-2.43,2.68,0.09,-0.49,0.34,0.59,0.51,0.16,0.3,0.22,0.15,0.19,0.39,0.65,0.35,0,0,0.173333333,0.48,2.1286,-,0,26.19230769,0,-0.638888889,0.368555727,0.770229228,2.132857277,8460286080,0,0,0,1,0,1,0,0,14.6
002125.SZ, 湘潭电化,12.61,湖南,化工,2007-04-03,0.63,0.38,0.04,0.12,0.2,0.14,0.06,0.07,-0.44,0.041,-0.3539,0.3615,0.3417,0.0428,-0.5845,0.0253,0,0,0.35,0.09,3.7522,是,1,36.02857143,0,2.888888889,1.175823038,1.359508849,3.360695059,7566370190,0,0,0,1,0,1,0,0,7.95
002126.SZ, 银轮股份,17.7,浙江,汽车,2007-04-18,0.47,0.28,0.41,0.4,0.44,0.41,0.36,0.57,0.46,0.3,0.13,0.78,1.31,0.54,0.44,0.4,0,1,0.386666667,0.446666667,5.753,是,1,45.77586207,0,-0.134328358,1.12029574,0.966980571,3.076655658,12674392368,0,0,0,1,0,1,0,0,13.77
002127.SZ, 南极电商,3.83,江苏,商业贸易,2007-04-18,-0.1274,0.2025,0.49,0.49,0.36,0.34,0.2,0.59,0.02,-1.17,-0.4,0.16,0.42,0.32,0.18,0.53,0,0,0.188366667,0.376666667,1.7865,-,0,20.33268448,0,-0.499911504,5.700106376,-1.586222524,2.143856703,10015871244,0,0,1,1,0,1,0,0,13.68
002128.SZ, 露天煤业,13.22,内蒙古,采掘,2007-04-18,2.07,1/1/1900,1.08,1.28,1.24,1.07,0.51,0.33,0.38,0.69,1.19,1.21,1.1,0.88,0.85,0.74,0,1,1.666666667,0.636666667,12.2252,是,1,7.932,28.11235777,1.617801047,1.347564059,2.511597716,1.081372902,29431859963,0,1,0,1,1,1,1,1,10.94
002129.SZ, 中环股份,33.2,天津,电气设备,2007-04-20,2.1209,1/1/1900,0.377,0.3245,0.2339,0.2211,0.152,0.0869,0.1436,0.0815,-0.1293,0.2521,0.202,-0.1895,0.3026,0.31,0,1,1.271366667,0.153333333,11.6327,是,1,26.113631,4.742791902,7.291521739,1.382684992,1.038416522,2.854023571,1.29E+11,1,0,0,1,0,1,0,0,25.5
002130.SZ, 沃尔核材,8.12,广东,有色金属,2007-04-20,0.49,0.44,0.31,0.17,0.02,0.1329,0.1854,1,0.24,0.15,0.21,0.3,0.31,0.33,0.24,0.98,0,1,0.413333333,0.439433333,3.4599,是,1,19.64516129,8.20141207,-0.059394675,1.480932608,2.684436025,2.346888638,10041391539,0,0,0,1,0,1,0,0,5.53
002131.SZ, 利欧股份,2.3,浙江,传媒,2007-04-27,-0.07,-0.15,0.71,0.05,-0.33,0.12,0.37,0.19,0.48,0.18,0.15,0.39,0.37,0.65,0.47,0.69,0,0,0.163333333,0.226666667,1.7198,-,0,14.08163265,0,-0.279411765,1.85360055,6.964722377,1.33736481,16751914428,0,1,0,1,1,1,1,1,3.03
002132.SZ, 恒星科技,3.57,河南,机械设备,2007-04-27,0.14,0.11,0.1,0.07,-0.11,0.045,0.09,0.06,0.08,0.06,0.04,0.13,0.35,0.39,0.32,0.55,0,0,0.116666667,0.065,2.6743,是,1,30.6,37.10432125,0.794871795,0.90407054,1.332702442,1.334928766,5031545466,0,0,0,1,1,1,1,0,3.33
002133.SZ, 广宇集团,3.39,浙江,房地产,2007-04-27,0.15,0.42,0.38,0.3,0.43,0.25,0.2,-0.08,0.21,0.37,0.42,0.58,0.44,0.33,0.24,0.67,0,0,0.316666667,0.123333333,5.1471,是,1,10.70526316,0,1.567567568,1.46035942,0.408316176,0.658623302,2724987496,0,1,0,1,1,1,1,1,3.07
002134.SZ, 天津普林,10.24,天津,电子,2007-05-16,0.07,0.11,0.03,0.05,-0.24,0.06,-0.4,-0.2,0.04,-0.2,-0.36,0.01,-0.08,0.01,0.07,0.3371,0,0,0.07,-0.18,1.7986,-,0,146.2857143,0,-1.388888889,1.207229771,22.31666454,5.693317024,2497833643,0,0,0,1,0,1,0,0,8.45
002135.SZ, 东南网架,6.46,浙江,建筑装饰,2007-05-30,0.25,0.48,0.26,0.26,0.17,0.12,0.06,0.05,0.09,0.08,0.11,0.3,0.36,0.21,0.14,0.29,0,1,0.33,0.076666667,5.3129,是,1,19.57575758,39.5501372,3.304347826,1.411235492,1.316547359,1.215908449,7692628284,0,0,0,1,1,1,1,0,6.29
002136.SZ, 安 纳 达,11.38,安徽,化工,2007-05-30,1.2474,0.8617,0.3028,0.1506,0.2144,0.7616,0.1977,-0.6213,0.0151,-0.21,0.09,0.27,0.34,0.15,-0.67,0.18,0.36,0,0.803966667,0.112666667,5.3853,是,1,14.15481571,16.03370202,6.135798817,2.160823246,-3.637967429,2.113159898,2431876200,0,1,1,1,0,1,0,0,9.12
002137.SZ, 实益达,6.91,广东,传媒,2007-06-13,0.2497,-0.1651,0.0487,0.1505,-0.6418,0.1304,0.2625,0.0391,0.031,-0.4325,0.1031,0.1164,0.1009,0.0235,0.1688,0.5289,0.5788,0,0.044433333,0.144,2.5992,-,0,155.5138785,0,-0.691435185,2.850754349,-19.89125898,2.658510311,4210010386,0,0,1,1,0,1,0,0,6.22
002138.SZ, 顺络电子,23.91,广东,电子,2007-06-13,0.54,0.98,0.74,0.5,0.59,0.44,0.48,0.36,0.6,0.47,0.39,0.39,0.5,0.5,0.45,0.68,0.64,1,0.753333333,0.426666667,6.8942,是,1,31.73893805,36.63738565,0.765625,1.526363693,1.580206233,3.468132633,19359703680,0,0,0,1,0,1,0,0,24.52
002139.SZ, 拓邦股份,13.05,广东,电子,2007-06-29,0.46,0.47,0.51,0.32,0.22,0.31,0.33,0.33,0.29,0.18,0.15,0.41,0.43,0.32,0.37,0.51,0,1,0.48,0.323333333,4.5123,是,1,27.1875,13.01992031,0.484536082,1.799920877,6.380632691,2.89209494,14447312533,0,0,0,1,0,1,0,0,8.11
002140.SZ, 东华科技,9.03,安徽,建筑装饰,2007-07-12,0.5108,0.4596,0.3688,0.33,0.33,-0.14,0.18,0.4,0.59,0.53,0.75,0.62,0.71,0.93,0.84,1.21,0,0,0.4464,0.146666667,5.2264,是,1,20.22849462,24.53562531,2.043636364,1.27176651,-4.759093552,1.727766723,6501116470,0,0,0,1,0,1,0,0,6.91
002141.SZ, 贤丰控股,3.29,广东,电子,2007-07-20,0.2047,0.0257,-0.48,0.0071,0.0062,0.0081,0.0103,0.0379,0.0123,0.0466,0.0182,0.0171,0.1375,0.0281,0.0167,0.3531,0.55,0,-0.0832,0.018766667,1.0101,-,0,10000,0,-5.43339254,7.752812658,-4.610487717,3.257103257,3698980252,0,0,1,1,0,1,0,0,2.6
002142.SZ, 宁波银行,25.3,浙江,银行,2007-07-19,3.38,1/3/1900,2.43,2.41,2.04,1.79,1.95,1.68,1.89,1.68,1.41,1.13,0.91,0.58,0.53,0.43,0.33,1,2.98,1.806666667,23.14,是,1,8.489932886,0,0.649446494,0,0,1.093344857,1.74E+11,1.00E+00,1,0,1,1,1,1,1,35.34
002143.SZ, 印纪退,0,四川,-,2007-07-20,0,0,0,0,-1.02,0.4343,0.6608,0.52,0.48,-0.116,0.0495,0.3993,-0.1389,0.0443,0.0403,0.4988,0.4833,0,0,0.538366667,0,-,0,10000,0,-1,0,0,#DIV/0!,442458546,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
002144.SZ, 宏达高科,11.19,浙江,纺织服装,2007-08-03,0.45,0.37,0.36,0.47,0.51,0.55,0.57,0.71,0.66,0.48,0.76,0.46,0.32,0.1,0.06,0.23,0.28,1,0.393333333,0.61,11.0124,是,1,28.44915254,22.18279334,-0.355191257,4.530189744,-3.919407804,1.016127275,1928479180,0,0,1,1,1,1,1,0,12.7
002145.SZ, 中核钛白,5.89,甘肃,化工,2007-08-03,0.2186,0.5924,0.2726,0.2756,0.2548,0.24,0.05,-0.27,0.07,0.04,0.01,-1.04,0.06,-0.79,-1.41,0.11,0.32,0,0.3612,0.006666667,2.329,是,1,16.30675526,29.59268069,53.18,1.517406262,203.5481357,2.528982396,24193914469,0,0,0,1,0,1,0,0,5.55
002146.SZ, 荣盛发展,1.54,河北,房地产,2007-08-08,-3.75,-1.14,1.73,2.1,1.74,1.32,0.95,0.64,1.7,1.54,1.13,0.82,0.71,0.73,0.46,0.8,0.52,0,-1.053333333,0.97,5.3535,-,0,10000,0,-2.085910653,1.109660394,0.136218571,0.287662277,7957139847,0,0,0,1,1,1,1,0,6.53
002147.SZ, *ST新光,0,安徽,房地产,2007-08-08,-1.2161,0.38,-1.78,-2.78,-0.12,0.74,1.22,0.013,0.008,-0.13,0.02,0.37,0.35,0.17,0.486,0.822,0.583,0,-0.872033333,0.657666667,0,-,0,10000,0,-2.325950329,0,0,#DIV/0!,676388273.6,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,1.06
002148.SZ, 北纬科技,6.1,北京,传媒,2007-08-10,0.03,0.1,0.03,-0.05,0.07,0.23,0.31,-0.07,0.06,0.5,0.4,0.1,0.64,0.47,0.46,0.76,0.83,0,0.053333333,0.156666667,2.1313,是,1,114.375,32.93964248,-0.659574468,7.228472052,-21.08421455,2.862102942,3493400188,0,0,1,1,0,1,0,0,4.36
002149.SZ, 西部材料,16.79,陕西,有色金属,2007-08-10,0.3787,0.2725,0.1867,0.1445,0.1418,0.1271,0.1114,-0.76,0.03,0.12,0.13,-0.13,0.23,0.1799,0.32,0.38,0.38,0,0.2793,-0.173833333,5.7225,是,1,60.11457214,52.8085532,-2.606711409,1.437252481,1.624656512,2.934032329,7547792676,0,0,0,1,0,1,0,0,18.29
002150.SZ, 通润装备,16.99,江苏,机械设备,2007-08-10,0.42,0.4,0.37,0.43,0.44,0.26,0.39,0.27,0.23,0.19,0.18,0.18,0.34,0.43,0.43,0.92,0.81,1,0.396666667,0.306666667,4.4115,-,0,42.83193277,0,0.293478261,4.071322131,-1.96700036,3.851297745,6046529219,0,0,1,1,0,1,0,0,6.39
002151.SZ, 北斗星通,35.16,北京,国防军工,2007-08-13,0.28,0.36,0.29,-1.31,0.21,0.2,0.11,0.19,0.13,0.24,0.25,0.25,0.44,0.56,0.5,0.85,0.79,0,0.31,0.166666667,8.4551,-,0,113.4193548,0,0.86,1.919105938,-5.231852361,4.15843692,15737364192,0,0,0,1,0,1,0,0,50.91
002152.SZ, 广电运通,11.72,广东,计算机,2007-08-13,0.33,0.33,0.29,0.31,0.28,0.37,0.54,1,0.9,0.94,0.93,1.14,1.39,1.13,1.16,1.95,0.85,1,0.316666667,0.636666667,4.6758,是,1,37.01052632,60.0338362,-0.502617801,2.223722925,-3.124122823,2.506522948,31439627489,0,0,1,1,0,1,0,0,10.68
002153.SZ, 石基信息,14,北京,计算机,2007-08-13,-0.37,-0.32,-0.06,0.34,0.43,0.39,0.36,1.17,1.24,1.16,0.95,0.85,0.95,0.59,1.38,2.17,1.35,0,-0.25,0.64,3.5279,是,1,10000,0,-1.390625,4.355812949,-1.126334216,3.96836645,43058281298,0,0,1,1,0,1,0,0,31.09
002154.SZ, 报 喜 鸟,5.52,浙江,纺织服装,2007-08-16,0.31,0.38,0.3,0.17,0.04,0.02,-0.33,0.09,0.23,0.27,0.8,0.61,0.81,0.73,0.64,1.04,0.59,0,0.33,-0.073333333,2.6963,是,1,16.72727273,127.2376694,-5.5,2.001714346,-5.921492605,2.047249935,8230642232,0,0,1,1,0,1,0,0,3.33
002155.SZ, 湖南黄金,12.2,湖南,有色金属,2007-08-16,0.36,0.3,0.19,0.13,0.22,0.25,0.12,0.03,0.13,0.21,0.7,0.99,0.4,0.1838,0.1282,0.4325,0.4041,1,0.283333333,0.133333333,4.856,是,1,43.05882353,27.48416421,1.125,1.202417325,-23.79362288,2.512355848,16323696057,0,0,0,1,0,1,0,0,8.51
002156.SZ, 通富微电,22.6,江苏,电子,2007-08-16,0.37,0.72,0.29,0.02,0.11,0.13,0.19,0.21,0.19,0.09,0.06,0.08,0.4,0.17,0.17,0.34,0.45,1,0.46,0.176666667,9.1417,是,1,49.13043478,29.2395523,1.603773585,0.955293344,1.386338209,2.472187886,37588798361,0,0,0,1,0,1,0,0,25.24
002157.SZ, 正邦科技,2.65,江西,农林牧渔,2007-08-17,-4.1836,-5.7985,2.2441,0.69,0.08,0.23,0.52,0.52,0.08,-0.07,0.19,0.28,0.22,0.24,0.15,0.51,0.51,0,-2.579333333,0.423333333,-2.859,-,0,10000,0,-7.092913386,0.153585273,-0.402804314,-0.926897517,8603557841,0,0,0,1,1,1,1,1,17.04
002158.SZ, 汉钟精机,24.96,上海,机械设备,2007-08-17,1.2051,0.9095,0.6795,0.4629,0.3821,0.4279,0.3138,0.5561,0.6948,0.622,0.4891,0.6604,0.7557,0.473,0.4025,0.429,0.436,1,0.931366667,0.4326,5.7149,是,1,26.79932715,36.51262711,1.152951148,1.834925103,75.3810796,4.36753049,12817337612,0,0,0,1,0,1,0,0,15.08
002159.SZ, 三特索道,18.19,湖北,休闲服务,2007-08-17,-0.43,-0.98,0.21,0.08,0.97,0.04,-0.39,0.31,-0.3,0.26,0.46,0.33,0.25,0.19,0.09,0.36,0.3,0,-0.4,-0.013333333,6.3612,-,0,10000,0,29,0.537368751,4.62551307,2.85952336,3313761764,0,0,0,1,0,1,0,0,11.97
002160.SZ, 常铝股份,4.04,江苏,有色金属,2007-08-21,-0.4719,0.1306,0.0279,0.03,-0.594,0.236,0.226,0.2,0.06,-0.174,-0.204,0.018,0.264,0.031,0.034,0.28,0,0,-0.104466667,0.220666667,3.4705,-,0,10000,0,-1.473413897,1.287312156,1.19502674,1.164097392,4110469045,0,0,0,1,1,1,1,0,4.55
002161.SZ, 远 望 谷,5.21,广东,电子,2007-08-21,-0.0406,-0.0894,-0.5917,1.0047,-0.242,0.0021,0.05,0.02,0.062,0.053,0.165,0.32,0.38,0.22,0.43,1.02,0.69,0,-0.240566667,0.024033333,1.9544,-,0,10000,0,-11.00970874,1.486308998,1.059834187,2.665779779,3942906942,0,0,0,1,0,1,0,0,5.61
002162.SZ, 悦心健康,4.49,上海,建筑材料,2007-08-23,-0.3005,0.0519,0.067,0.0444,0.0285,0.0236,0.02,0.022,0.033,0.0517,-0.495,-0.4343,0.0802,0.0657,0.08,0.18,0.24,0,-0.060533333,0.021866667,1.0861,-,0,10000,0,-3.768292683,0.988150641,1.627963271,4.134057637,3724530000,0,0,0,1,0,1,0,0,4.21
002163.SZ, 海南发展,10,广东,建筑材料,2007-08-23,-0.17,0.13,0.19,0.06,0.04,-0.01,0.01,-0.29,0.02,-0.64,-0.16,0.07,0.17,0.18,0.21,0.39,0.39,0,0.05,-0.096666667,1.5909,-,0,200,0,-1.517241379,0.957554249,1.600448523,6.285750204,8855158446,0,0,0,1,0,1,0,0,20.93
002164.SZ, 宁波东力,6.89,浙江,机械设备,2007-08-23,0.62,0.63,2.37,0.03,-4,0.29,0.03,0.03,0.05,-0.01,-0.12,0.06,0.43,0.46,0.46,0.56,0.49,0,1.206666667,0.116666667,2.4194,-,0,5.709944751,0,9.342857143,1.147297742,4.838775113,2.847813507,3315442082,0,1,0,1,0,1,0,1,6
002165.SZ, 红 宝 丽,3.96,江苏,化工,2007-09-13,-0.1065,0.045,0.2,0.15,0.05,0.07,0.22,0.19,0.17,0.07,0.15,0.3,0.36,0.63,0.6,0.9,0.69,0,0.046166667,0.16,2.7672,是,1,85.77617329,-37.56303363,-0.711458333,1.113797672,1.150470905,1.431049436,2896963158,0,0,0,1,1,1,1,0,5.65
002166.SZ, 莱茵生物,8.5,广西,医药生物,2007-09-13,0.29,0.21,0.15,0.2,0.19,0.47,0.16,0.17,0.32,0.27,-0.51,0.02,-0.19,0.11,0.06,0.4,0.46,1,0.216666667,0.266666667,4.1299,是,1,39.23076923,41.51617249,-0.1875,2.513003223,32.98459099,2.058161215,5394939230,0,0,1,1,0,1,0,0,8.42
002167.SZ, 东方锆业,7.48,广东,有色金属,2007-09-13,0.14,0.21,-0.26,-0.33,0.02,-0.06,0.04,-0.45,0.01,-0.17,0.02,0.48,0.25,0.37,0.51,0.51,0.51,0,0.03,-0.156666667,1.8717,-,0,249.3333333,0,-1.191489362,0.843660952,1.275856986,3.996366939,5999537160,0,0,0,1,0,1,0,0,6.15
002168.SZ, 惠程科技,5.15,广东,传媒,2007-09-19,-0.15,-0.28,-1.22,0.17,0.43,-0.14,0.09,0.17,-0.12,0.05,0.0848,0.1119,0.2339,0.3688,0.46,0.95,1.1224,0,-0.55,0.04,0.0268,-,0,10000,0,-14.75,0.496050488,-0.320340619,192.1641791,3762354099,0,0,0,1,0,1,0,0,4.25
002169.SZ, 智光电气,8.29,广东,电气设备,2007-09-19,0.0549,0.4363,0.3115,0.1551,0.1002,0.1589,0.3319,0.3534,0.1567,0.0756,-0.1859,0.0997,0.2454,0.242,0.3282,0.5246,0.498,1,0.267566667,0.2814,4.2062,是,1,30.9829326,0,-0.049158967,1.122060789,3.031937439,1.9709001,6388993071,0,0,0,1,0,1,0,0,7.47
002170.SZ, 芭田股份,6.87,广东,化工,2007-09-19,0.1365,0.0911,0.0873,0.0344,0.0104,-0.1132,0.1019,0.1838,0.2186,0.1604,0.2073,0.16,0.343,0.039,0.38,0.81,0.54,0,0.104966667,0.0575,2.4594,是,1,65.449349,11.01126423,0.825507246,0.757433922,1.044925783,2.793364235,6042167237,0,0,0,1,0,1,0,0,4.59
002171.SZ, 楚江新材,7.12,安徽,有色金属,2007-09-21,0.09,0.37,0.2,0.365,0.386,0.337,0.421,0.18,0.13,0.04,-0.17,0.07,0.51,0.25,-0.26,0.56,0,1,0.22,0.312666667,4.485,是,1,32.36363636,145.2458439,-0.296375267,1.701094021,1.095625647,1.587513935,9395116382,0,0,0,1,0,1,0,0,8.54
002172.SZ, 澳洋健康,3.51,江苏,化工,2007-09-21,-0.02,-1.34,-0.59,-0.55,0.01,0.16,0.37,0.1955,-0.19,0.04,0.06,-1.25,0.19,0.46,-0.8,1.54,0.66,0,-0.65,0.241833333,0.0578,-,0,10000,0,-3.687801516,0.723307168,-0.063556385,60.7266436,2618804671,0,0,0,1,0,1,0,0,2.99
002173.SZ, 创新医疗,10.53,浙江,医药生物,2007-09-25,-0.17,-0.23,-0.69,-2.53,0.07,0.31,0.26,-0.32,-0.05,0.12,0.19,0.15,0.29,0.12,0.56,0.65,0.52,0,-0.363333333,0.083333333,4.203,-,0,10000,0,-5.36,2.393712049,-2.809381164,2.505353319,4920444271,0,0,1,1,0,1,0,0,5.64
002174.SZ, 游族网络,16.8,福建,传媒,2007-09-25,-0.72,0.19,-0.18,0.3,1.15,0.76,0.68,1.86,1.67,-0.247,0.059,0.023,0.127,0.119,0.11,0.34,0.28,0,-0.236666667,1.1,4.8279,-,0,10000,0,-1.215151515,2.373889725,-6.563601279,3.479773815,20130853350,0,0,1,1,0,1,0,0,13.16
002175.SZ, *ST东网,2.96,广西,传媒,2007-10-12,0.0841,0.3206,-1.4264,0.2031,-0.6415,-0.3608,0.0828,0.2315,0.1633,0.1042,0.1021,0.0927,0.06,0.05,0.1,0.47,0.52,0,-0.340566667,-0.0155,0.3829,-,0,10000,0,20.97204301,4.002057891,-3.750281318,7.730477932,3855877796,0,0,1,1,0,1,0,0,1.07
002176.SZ, 江特电机,11.92,江西,电气设备,2007-10-12,1.36,0.23,0.01,-1.19,-1.13,0.19,0.14,0.03,0.08,0.13,0.11,0.28,0.3,0.08,0.227,0.572,0.526,0,0.533333333,0.12,2.4996,-,0,22.35,0,3.444444444,1.593032087,6.020289811,4.768763002,20765982321,0,0,0,1,0,1,0,0,3.73
002177.SZ, 御银股份,3.96,广东,计算机,2007-11-01,0.0712,-0.0811,0.0943,0.0884,-0.1246,0.0181,0.03,0.09,0.17,0.16,0.21,0.52,0.35,0.39,0.41,1.02,0.66,0,0.028133333,0.046033333,2.2103,-,0,140.7582938,0,-0.38884866,16.78273418,-3.313409753,1.791611998,3219839174,0,0,1,1,0,1,0,0,5.42
002178.SZ, 延华智能,3.76,上海,建筑装饰,2007-11-01,-0.21,0.01,-0.38,0.03,-0.4,0.03,0.06,0.15,0.16,0.26,0.13,-0.07,0.17,0.2,0.16,0.39,0.4,0,-0.193333333,0.08,0.5924,-,0,10000,0,-3.416666667,1.167481508,-2.596375103,6.347062795,2670573754,0,0,0,1,0,1,0,0,3.32
002179.SZ, 中航光电,45.35,河南,国防军工,2007-11-01,1.7181,1/1/1900,1.3399,1.0409,1.2161,1.0454,1.22,0.94,0.73,0.55,0.5,0.49,0.4,0.44,0.63,1.04,0.95,1,1.627433333,1.068466667,10.669,是,1,27.86596481,33.01067697,0.523148437,2.073528022,-4.148416335,4.250632674,8.95E+10,1,0,1,1,0,1,0,0,78.29
002180.SZ, 纳思达,34.25,广东,计算机,2007-11-13,1.3175,0.9797,0.0814,0.6995,0.8933,0.9339,0.0612,0.52,0.59,0.03,0.11,0.22,0.33,0.27,0.33,0.92,0.89,1,0.792866667,0.505033333,11.21,是,1,43.19767931,9.076669464,0.569929378,1.531693548,-1.032991486,3.055307761,51566672441,1,0,0,1,0,1,0,0,26.73
002181.SZ, 粤 传 媒,4.94,广东,传媒,2007-11-16,0.0382,0.0772,0.27,0.0723,0.047,0.0625,0.1632,-0.3836,0.3253,0.4451,0.3984,0.0313,0.0476,-0.2666,0.0028,0.3472,0.35,0,0.128466667,-0.052633333,3.8644,是,1,38.45355475,0,-3.440785307,3.752535942,-19.84772877,1.278335576,6734137409,0,0,1,1,1,1,1,0,4.34
002182.SZ, 云海金属,21.99,江苏,有色金属,2007-11-13,0.9457,0.7625,0.3771,1.4083,0.5097,0.2395,0.5385,0.1046,0.096,0.088,0.0689,0.013,0.15,0.03,0.22,0.4,0.57,1,0.6951,0.2942,6.0868,是,1,31.63573587,10.57433074,1.36267845,0.921185492,1.182297134,3.612735756,13995047948,0,0,0,1,0,1,0,0,13.22
002183.SZ, 怡 亚 通,5.1,广东,交通运输,2007-11-13,0.1,0.22,0.06,0.04,0.09,0.28,0.25,0.48,0.32,0.21,0.15,0.16,0.24,0.21,0.61,0.87,1.48,1,0.126666667,0.336666667,3.4216,是,1,40.26315789,0,-0.623762376,1.059115426,0.317098568,1.490530746,13634297728,0,0,0,1,1,1,1,0,4.36
002184.SZ, 海得控制,16.4,上海,电气设备,2007-11-16,0.4026,0.3818,0.5306,0.2191,-0.667,0.0596,0.058,0.3539,0.252,0.1406,0.01,0.0931,0.1367,0.188,0.2469,0.6168,0.5892,0,0.438333333,0.157166667,3.6609,是,1,37.41444867,0,1.788971368,1.585602401,2.79057683,4.479772733,5542556828,0,0,0,1,0,1,0,0,13.92
002185.SZ, 华天科技,9.2,甘肃,电子,2007-11-20,0.2353,0.5025,0.2561,0.1134,0.1829,0.2324,0.3669,0.4504,0.4483,0.3065,0.1863,0.2085,0.2997,0.2687,0.2626,0.6052,0,1,0.3313,0.3499,4.9272,是,1,27.7693933,11.05074679,-0.053158045,1.214708082,6.535199216,1.867186232,30827142314,0,0,0,1,0,1,0,0,13.62
002186.SZ, 全 聚 德,12.18,北京,休闲服务,2007-11-20,0,0,0,0,0,0,0,0,0,0,1.0741,0.9125,0.7084,0.5962,0.5344,0.5925,0.5368,0,0,0,2.411,-,0,10000,0,-999,0.576961032,57.95076368,5.051845707,3985354299,0,0,0,1,0,1,0,0,10.08
002187.SZ, 广百股份,6.44,广东,商业贸易,2007-11-22,-0.21,0.42,0.2,0.33,0.59,0.51,0.46,0.73,0.7,0.65,0.56,0.77,1.03,0.98,0.89,0.89,0.61,0,0.136666667,0.566666667,5.6424,-,0,47.12195122,0,-0.758823529,1.369828784,-3.006901901,1.141358287,4738182012,0,0,0,1,1,1,1,0,8.21
002188.SZ, *ST巴士,6.4,浙江,传媒,2007-11-22,0.21,0.511,-0.39,1.74,-2.17,-6.83,0.31,0.06,-0.13,0.05,-0.06,0.01,0.03,0.14,0.17,0.39,0.47,0,0.110333333,-2.153333333,0.3866,-,0,58.0060423,0,-1.05123839,1.633218111,-0.90681178,16.55457838,1819589937,0,0,0,1,0,1,0,0,2.72
002189.SZ, 中光学,17.53,河南,电子,2007-12-03,-0.71,0.56,0.56,0.38,0.68,0.11,0.09,0.08,0.07,0.05,0.05,0.03,0.08,0.01,0.14,0.21,0.24,0,0.136666667,0.093333333,5.1438,-,0,128.2682927,0,0.464285714,1.206590041,5.089142165,3.407986314,4577604408,0,0,0,1,0,1,0,0,20.57
002190.SZ, 成飞集成,22.14,四川,国防军工,2007-12-03,0.1628,0.1553,0.3314,1.7909,-0.5723,-0.3138,0.4,0.26,0.12,0.13,0.16,0.25,0.24,0.32,0.32,0.42,0.44,0,0.2165,0.1154,9.041,是,1,102.2632794,30.70459684,0.876083189,1.386834511,7.132343292,2.448844154,7892045546,0,0,0,1,0,1,0,0,29.57
002191.SZ, 劲嘉股份,6.02,广东,轻工制造,2007-12-05,0.14,0.7,0.56,0.6,0.49,0.43,0.43,0.55,0.89,0.74,0.67,0.61,0.47,0.51,0.52,0.81,0.81,1,0.466666667,0.47,5.0807,是,1,12.9,0,-0.007092199,2.369860746,-7.819633912,1.1848761,8884160802,0,1,1,1,1,1,1,1,9.23
002192.SZ, 融捷股份,66.83,广东,机械设备,2007-12-05,9.3968,0.263,0.081,-1.256,-0.0271,0.1393,0.02,0.06,-0.58,-0.39,0.03,0.03,0.17,0.17,0.25,0.6,0.41,0,3.246933333,0.0731,11.9024,是,1,20.58249836,10.42903388,43.41769266,3.906816794,-4.455279676,5.614833983,18923671195,0,0,1,1,0,1,0,0,41
