Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,,
600058.SH, 五矿发展,9.27,北京,商业贸易,5/28/1997,0.31,0.1108,0.0228,-0.886,0.0322,0.027,-3.6878,0.196,0.261,-0.3549,0.5017,0.359,0.2488,0.8497,1.2854,0,0,0.147866667,-1.154933333,4.3323,-,0,62.69161407,0,-1.128030478,1.335722404,1.053608921,2.14,9389937828,0,0,0,1,0,1,0,0,7.33
600059.SH, 古越龙山,9.47,浙江,食品饮料,5/16/1997,0.23,0.19,0.26,0.21,0.2,0.15,0.16,0.26,0.23,0.301,0.27,0.2,0.137,0.26,0.384,0,1,0.226666667,0.19,5.8816,是,1,41.77941176,0,0.192982456,5.348541352,-4.090765098,1.61,8413536472,0,0,1,1,0,1,0,0,17.01
600060.SH, 海信视像,13.72,山东,家用电器,4/22/1997,0.87,0.91,0.43,0.3,0.72,1.34,1.138,1.07,1.21,1.225,1.937,0.96,1.01,0.46,0.413,0,1,0.736666667,1.182666667,12.2939,是,1,18.62443439,0,-0.377113867,1.95292718,10.65364786,1.12,14711087498,0,0,0,1,1,1,1,1,11.48
600061.SH, 国投资本,6.53,上海,非银金融,5/19/1997,0.68,0.95,0.7,0.4,0.68,0.69,1.33,0.01,0.01,0.01,0.04,0.049,0.01,0.01,0.04,0,1,0.776666667,0.676666667,7.194,是,1,8.407725322,0,0.147783251,1.337171868,0.347036355,0.91,39451367905,0,1,0,1,1,1,1,1,13.83
600062.SH, 华润双鹤,21.26,北京,医药生物,5/22/1997,0.8969,0.9635,1.0114,0.9284,0.9692,0.9858,0.9125,0.9479,1.523,1.0747,0.9253,0.9097,0.7897,0.8191,0.9921,0,1,0.957266667,0.948733333,9.495,是,1,22.20906748,0,0.008994449,2.754571616,-2.752860858,2.24,18152336154,0,0,1,1,0,1,0,0,11.99
600063.SH, 皖维高新,6.61,安徽,化工,5/28/1997,0.51,0.32,0.2,0.07,0.05,0.07,0.07,0.12,0.01,-0.1,0.14,0.22,0.14,0.17,0.344,0,1,0.343333333,0.086666667,3.2847,是,1,19.25242718,19.60945621,2.961538462,1.075921176,2.94205139,2.01,15892075393,0,0,0,1,0,1,0,0,3.66
600064.SH, 南京高科,7.14,江苏,房地产,5/6/1997,1.903,1.631,1.49,0.775,1.225,1.199,1.096,1.181,0.834,0.744,0.71,0.609,0.743,0.558,0.473,0,1,1.674666667,1.158666667,12.1937,是,1,4.263535032,0,0.445339471,1.092852906,1.904515488,0.59,12700692987,0,1,0,1,1,1,1,1,10.27
600065.SH, *ST联谊,0,黑龙江,-,5/23/1997,0,0,0,0,0,0,0,-0.4621,0.1117,0.0332,0.1537,0.115,-0.2668,-0.1965,0.0429,0,0,0,-0.154033333,0,-,0,10000,0,-1,0,0,#DIV/0!,404616133,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
600066.SH, 宇通客车,7.67,河南,汽车,5/8/1997,0.28,0.21,0.85,1.01,1.41,1.83,1.6,1.77,1.43,2.31,2.27,1.65,1.08,1.02,0.94,0,1,0.446666667,1.733333333,6.7252,是,1,17.17164179,180.3512787,-0.742307692,1.489983049,-20.00936326,1.14,16493847211,0,0,0,1,1,1,1,1,16.92
600067.SH, 冠城大通,3.51,福建,房地产,5/8/1997,-0.7,0.22,0.29,0.51,0.4,0.22,0.15,0.58,1.08,0.71,1.08,0.7,0.46,0.3,0.43,0,0,-0.063333333,0.316666667,4.6606,-,0,10000,0,-1.2,1.355357511,0.911015665,0.75,5010007460,0,0,0,1,1,1,1,0,3.65
600068.SH, 葛洲坝,0,湖北,建筑装饰,5/26/1997,0.727,0.726,1.034,0.887,0.892,0.686,0.583,0.529,0.454,0.448,0.445,0.396,0.65,0.487,0.371,0,1,0.829,0.599333333,7.8593,-,0,0,0,0.38320356,1.17327519,0.18837609,0,45725439701,0,1,0,1,1,1,1,1,6.58
600069.SH, 退市银鸽,0,河南,-,4/30/1997,0,0,-0.3932,-0.0546,0.04,-0.32,0.05,-0.84,-0.34,0.02,-0.26,0.04,0.1,0,0,0,0,-0.131066667,-0.37,0,-,0,10000,0,-0.645765766,0,0,#DIV/0!,454673476.3,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
600070.SH, 浙江富润,5.13,浙江,综合,6/4/1997,-1.12,-0.86,0.96,0.42,0.32,0.28,0.07,-0.24,0.67,0.7,0.27,0.45,0.29,0.04,0.36,0,0,-0.34,0.036666667,3.408,-,0,10000,0,-10.27272727,2.572048797,7.323107867,1.51,2755845648,0,0,1,1,0,1,0,0,8.5
600071.SH, 凤凰光学,22.2,江西,电子,5/28/1997,0.04,0.05,0.02,-0.03,0.14,-0.49,0.0835,-0.4245,-0.1189,0.0263,0.0194,0.231,0.2131,0.1166,0.16,0,0,0.036666667,-0.277,1.8486,-,0,605.4545455,0,-1.132370638,0.966574452,1.14302881,12.01,5555452830,0,0,0,1,0,1,0,0,11.41
600072.SH, 中船科技,13.04,上海,国防军工,6/3/1997,0.1087,0.195,0.187,0.089,0.041,-0.08,0.047,0.022,-0.381,-0.159,0.08,0.111,0.263,0.254,0.278,0,0,0.163566667,-0.003666667,5.3727,是,1,79.72284492,0,-45.60909091,1.732700093,-16.95098139,2.43,9534435985,0,0,0,1,0,1,0,0,13.65
600073.SH, 上海梅林,7.8,上海,食品饮料,7/4/1997,0,0,0,0.33,0.3,0.27,0.17,0.1595,0.19,0.19,0.42,0.01,-0.19,0.014,0.017,0,0,0,0.199833333,4.6899,是,1,10000,0,-1,1.318988388,4.922640081,1.66,7079857514,0,0,0,1,0,1,0,0,10.29
600074.SH, 退市保千,0,江苏,-,6/23/1997,0,0,-0.38,-0.69,-3.17,0.34,0.18,0.029,0.266,-0.795,0.019,-0.388,-0.364,0.035,-0.233,0,0,-0.126666667,0.183,0,-,0,10000,0,-1.692167577,0,0,#DIV/0!,414440628.3,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
600075.SH, 新疆天业,5.66,新疆,化工,6/17/1997,1.06,0.65,0.03,0.51,0.55,0.89,0.09,0.09,-0.49,-0.16,0.22,0.2541,0.0157,0.1316,0.6188,0,0,0.58,0.356666667,5.6285,是,1,9.75862069,10.42145643,0.626168224,0.83664008,5.744894006,1.01,10022169506,0,1,0,1,1,1,1,1,5.65
600076.SH, 康欣新材,3.03,山东,轻工制造,5/26/1997,0.02,-0.16,0.38,0.45,0.451,0.37,0.45,-0.03,0.14,0.1,-0.06,-0.06,0.02,-0.1,-0.42,0,0,0.08,0.263333333,3.5967,-,0,37.875,0,-0.696202532,1.973246479,1.958400127,0.84,4221866172,0,0,0,1,1,1,1,0,3.63
600077.SH, 宋都股份,3.11,浙江,房地产,5/20/1997,-0.31,0.27,0.44,0.31,0.12,-0.15,0.06,0.03,0.34,0.36,0.78,0.07,-0.1645,-0.12,0.109,0,0,0.133333333,-0.02,3.2224,-,0,23.325,0,-7.666666667,1.147420723,0.207749426,0.97,4556415908,0,0,0,1,1,1,1,0,3.08
600078.SH, *ST澄星,12.88,江苏,化工,6/27/1997,3.04,-3.34,0.09,0.03,0.09,0.091,0.027,0.034,0.036,0.049,0.084,0.083,0.1,0.194,0.139,0,0,-0.07,0.050666667,2.1994,-,0,10000,0,-2.381578947,0.719996763,0.252596485,5.86,8944733624,0,0,0,1,0,1,0,0,3.95
600079.SH, 人福医药,23.02,湖北,医药生物,6/6/1997,0.86,0.83,0.58,-1.81,1.53,0.63,0.52,0.85,0.83,0.82,0.62,0.46,0.48,0.2,0.18,0,0,0.756666667,0.666666667,8.0505,是,1,30.42290749,0,0.135,1.213810134,1.168376958,2.86,27549923088,0,0,0,1,0,1,0,0,33.88
600080.SH, ST金花,8.7,陕西,医药生物,6/12/1997,-0.05,0.11,0.07,0.1076,0.1751,0.0894,0.0832,0.1014,0.1493,0.145,0.5423,0.1099,-0.0478,-0.1742,0.1088,0,0,0.043333333,0.091333333,4.437,-,0,200.7692308,0,-0.525547445,5.67446071,-9.815976035,1.96,2844319572,0,0,1,1,0,1,0,0,5.59
600081.SH, 东风科技,11.34,上海,汽车,7/3/1997,0.6578,0.3143,0.4714,0.4685,0.4441,0.3721,0.4884,0.6472,0.5457,0.309,0.4386,0.5226,0.0968,-0.2248,0.0147,0,1,0.481166667,0.502566667,6.6693,是,1,23.56771735,0,-0.042581415,1.13290884,17.1773271,1.7,4986440393,0,0,0,1,0,1,0,0,17.72
600082.SH, 海泰发展,3.85,天津,房地产,6/20/1997,0.0156,0.0511,0.0232,0.0227,0.0221,-0.127,0.0161,0.0631,0.06,0.07,0.13,0.1,0.14,0.43,0.38,0,0,0.029966667,-0.015933333,2.7046,-,0,128.4760845,0,-2.880753138,2.91328705,4.687564042,1.42,2125721068,0,0,1,1,1,1,1,0,3.03
600083.SH, *ST博信,8.13,江苏,综合,6/6/1997,0.054,0.0472,-0.0292,-0.228,0.0366,0.013,0.049,0.025,0.033,-0.028,0.072,-0.02,-0.047,0.005,0.1761,0,0,0.024,0.029,0.0981,-,0,338.75,0,-0.172413793,0.546326876,1.036336123,82.87,1982600000,0,0,0,1,0,1,0,0,5.69
600084.SH, *ST中葡,7.38,新疆,食品饮料,7/11/1997,0.015,-0.0502,0.0133,-0.1399,-0.08,0.0113,0.0138,0.0129,0.0194,0.0123,-0.23,0.09,-0.39,-0.653,0.016,0,0,-0.0073,0.012666667,1.9208,-,0,10000,0,-1.576315789,10.61194312,-21.87636812,3.84,8203205859,0,0,1,1,0,1,0,0,2.27
600085.SH, 同仁堂,48.53,北京,医药生物,6/25/1997,0,0,0,0,0,0,0.639,0.562,0.487,0.438,0.336,0.659,0.548,0.497,0,0,0,0,0.400333333,7.7537,是,1,10000,0,-1,2.883619323,-1.317229913,6.26,60879564930,1,0,1,1,0,1,0,0,23.9
600086.SH, 退市金钰,0,湖北,-,6/6/1997,0,0,-1.0567,-1.2729,0.1712,0.1858,0.2308,0.2802,0.4461,0.455,0.2222,0.1631,0.0345,0.0161,0.0389,0,0,-0.352233333,0.232266667,0,-,0,10000,0,-2.516504018,0,0,#DIV/0!,216000000,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0.86
600087.SH, 退市长油,0,江苏,交通运输,6/12/1997,0.06,0.28,0.1747,0.0717,0.0817,0.1114,0.1249,-0.0838,-1.7446,-0.365,-0.2268,0.0055,0.0026,0.3701,0.5359,0,0,0.171566667,0.050833333,1.1888,-,0,0,0,2.375081967,1.677835072,6.471809881,0,4027810594,0,1,0,1,1,1,1,1,0
600088.SH, 中视传媒,9.8,上海,传媒,6/16/1997,-0.005,-0.269,0.226,0.288,0.248,-0.376,0.08,0.159,0.204,0.136,0.221,0.241,0.484,0.229,0.226,0,0,-0.016,-0.045666667,2.6813,-,0,10000,0,-0.649635036,2.138794836,-1.728501451,3.65,3495839256,0,0,1,1,0,1,0,0,11.9
600089.SH, 特变电工,21.41,新疆,电气设备,6/18/1997,1.8813,0.5907,0.4695,0.4905,0.61,0.6785,0.5816,0.524,0.504,0.3721,0.4664,0.8598,0.8505,0.8447,0.6306,0,1,0.9805,0.5947,10.5631,是,1,21.83579806,0,0.648730452,1.375148273,1.308448965,2.03,85520296600,1,0,0,1,0,1,0,0,10.15
600090.SH, *ST济堂,0,新疆,医药生物,6/16/1997,0,-1.57,0.36,0.37,0.36,0.38,0.035,0.103,0.291,0.039,0.159,0.107,0.014,0.2127,0.1972,0,0,-0.403333333,0.172666667,0,-,0,10000,0,-3.335907336,0,0,#DIV/0!,388708995.2,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,1.37
600091.SH, *ST明科,0,内蒙古,化工,7/4/1997,-0.1187,-0.04,0.02,0.01,0.01,0.03,0.1,-0.48,-0.33,0.04,-0.43,0.04,-2.85,-0.59,0.03,0,0,-0.046233333,-0.116666667,1.9186,-,0,10000,0,-0.603714286,6.319712778,-16.70192324,0,332433518.2,0,0,1,1,1,1,1,1,1.8
600092.SH, S*ST精密,0,陕西,-,6/26/1997,0,0,0,0,0,0,0,-0.04,-0.07,-0.08,-0.06,-0.09,-0.11,-0.13,-0.12,-0.13,0,0,-0.013333333,0,-,0,10000,0,-1,0,0,#DIV/0!,250748352,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
600093.SH, 易见股份,0,云南,非银金融,6/26/1997,-0.64,0,0.789,0.73,0.73,0.54,0.463,0.11,0.16,0.062,0.067,0.008,0.0084,-0.175,0.0084,0,0,0.049666667,0.371,-4.4293,-,0,0,0,-0.866127583,0.225252786,-1.522789018,0,561223750,0,1,0,1,1,1,1,1,8.01
600094.SH, 大名城,3.44,上海,房地产,7/3/1997,-0.1668,0.1811,0.3004,0.2225,0.5704,0.3949,0.2273,0.2111,0.169,0.125,0.4608,0.0033,0.0025,1.34,-1.607,0,0,0.1049,0.277766667,5.088,-,0,32.79313632,0,-0.622344894,1.691420148,0.878845013,0.68,8143819438,0,0,0,1,1,1,1,1,4.02
600095.SH, 湘财股份,7.99,黑龙江,非银金融,7/8/1997,0.1764,0.136,0.0297,0.0419,0.058,0.0426,0.0404,0.032,0.0918,0.0678,0.0595,0.0379,-0.2319,0.0289,0.0896,0,1,0.114033333,0.038333333,4.3997,是,1,70.0672318,78.22817197,1.974782609,1.536447044,1.524814895,1.82,19299518906,0,0,0,1,0,1,0,0,14.6
600096.SH, 云天化,21.69,云南,化工,7/9/1997,1.979,0.1918,0.1064,0.0929,0.1528,-2.5668,0.0896,-2.2881,0.3795,-0.7607,0.2594,0.3082,0.1325,1.18,1.22,0,0,0.759066667,-1.588433333,5.5589,-,0,28.57456526,0,-1.477871278,0.711589607,0.210885125,3.9,43272003690,0,0,0,1,0,1,0,0,6.07
600097.SH, 开创国际,9.91,上海,农林牧渔,6/19/1997,0.79,0.59,0.71,0.58,0.51,0.04,-0.55,0.52,0.51,0.64,0.32,0.1339,0.7508,1.8,0.03,0,0,0.696666667,0.003333333,8.1967,是,1,14.22488038,0,208,3.114556557,-2.542071348,1.21,2252756827,0,1,1,1,1,1,1,1,10.22
600098.SH, 广州发展,5.75,广东,公用事业,7/18/1997,0.0744,0.3387,0.2959,0.2571,0.2489,0.2454,0.4778,0.4477,0.3749,0.3429,0.1865,0.3625,0.345,0.1757,0.5296,0,1,0.236333333,0.3903,6.5446,是,1,24.33004231,0,-0.394482876,1.106218064,1.190653846,0.88,19385983722,0,0,0,1,1,1,1,1,6.52
600099.SH, 林海股份,10.05,江苏,汽车,7/4/1997,0.04,0.0352,0.0265,0.0121,0.0088,0.0142,0.01,0.01,0.0018,0.0022,0.0149,0.015,0.0102,0.0192,0.0552,0,1,0.0339,0.0114,2.2471,-,0,296.460177,0,1.973684211,2.722008809,-3.800510279,4.47,1842799200,0,0,1,1,0,1,0,0,6.15
600100.SH, 同方股份,4.62,北京,计算机,6/27/1997,-0.61,0.0346,0.1004,-1.309,0.035,1.4516,0.44,0.34,0.3262,0.3051,0.36,0.4867,0.3597,0.2672,0.74,0,0,-0.158333333,0.743866667,4.7469,-,0,10000,0,-1.212851766,1.011399917,0.608025754,0.97,14741309937,0,0,0,1,1,1,1,0,6.2
600101.SH, 明星电力,9.27,四川,公用事业,6/27/1997,0.2925,0.1662,0.2365,0.31,0.3,0.26,0.27,0.3,0.51,0.34,0.68,0.47,0.53,0.28,0.27,0,1,0.231733333,0.276666667,6.0007,是,1,40.00287687,0,-0.162409639,1.406610308,-3.848152584,1.54,3687535863,0,0,0,1,0,1,0,0,5.93
600102.SH, 莱钢股份,0,山东,-,8/28/1997,0,0,0,0,0,0,0,0,0,0,0,0.134,0.105,0.286,1.236,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,6575807146,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
600103.SH, 青山纸业,2.37,福建,轻工制造,7/3/1997,0.0851,0.0332,0.0553,0.0873,0.0594,0.0363,-0.138,0.0258,0.0162,-0.3014,0.0117,0.0522,-0.1878,0.0056,0.0352,0,0,0.057866667,-0.0253,1.5857,-,0,40.9562212,0,-3.287220026,2.61283715,7.187568195,1.49,5580079093,0,0,1,1,1,1,1,0,1.89
600104.SH, 上汽集团,15.06,上海,汽车,11/25/1997,0,0,0,0,0,0,0,0,0,0,1.834,1.611,1.006,0.1,0.704,0,0,0,0,23.4326,是,1,10000,0,-999,1.13429849,1.495151773,0.64,1.75E+11,1,0,0,1,1,1,1,0,24.44
600105.SH, 永鼎股份,3.79,江苏,通信,9/29/1997,0.09,-0.43,0.02,0.16,0.31,0.27,0.4,0.38,0.47,0.03,0.11,0.52,0.52,0.1,0.15,0,0,-0.106666667,0.35,1.9762,-,0,10000,0,-1.304761905,1.010602309,1.37198356,1.92,4842048249,0,0,0,1,0,1,0,0,3.74
600106.SH, 重庆路桥,5.4,重庆,交通运输,6/18/1997,0.19,0.17,0.21,0.2,0.28,0.33,0.25,0.272,0.3024,0.2564,0.7834,0.2951,0.2213,0.2274,0.334,0,1,0.19,0.284,3.4323,是,1,28.42105263,0,-0.330985915,2.482087518,11.63956036,1.57,6897640072,0,0,1,1,0,1,0,0,2.68
600107.SH, 美尔雅,7.14,湖北,纺织服装,11/6/1997,0.06,0.36,0.1096,0.02,0.01,0.01,0.01,-0.02,0.03,0.04,0.078,0.04,0.038,0.05,0.05,0,0,0.176533333,0,2.1077,-,0,40.44561934,0,-999,1.411667664,10.52049144,3.39,3157200000,0,0,0,1,0,1,0,0,9.15
600108.SH, 亚盛集团,3.22,甘肃,农林牧渔,8/18/1997,0.0369,-0.4379,0.0414,0.0435,0.0503,0.0388,0.0632,0.1059,0.1954,0.2413,0.0637,0.0749,0,0.0473,0,0,0,-0.119866667,0.0693,2.0843,是,1,10000,0,-2.72967773,1.853534398,0.44310926,1.54,6308004992,0,0,0,1,0,1,0,0,3.7
600109.SH, 国金证券,9.19,四川,非银金融,8/7/1997,0.766,0.616,0.429,0.334,0.397,0.429,0.801,0.323,0.245,0.274,0.232,0.438,0.516,1.512,1.322,0,1,0.603666667,0.517666667,8.0748,是,1,15.22363335,0,0.166130071,0,0,1.14,29906605259,0,0,0,1,1,1,1,1,16.27
600110.SH, 诺德股份,9.2,吉林,电子,10/7/1997,0.2899,0.0046,-0.106,0.0845,0.1652,0.023,0.1257,-0.2279,0.0048,0.0045,-0.0595,0.0274,0.0061,0.0569,0.1157,0,0,0.062833333,-0.0264,2.7483,是,1,146.4190981,0,-3.380050505,1.185856246,1.508398427,3.35,15484970880,0,0,0,1,0,1,0,0,9.25
600111.SH, 北方稀土,25.9,内蒙古,有色金属,9/24/1997,1.4191,0.2303,0.1697,0.1607,0.11,0.025,0.09,0.265,0.65,0.62,2.87,0.93,0.069,0.209,0.7634,0,1,0.606366667,0.126666667,4.2246,是,1,42.71342972,0,3.787105263,2.662234864,2.621768683,6.13,1.05E+11,1,0,1,1,0,1,0,0,13.09
600112.SH, *ST天成,5.4,贵州,电气设备,11/27/1997,0.3549,-0.3839,-1.7396,0.0337,0.0388,-0.1943,-0.3468,0.0312,0.0143,0.147,0.1556,0.197,0.3003,0.1825,0.1274,0,0,-0.589533333,-0.169966667,0.2617,-,0,10000,0,2.46852324,0.25580551,0.368104588,20.63,2372894582,0,0,0,1,0,1,0,0,1.19
600113.SH, 浙江东日,7.09,浙江,商业贸易,10/21/1997,1.59,0.07,0.35,0.33,0.3,0.31,0.29,0.05,0.06,0.09,0.23,0.25,0.19,0.13,0.12,0,1,0.67,0.216666667,5.1171,是,1,10.58208955,15.13644385,2.092307692,2.178437731,-20.11236183,1.39,2797731888,0,1,1,1,1,1,1,1,6.56
600114.SH, 东睦股份,9.77,浙江,有色金属,5/11/2004,0.04,0.14,0.49,0.51,0.7,0.45,0.42,0.34,0.36,0.19,0.3,0.24,-0.04,0.06,0.11,0,1,0.223333333,0.403333333,4.1878,是,1,43.74626866,119.3627341,-0.446280992,1.266013031,0.799227332,2.33,5393355424,0,0,0,1,0,1,0,0,7.8
600115.SH, 东方航空,5.19,上海,交通运输,11/5/1997,-0.7272,-0.72,0.21,0.19,0.44,0.33,0.36,0.27,0.2,0.3042,0.4334,0.4826,0.0839,-2.86,0.12,0,0,-0.4124,0.32,2.7219,-,0,10000,0,-2.28875,0.324946735,0.266583133,1.91,93994711588,1,0,0,1,0,1,0,0,4.68
600116.SH, 三峡水利,9,重庆,公用事业,8/4/1997,0.45,0.41,0.19,0.22,0.35,0.23,0.64,0.53,0.39,0.31,0.25,0.27,0.24,0.23,0.2,0,1,0.35,0.466666667,5.7129,是,1,25.71428571,0,-0.25,0.948848155,1.137561526,1.58,18260964733,0,0,0,1,0,1,0,0,8.42
600117.SH, 西宁特钢,3.29,青海,钢铁,10/15/1997,-1.1,0.06,0.09,-1.96,0.06,0.09,-2.18,0.06,-0.1,0.04,0.44,0.31,0.05,0.0237,0.4068,0,0,-0.316666667,-0.676666667,0.2689,-,0,10000,0,-0.532019704,0.547785634,-0.059901456,12.24,3542950874,0,0,0,1,0,1,0,0,3.79
600118.SH, 中国卫星,23.3,北京,国防军工,9/8/1997,0.2,0.3,0.28,0.35,0.35,0.34,0.32,0.3,0.28,0.3,0.33,0.3,0.56,0.6,0.39,0,1,0.26,0.32,5.1008,是,1,89.61538462,0,-0.1875,1.99910788,-2.91791701,4.57,25222493250,0,0,0,1,0,1,0,0,32.18
600119.SH, ST长投,6.65,上海,交通运输,1/15/1998,-0.37,-0.32,0.2,-2.19,-0.3,0.46,0.28,0.1326,0.12,0.11,0.06,0.0423,0.0429,0.0053,0.04,0,0,-0.163333333,0.290866667,0.5786,-,0,10000,0,-1.561540225,1.492721755,7.338264686,11.49,2293897924,0,0,0,1,0,1,0,0,7.64
600120.SH, 浙江东方,3.73,浙江,非银金融,12/1/1997,0.23,0.4054,0.5046,0.8,1.1,1.31,1.16,1.22,1.2,0.79,0.43,0.41,0.21,0.17,0.24,0,1,0.38,1.23,4.5908,是,1,9.815789474,27.36656712,-0.691056911,1.462162383,8.545619861,0.81,12807680595,0,1,0,1,1,1,1,1,5.97
600121.SH, 郑州煤电,5.71,河南,采掘,1/7/1998,-0.1764,-0.7748,-0.7566,0.1502,0.618,-0.6203,-0.536,0.06,0.05,0.43,0.18,0.21,0.18,0.3,0.3,0,0,-0.569266667,-0.365433333,1.2986,-,0,10000,0,0.557785278,0.481037826,0.250106013,4.4,6823107413,0,0,0,1,0,1,0,0,9.32
600122.SH, *ST宏图,1.79,江苏,商业贸易,4/20/1998,-0.29,-1.91,-2.36,-1.76,0.53,0.39,0.3652,0.32,0.2446,0.208,0.1773,0.4885,0.4502,0.4526,0.1747,0,0,-1.52,0.3584,0.0583,-,0,10000,0,-5.241071429,1.042911392,-0.006441339,30.7,2177525698,0,0,0,1,0,1,0,0,1.07
600123.SH, 兰花科创,14.29,山西,采掘,12/17/1998,2.0593,0.328,0.5802,0.946,0.6842,-0.5778,0.012,0.0585,0.8765,1.6307,2.9108,2.3008,2.2243,2.4531,1.4135,0,0,0.989166667,-0.1691,11.4356,是,1,14.44650379,0,-6.8495959,0.594581285,0.897375587,1.25,16884672000,0,1,0,1,1,1,1,1,5.73
600125.SH, 铁龙物流,5.73,辽宁,交通运输,5/11/1998,0,0.307,0.348,0.389,0.253,0.185,0.215,0.262,0.323,0.354,0.386,0.474,0.347,0.293,0.362,0,0,0.218333333,0.220666667,4.9286,是,1,26.24427481,0,-0.010574018,3.907313444,-19.99271362,1.16,7010652463,0,0,1,1,1,1,1,0,6.02
600126.SH, 杭钢股份,4.33,浙江,钢铁,3/11/1998,0.49,0.34,0.27,0.57,0.69,0.32,-1.3,0.01,0.02,-0.45,0.36,0.42,0.17,0.04,0.55,0,0,0.366666667,-0.323333333,6.0841,是,1,11.80909091,0,-2.134020619,1.834935802,-3.425247914,0.71,14251737930,0,1,0,1,1,1,1,1,5.29
600127.SH, 金健米业,8.09,湖南,农林牧渔,5/6/1998,-0.04,0.03,0.02,-0.08,0.02,0.02,-0.27,0.0191,0.02,0.01,-0.1231,0.0104,0.007,-0.3652,0.023,0,0,0.003333333,-0.076966667,1.1148,-,0,2427,0,-1.043308792,1.102630426,0.59222163,7.26,5442321689,0,0,0,1,0,1,0,0,11.25
600128.SH, 弘业股份,8.27,江苏,综合,9/1/1997,0.1346,0.13,0.1433,-0.2844,0.0497,0.0927,0.2683,0.2859,0.2787,0.2648,0.3917,0,0,0.1561,0.172,0,0,0.135966667,0.215633333,8.4485,是,1,60.82373131,0,-0.369454321,1.262259614,8.643195646,0.98,1974140000,0,0,0,1,1,1,1,0,6.45
600129.SH, 太极集团,31.73,重庆,医药生物,11/18/1997,-0.94,0.12,-0.13,0.13,0.23,2,0.5434,-0.65,0.03,-0.52,0.0484,-0.3785,0.1148,0.0716,0.25,0,0,-0.316666667,0.631133333,4.897,-,0,10000,0,-1.501742896,0.745339482,0.288267866,6.48,13198310633,0,0,0,1,0,1,0,0,13.33
600130.SH, 波导股份,4.69,浙江,通信,7/6/2000,0.06,0.04,0.04,0.04,-0.2,0.04,0.08,0.1,0.09,0.09,0.08,0.06,0.02,-0.22,-0.77,0,0,0.046666667,0.073333333,1.2774,-,0,100.5,0,-0.363636364,4.624727969,-2.807839942,3.67,3056640000,0,0,1,1,0,1,0,0,3.75
600131.SH, 国网信通,16.95,四川,公用事业,4/2/1998,0.57,0.54,0.44,0.2,0.16,0.33,0.25,0.31,-0.32,0.14,0.25,0.28,-0.11,-0.6,0.26,0,0,0.516666667,0.296666667,4.293,是,1,32.80645161,0,0.741573034,1.48770502,-4.340036347,3.95,15910701381,0,0,0,1,0,1,0,0,14.23
600132.SH, 重庆啤酒,117.03,重庆,食品饮料,10/30/1997,2.41,2.23,1.36,0.83,0.68,0.37,-0.14,0.15,0.33,0.33,0,0,0.37,0.34,0.43,0,0,2,0.126666667,3.6253,是,1,58.515,0,14.78947368,0.633398363,1.036490891,32.28,50841174350,1,0,0,1,0,1,0,0,118.99
600133.SH, 东湖高新,5.86,湖北,建筑装饰,2/12/1998,0.5569,0.8709,0.2193,0.4414,1.4395,0.2296,0.2239,0.4661,-0.752,0.0255,0.0318,0.0355,0.26,0.1119,0.1167,0,0,0.549033333,0.306533333,7.3454,是,1,10.6733046,0,0.791104828,1.433248241,0.432673091,0.8,4527049771,0,1,0,1,1,1,1,1,5.56
600135.SH, 乐凯胶片,7.64,河北,轻工制造,1/22/1998,0.0982,0.0679,0.1707,0.0395,0.1588,0.1103,0.1015,0.0806,0.0706,0.0792,-0.1635,0.0095,0.006,0.004,0.11,0,1,0.112266667,0.097466667,4.7246,是,1,68.05225653,0,0.151846785,3.868294144,-6.047720922,1.62,3779087486,0,0,1,1,0,1,0,0,7.23
600136.SH, 当代文体,2.1,湖北,传媒,3/3/1998,-1.67,-3.29,0.22,0.37,0.26,0.25,0.35,0.01,0.01,0.05,0.11,0.1,0.37,0.21,0.38,0,0,-1.58,0.203333333,1.1189,-,0,10000,0,-8.770491803,0.537056488,-0.803098819,1.88,1338776647,0,0,0,1,0,1,0,0,6.84
600137.SH, 浪莎股份,16.05,四川,纺织服装,4/16/1998,0.208,0.183,0.163,0.3,0.236,0.138,-0.213,0.02,0.084,0.11,0.36,0.45,0.35,0.37,5.21,0,0,0.184666667,-0.018333333,5.3954,是,1,86.9133574,0,-11.07272727,3.684561771,-1.395445371,2.97,1396044564,0,0,1,1,0,1,0,0,13.7
