Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,,
002709.SZ, 天赐材料,48.15,广东,化工,1/23/2014,2.34,0.98,0.03,1.35,0.92,1.23,0.82,0.52,0.82,0.64,0.47,0.44,0.44,0.35,0,0,1,1.116666667,0.856666667,7.4561,是,1,43.11940299,21.78953799,0.303501946,1.505370054,7.35824817,6.46,85928863041,1,0,0,1,0,1,0,0,103.8
002711.SZ, *ST欧浦,0,广东,交通运输,1/27/2014,0,-0.05,0.05,-3.96,0.2,0.34,0.49,0.86,1,1.01,0.82,0.63,0.35,0,0,0,0,0,0.563333333,0,-,0,10000,0,-1,0,0,#DIV/0!,337942528,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0.77
002712.SZ, 思美传媒,4.64,浙江,传媒,1/23/2014,0.1021,-2.0427,0.0822,0.05,0.75,0.51,1.01,0.84,1.15,1.3,1.23,0.96,0.58,0,0,0,0,-0.619466667,0.786666667,3.3913,-,0,10000,0,-1.787457627,2.607222054,-4.677743253,1.37,2673531445,0,0,1,1,1,1,1,0,4.88
002713.SZ, 东易日盛,6.07,北京,建筑装饰,2/19/2014,0.18,0.43,-0.6,0.97,0.86,0.69,0.39,0.96,1.05,0.73,0.69,0.39,0.35,0,0,0,0,0.003333333,0.68,2.3244,-,0,1821,0,-0.995098039,0.764837047,-5.070101573,2.61,2466877442,0,0,0,1,0,1,0,0,7.89
002714.SZ, 牧原股份,48.9,河南,农林牧渔,1/28/2014,1.28,7.39,2.82,0.17,2.12,2.25,1.23,0.33,1.43,1.56,1.68,0.43,0.47,0,0,0,1,3.83,1.27,9.6676,是,1,12.76762402,0,2.015748031,0.623183881,1.171988971,5.06,3.13E+11,1,1,0,1,0,1,0,0,77.1
002715.SZ, 登云股份,21.27,广东,汽车,2/19/2014,0.0499,0.1112,0.0405,0.11,0.1,0.09,-0.58,0.21,0.51,0.57,0.63,0.49,0.34,0,0,0,0,0.0672,-0.093333333,3.727,-,0,316.5178571,0,-1.72,1.47565927,5.085249477,5.71,2510220000,0,0,0,1,0,1,0,0,17.55
002716.SZ, *ST金贵,3.43,湖南,有色金属,1/28/2014,0.0068,0.1006,-4.53,0.12,0.47,0.29,0.23,0.52,0.91,0.96,1.06,0.77,0.43,0,0,0,0,-1.4742,0.346666667,0.9096,-,0,10000,0,-5.2525,1.557156855,1.820235132,3.77,6299865401,0,0,0,1,0,1,0,0,2.61
002717.SZ, 岭南股份,3.13,广东,建筑装饰,2/19/2014,0.03,-0.28,0.2,0.77,1.22,0.66,0.51,0.73,1.29,1.1,0.98,0.87,0.59,0.49,0,0,0,-0.016666667,0.633333333,2.7995,-,0,10000,0,-1.026315789,1.053827143,1.006648506,1.12,5105235341,0,0,0,1,1,1,1,0,3.59
002718.SZ, 友邦吊顶,15.17,浙江,建筑材料,1/28/2014,-2.53,0.64,0.73,1.19,1.47,1.48,1.46,2.05,1.92,1.36,1.41,1.24,0,0,0,0,0,-0.386666667,1.663333333,7.4231,-,0,10000,0,-1.23246493,0.839657655,2.362495229,2.04,1959887130,0,0,0,1,0,1,0,0,15.29
002719.SZ, *ST麦趣,8.21,新疆,食品饮料,1/28/2014,0.106,0.3029,-0.75,-0.8851,0.17,0.26,0.6553,0.46,0.74,0.77,0.69,0.59,0.53,0,0,0,0,-0.1137,0.458433333,5.0566,是,1,10000,0,-1.248018614,1.310430227,-14.90371489,1.62,1272959431,0,0,0,1,0,1,0,0,7.59
002721.SZ, 金一文化,3.17,北京,轻工制造,1/27/2014,-1.35,-2.99,0.07,-0.07,0.27,0.27,0.24,0.41,0.73,0.55,0.5,0.32,0.12,0,0,0,0,-1.423333333,0.306666667,1.1706,-,0,10000,0,-5.641304348,1.050317659,0.038045687,2.71,3014167254,0,0,0,1,0,1,0,0,3.15
002722.SZ, 金轮股份,13.42,江苏,机械设备,1/28/2014,0.73,0.19,0.34,0.69,0.49,0.73,0.46,0.26,0.47,0.5,0.57,0.4,0.19,0,0,0,1,0.42,0.483333333,11.1856,是,1,31.95238095,0,-0.131034483,2.220743174,2.501896461,1.2,2237423767,0,0,1,1,1,1,1,0,11.68
002723.SZ, 金莱特,13.4,广东,家用电器,1/29/2014,0.0661,0.1345,0.203,-0.4828,0.0411,0.0353,0.2287,0.4472,0.5783,0.8857,0.7934,0.7452,0.7986,0,0,0,0,0.134533333,0.237066667,3.8486,-,0,99.60356789,0,-0.432508436,1.797406158,-26.73374149,3.48,3991267414,0,0,0,1,0,1,0,0,13.55
002724.SZ, 海洋王,8.96,广东,电子,11/4/2014,0.5031,0.4011,0.3574,0.2638,0.2533,0.2781,0.1681,0.479,0.4928,0.48,0.5426,0.5369,0.3432,0,0,0,1,0.420533333,0.3084,3.7313,是,1,21.30627774,0,0.36359706,3.841286758,-8.101147935,2.4,8617118472,0,0,1,1,0,1,0,0,7.4
002725.SZ, 跃岭股份,8.93,浙江,汽车,1/29/2014,0.0276,-0.03,0.13,0.18,0.1,0.28,0.35,0.96,1.37,1.26,1.19,0.85,0.71,0,0,0,0,0.042533333,0.53,4.0637,是,1,209.9529781,90.64943783,-0.919748428,1.665049497,11.22685429,2.2,2557440000,0,0,0,1,0,1,0,0,8.17
002726.SZ, 龙大肉食,9.42,山东,食品饮料,6/26/2014,-0.57,0.81,0.24,0.23,0.25,0.53,0.27,0.54,0.71,0.65,0.72,0.67,0.69,0,0,0,0,0.16,0.446666667,2.8394,-,0,58.875,0,-0.641791045,1.355273949,1.721309958,3.32,9770936941,0,0,0,1,0,1,0,0,12.8
002727.SZ, 一心堂,37.25,云南,医药生物,7/2/2014,1.556,1.3781,1.0628,0.9177,0.812,0.6788,1.331,1.305,0,0,0,0,0,0,0,0,0,1.3323,1.104933333,11.0331,是,1,27.95916836,19.40726417,0.205774104,1.307377895,8.222643629,3.38,14126871443,0,0,0,1,0,1,0,0,33.31
002728.SZ, 特一药业,31.73,广东,医药生物,7/31/2014,0.62,0.22,0.84,0.78,0.53,0.47,0.41,0.94,1.07,1.05,0.93,0.66,0.35,0,0,0,1,0.56,0.606666667,5.4481,是,1,56.66071429,113.5185657,-0.076923077,1.434393457,1.607807923,5.82,2566769613,0,0,0,1,0,1,0,0,11.89
002729.SZ, 好利来,31.33,福建,电子,9/12/2014,0.26,0.16,0.32,0.31,0.34,0.32,0.45,0.64,0.83,0.77,0.64,0,0,0,0,0,1,0.246666667,0.47,4.7335,是,1,127.0135135,0,-0.475177305,3.925599958,-5.761320283,6.62,6103353760,0,0,1,1,0,1,0,0,46.54
002730.SZ, 电光科技,8.08,浙江,机械设备,10/9/2014,0.27,0.17,0.13,0.18,0.17,0.12,0.37,0.45,0.57,0.7,0.7,0,0,0,0,0,1,0.19,0.313333333,3.2901,是,1,42.52631579,0,-0.393617021,3.443770332,-14.35866579,2.46,2940088626,0,0,1,1,0,1,0,0,9.38
002731.SZ, 萃华珠宝,17.71,辽宁,轻工制造,11/4/2014,0.13,0.11,0.15,0.2,0.42,0.39,0.4,0.82,0.98,0.77,0.68,0,0,0,0,0,1,0.13,0.536666667,5.0371,是,1,136.2307692,0,-0.757763975,1.454144124,1.776063021,3.52,4001156720,0,0,0,1,0,1,0,0,6.87
002732.SZ, 燕塘乳业,21.78,广东,食品饮料,12/5/2014,1,0.67,0.79,0.27,0.77,0.67,0.61,0.65,0.59,0.55,0.43,0,0,0,0,0,1,0.82,0.643333333,7.5085,是,1,26.56097561,0,0.274611399,1.314055141,-7.265523,2.9,2785095000,0,0,0,0,0,0,0,0,22.36
002733.SZ, 雄韬股份,18.23,广东,电气设备,12/3/2014,-1.1,0.19,0.49,0.27,0.1,0.37,0.43,0.94,0.82,0.83,0.79,0,0,0,0,0,0,-0.14,0.58,6.3215,-,0,10000,0,-1.24137931,1.385550828,3.008039883,2.88,6812130407,0,0,0,1,0,1,0,0,20.8
002734.SZ, 利民股份,10.18,江苏,化工,1/27/2015,0.87,1.05,1.18,0.74,0.83,0.83,0.53,0.64,0.7,0.84,0.86,1.22,1.09,0.83,0,0,1,1.033333333,0.666666667,6.8469,是,1,9.851612903,35.99008088,0.55,1.02930788,1.108619352,1.49,3625054745,0,1,0,0,1,0,0,1,12.71
002735.SZ, 王子新材,24,广东,轻工制造,12/3/2014,0.4,0.6,0.39,0.59,0.48,0.46,0.33,0.53,0.66,0.69,0.63,0,0,0,0,0,1,0.463333333,0.44,4.1134,-,0,51.79856115,0,0.053030303,1.595835942,32.20606832,5.83,4278504723,0,0,0,1,0,1,0,0,36.29
002736.SZ, 国信证券,9.12,广东,非银金融,12/29/2014,0.97,0.72,0.56,0.38,0.52,0.56,1.7,0.7,0.3,0.26,0.26,0,0.6,0.28,0,0,1,0.75,0.986666667,8.0011,是,1,12.16,0,-0.239864865,0,0,1.14,85069999986,1,1,0,0,1,0,0,1,13.64
002737.SZ, 葵花药业,27.66,黑龙江,医药生物,12/30/2014,1.21,1,0.97,0.96,1.45,1.04,1.05,2.75,2.4,2.14,1.74,0,0,0,0,0,1,1.06,1.613333333,6.3517,是,1,26.09433962,57.7143507,-0.342975207,2.708695235,-3.523556255,4.35,10044800000,0,0,1,0,0,0,0,0,14.67
002738.SZ, 中矿资源,77.38,北京,有色金属,12/30/2014,1.5432,0.6265,0.5206,0.5231,0.2847,0.2851,0.4,0.5,0.54,0.75,0.98,0,0.57,0.45,0.38,0,1,0.896766667,0.395033333,12.4533,是,1,86.2877746,5.833966033,1.270103789,2.725057146,-5.473713003,6.21,44075337268,0,0,1,0,0,0,0,0,26.47
002739.SZ, 万达电影,13.89,北京,传媒,1/22/2015,0.0477,-3.1589,-2.2751,0.735,1.2907,1.1636,1.07,1.602,1.21,0.78,0.61,0,0,0,0,0,0,-1.795433333,1.278533333,4.0023,-,0,10000,0,-2.404291376,0.989762581,-0.160149994,3.47,24278168543,0,0,0,0,0,0,0,0,18.08
002740.SZ, 爱迪尔,3.49,福建,轻工制造,1/22/2015,-1.7,-3.46,-0.71,0.06,0.18,0.19,0.69,1.16,1.21,0.98,0.8,0,0,0,0,0,0,-1.956666667,0.68,0.3037,-,0,10000,0,-3.87745098,1.079683177,0.019876217,11.49,1434833003,0,0,0,0,0,0,0,0,4.99
002741.SZ, 光华科技,19.75,广东,化工,2/16/2015,0.16,0.09,0.04,0.36,0.2475,0.18,0.16,0.75,0.67,0.64,0.61,0,0,0,0,0,1,0.096666667,0.363333333,4.0135,是,1,204.3103448,0,-0.733944954,1.337859563,2.133427324,4.92,7583995125,0,0,0,0,0,0,0,0,12.49
002742.SZ, 三圣股份,4.81,重庆,建筑材料,2/17/2015,-0.7718,0.17,0.289,0.26,0.42,0.55,0.88,1.4,1.42,1.42,1.21,0,0,0,0,0,0,-0.104266667,0.943333333,2.5945,-,0,10000,0,-1.110530035,0.755292425,0.116519333,1.85,2198880000,0,0,0,0,0,0,0,0,6.49
002743.SZ, 富煌钢构,5.84,安徽,建筑装饰,2/17/2015,0.38,0.4,0.27,0.25,0.2,0.18,0.27,0.43,0,0,0,0,0,0,0,0,0,0.35,0.293333333,7.0122,是,1,16.68571429,0,0.193181818,1.280536993,0.846516307,0.83,2467972270,0,0,0,0,1,0,0,1,6.53
002745.SZ, 木林森,8.83,广东,电子,2/17/2015,0.78,0.22,0.38,0.6,1.27,0.96,0.58,1.08,1.08,0.4,0.27,0.83,0.35,0.14,0,0,1,0.46,0.873333333,8.9236,是,1,19.19565217,17.67182987,-0.473282443,1.261218905,3.196735675,0.99,13520755895,0,0,0,0,1,0,0,1,14.59
002746.SZ, 仙坛股份,10.16,山东,农林牧渔,2/16/2015,0.1,0.76,2.16,1.3,0.56,1.49,0.15,0.37,0.4,0.73,1.66,0.91,0,0,0,0,1,1.006666667,0.67,5.1172,是,1,10.09271523,0,0.502487562,3.356443808,-63.68025039,1.99,7762059318,0,1,1,0,0,0,0,1,11.56
002747.SZ, 埃斯顿,24.04,江苏,机械设备,3/20/2015,0.14,0.15,0.08,0.12,0.11,0.27,0.45,0.49,0.6,0.48,0.69,0,0,0,0,0,1,0.123333333,0.403333333,2.9809,是,1,194.9189189,31.78391681,-0.694214876,1.392401442,0.150839732,8.06,16382827043,0,0,0,0,0,0,0,0,29.82
002748.SZ, 世龙实业,11.09,江西,化工,3/19/2015,0.815,-0.591,-0.076,0.2371,0.6273,0.4362,0.3282,0.9119,1.0711,0.898,0.9971,0.6405,0.3513,0,0,0,0,0.049333333,0.558766667,4.8492,-,0,224.7972973,0,-0.911710314,1.170551165,5.738018368,2.29,2887200000,0,0,0,0,0,0,0,0,6.23
002749.SZ, 国光股份,9.33,四川,化工,3/20/2015,0.48,0.3968,0.5443,1.0815,2.4706,1.8566,1.8781,2.06,2.13,1.92,1.69,0,0,0,0,0,1,0.4737,1.931566667,3.0817,是,1,19.69601013,46.48550771,-0.754758659,5.967192514,-1.652866543,3.03,4163018097,0,0,1,0,0,0,0,0,10.92
002750.SZ, 龙津药业,13.26,云南,医药生物,3/24/2015,0.0077,0.0295,-0.0577,0.0346,0.0878,0.2273,0.3152,1.2715,1.5011,2.004,1.3932,0,0,0,0,0,0,-0.006833333,0.604666667,1.5959,-,0,10000,0,-1.011300992,4.610079333,-5.909740752,8.31,4285350000,0,0,1,0,0,0,0,0,8.38
002751.SZ, 易尚展示,8.1,广东,轻工制造,4/24/2015,-3.23,0.35,0.28,0.53,0.34,0.11,0.31,0.67,1.05,1.13,1.04,0,0,0,0,0,0,-0.866666667,0.363333333,6.1267,-,0,10000,0,-3.385321101,0.868389872,0.480107167,1.32,1219238647,0,0,0,0,1,0,0,0,18.39
002752.SZ, 昇兴股份,5.35,福建,轻工制造,4/22/2015,0.1789,0.0164,0.0642,0.05,0.11,0.29,0.33,0.31,0.32,0.3,0.36,0.39,0,0,0,0,1,0.0865,0.31,2.784,是,1,61.84971098,0,-0.720967742,1.022342477,0.94497047,1.92,4884592340,0,0,0,0,0,0,0,0,6.49
002753.SZ, 永东股份,9.1,山西,化工,5/19/2015,0.7883,0.3934,0.2457,0.776,1.0165,0.535,0.5942,0.8056,0.6776,0.8065,0.885,0,0,0,0,0,1,0.4758,0.644933333,5.6876,是,1,19.12568306,25.09546737,-0.262249328,5.273083711,7.792257681,1.6,3262589972,0,0,1,0,0,0,0,0,8.49
002755.SZ, 奥赛康,8.83,北京,医药生物,5/15/2015,0.41,0.78,0.84,0.89,0.11,0.05,0.21,0.49,0.73,0.79,0.65,0,0,0,0,0,1,0.676666667,0.25,3.4678,是,1,13.04926108,0,1.706666667,6.191254119,-2.396343294,2.55,7462409222,0,1,1,0,0,0,0,0,13.06
002756.SZ, 永兴材料,101.74,浙江,钢铁,5/15/2015,2.19,0.71,0.95,1.08,0.98,0.7,1.24,1.76,1.54,1.51,1.54,1.59,1.34,0,0,0,1,1.283333333,1.233333333,12.4059,是,1,79.27792208,22.88122289,0.040540541,3.145038022,-2.58066938,8.2,53180293542,1,0,1,0,0,0,0,0,54.22
002757.SZ, 南兴股份,11.86,广东,机械设备,5/27/2015,0.986,0.8804,1.0361,1.3357,0.9744,0.6073,0.5119,0.77,0.61,0.5,0.66,0,0,0,0,0,1,0.9675,0.629733333,7.5403,是,1,12.25839793,40.56142923,0.536364599,1.990471017,-92.98201253,1.57,3102287087,0,1,0,0,0,0,0,1,15.54
002758.SZ, 浙农股份,15.7,浙江,医药生物,5/27/2015,1.31,0.71,0.12,0.16,0.2,0.29,0.94,1.09,1.08,1.01,1.19,0,0,0,0,0,1,0.713333333,0.773333333,7.2708,是,1,22.00934579,22.9039441,-0.077586207,1.301197815,0.756018567,2.16,5800805695,0,0,0,0,0,0,0,0,11.85
002759.SZ, 天际股份,18.84,广东,家用电器,5/28/2015,1.85,-0.03,0.08,0.19,0.05,0.3,0.69,0.81,0.78,0.7,0.58,0,0,0,0,0,0,0.633333333,0.6,8.4868,是,1,29.74736842,20.51155636,0.055555556,2.0277486,-15.23253444,2.22,8032143467,0,0,1,0,0,0,0,0,16.62
002760.SZ, 凤形股份,20.27,安徽,机械设备,6/11/2015,1.03,0.69,0.75,0.35,-0.97,0.12,0.38,0.56,0.65,0.68,0.73,0,0,0,0,0,0,0.823333333,0.353333333,8.5683,-,0,24.6194332,0,1.330188679,2.072042021,-6.76635726,2.37,2039906656,0,0,1,0,0,0,0,0,16.93
002761.SZ, 多喜爱,23.36,浙江,建筑装饰,6/10/2015,0.9187,0.95,0.85,0.14,0.19,0.18,0.35,0.5,0.67,0.9,0.69,0,0,0,0,0,1,0.906233333,0.343333333,5.2686,是,1,25.77702578,0,1.639514563,0.935489325,0.270086349,4.43,25206037684,0,0,0,0,0,0,0,0,8.22
002762.SZ, 金发拉比,7.78,广东,纺织服装,6/10/2015,0.04,0.09,0.13,0.11,0.45,0.36,0.66,1.85,1.71,1.35,0.96,0,0,0,0,0,1,0.086666667,0.956666667,2.7718,是,1,89.76923077,126.3783539,-0.909407666,4.695595592,-6.080324099,2.81,2718912000,0,0,1,0,0,0,0,0,5.78
002763.SZ, 汇洁股份,8,广东,纺织服装,6/10/2015,0.68,0.53,0.4608,0.43,0.57,0.85,0.88,0.82,0.67,0.62,0.64,0,0,0,0,0,1,0.556933333,0.85,4.6014,-,0,14.36437635,0,-0.344784314,3.487142765,-2.320591048,1.74,3131819360,0,1,1,0,0,0,0,0,7.35
002765.SZ, 蓝黛科技,9.91,重庆,汽车,6/12/2015,0.363,0.01,-0.33,0.01,0.29,0.61,0.41,0.52,0.35,0.49,0.7,0,0,0,0,0,0,0.014333333,0.513333333,3.5028,是,1,691.3953488,13.86875529,-0.972077922,1.533816016,3.024561562,2.83,5528975749,0,0,0,0,0,0,0,0,5.79
002766.SZ, *ST索菱,5.47,广东,计算机,6/11/2015,-0.7945,-3.095,0.0185,-0.74,0.35,0.42,0.41,0.47,0.45,0.49,0.61,0,0,0,0,0,0,-1.290333333,0.433333333,0.7648,-,0,10000,0,-3.977692308,1.410077589,-1.345276405,7.15,4303816782,0,0,0,0,0,0,0,0,4.51
002767.SZ, 先锋电子,11.98,浙江,电气设备,6/12/2015,0.16,0.14,0.18,0.17,0.31,0.3,0.6,0.89,0.86,0.81,0,0,0,0,0,0,1,0.16,0.596666667,5.1495,是,1,74.875,0,-0.731843575,3.008261922,23.94260982,2.33,1546500000,0,0,1,0,0,0,0,0,10.8
002768.SZ, 国恩股份,29.11,山东,化工,6/30/2015,2.37,2.69,1.46,1.16,0.85,0.55,1.03,1.05,0.86,0.76,0.61,0,0,0,0,0,1,2.173333333,0.876666667,12.8146,是,1,13.39417178,10.54722639,1.479087452,1.671237676,0.98342396,2.27,7950337500,0,1,0,0,0,0,0,0,31.32
002769.SZ, 普路通,8.94,广东,交通运输,6/29/2015,0.1,0.18,0.17,0.28,0.18,0.51,1.23,1.94,0.92,0.84,0.94,0,0.59,0.38,1.02,0,1,0.15,1.226666667,3.9457,是,1,59.6,0,-0.877717391,1.514762836,-3.2244693,2.27,3132138473,0,0,0,0,0,0,0,0,6.35
002770.SZ, *ST科迪,0,河南,食品饮料,6/30/2015,0.0631,-1.16,-0.0453,0.12,0.12,0.16,0.4,0.46,0.36,0.41,0,0,0,0,0,0,0,-0.380733333,0.34,0.1575,-,0,10000,0,-2.119803922,0.586848899,0.159147691,0,656920678.2,0,0,0,0,1,0,0,1,1.78
002771.SZ, 真视通,11.22,北京,计算机,6/29/2015,0.06,0.1,0.15,0.26,0.43,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0.103333333,0.573333333,3.4221,是,1,108.5806452,0,-0.819767442,2.272701542,-6.280981028,3.28,1889974541,0,0,1,0,0,0,0,0,10.53
002772.SZ, 众兴菌业,8.62,甘肃,农林牧渔,6/26/2015,0.14,0.56,0.19,0.3,0.38,0.4696,0.83,0.81,0.49,0.59,0,0,0,0,0,0,1,0.296666667,0.7032,7.7582,是,1,29.05617978,71.4768288,-0.578119075,3.756477127,2.488444152,1.11,2884608429,0,0,1,0,1,0,0,0,11.55
002773.SZ, 康弘药业,16.24,四川,医药生物,6/26/2015,0.46,-0.3074,0.82,1.03,0.95,0.736,0.9314,0.6837,0.79,0.51,0.48,0.33,0.25,0,0,0,0,0.3242,0.7837,6.6232,是,1,50.09253547,0,-0.586321296,5.542150266,-1.769557455,2.45,13847127147,0,0,1,0,0,0,0,0,48.15
002774.SZ, 快意电梯,7,广东,机械设备,3/24/2017,0.8296,0.0918,0.0606,0.2126,0.2389,0.3914,0.2622,0.654,0.5309,0.5887,0,0,0,0,0,0,1,0.327333333,0.435866667,4.0407,是,1,21.38492872,0,-0.249005812,1.976846626,-12.71746787,1.73,2279377083,0,0,0,0,0,0,0,0,6.27
002775.SZ, 文科园林,4.09,广东,建筑装饰,6/29/2015,-3.24,0.26,0.478,0.5255,0.9847,0.5815,0.9231,1,1.08,0.97,0.95,0,0,0,0,0,0,-0.834,0.834866667,0.8511,-,0,10000,0,-1.99896191,0.842495124,0.017638737,4.81,2025429859,0,0,0,0,0,0,0,0,4.85
002776.SZ, ST柏龙,2.96,广东,纺织服装,6/26/2015,0,-0.59,0.28,0.54,0.54,0.55,1.32,1.37,1.3,1.15,0.82,0,0,0,0,0,0,-0.103333333,1.08,0,-,0,10000,0,-1.095679012,0,0,#DIV/0!,1414911349,0,0,0,0,#DIV/0!,0,#DIV/0!,#DIV/0!,5.23
002777.SZ, 久远银海,17.02,四川,计算机,12/31/2015,0.7,0.59,0.72,0.69,0.57,0.97,0.95,0.93,0.9,0.75,0.72,0,0,0,0,0,1,0.67,0.95,4.5269,是,1,25.40298507,28.7433052,-0.294736842,2.390164575,-8.107684851,3.76,5441719737,0,0,1,0,0,0,0,0,23.34
002778.SZ, 高科石化,15.59,江苏,化工,1/6/2016,0.68,0.84,0.18,0.2,0.34,0.38,0.53,0.52,0.47,0.68,0,0.66,0.45,0.27,0,0,1,0.566666667,0.476666667,4.5417,是,1,27.51176471,21.90755211,0.188811189,1.624952545,1.221764604,3.43,1661713956,0,0,0,0,0,0,0,0,23.87
002779.SZ, 中坚科技,27.36,浙江,机械设备,12/9/2015,0.09,-0.18,0.06,0.09,0.18,0.27,0.74,0.86,0.7,0.72,0,0,0,0,0,0,0,-0.01,0.623333333,4.7739,是,1,10000,0,-1.016042781,2.481783674,-11.94946815,5.73,2977920000,0,0,1,0,0,0,0,0,12.68
002780.SZ, 三夫户外,12.85,北京,纺织服装,12/9/2015,-0.18,-0.45,-0.2,0.04,-0.13,0.52,0.62,0.56,0.65,0.56,0.67,0,0,0,0,0,0,-0.276666667,0.566666667,4.3502,-,0,10000,0,-1.488235294,2.483639615,9.704334014,2.95,1709824223,0,0,1,0,0,0,0,0,19.88
002781.SZ, 奇信股份,8.36,广东,建筑装饰,12/22/2015,-7.77,-2.47,0.38,0.75,0.66,0.48,0.72,0.83,0.7,0.67,0.62,0,0,0,0,0,0,-3.286666667,0.676666667,-1.0324,-,0,10000,0,-5.857142857,1.043288245,-0.474844109,-8.1,2022750000,0,0,0,0,1,0,0,1,15.05
002782.SZ, 可立克,19.19,广东,电子,12/22/2015,0.0559,0.468,0.0523,0.1995,0.1348,0.1383,0.4475,0.4582,0.4153,0.5278,0.531,0.5799,0.4727,0,0,0,1,0.192066667,0.348,3.0885,是,1,99.91322457,0,-0.448084291,2.193244624,-4.522843727,6.21,7598968238,0,0,1,0,0,0,0,0,13.26
002783.SZ, 凯龙股份,9.06,湖北,化工,12/9/2015,-1.07,0.13,0.15,0.24,0.55,1.3,1.56,1.71,1.91,1.68,1.69,1.5,1.52,0.83,0,0,0,-0.263333333,1.523333333,3.3749,-,0,10000,0,-1.172866521,0.596709464,0.21288037,2.68,3466111433,0,0,0,0,0,0,0,0,10.05
002785.SZ, 万里石,33,福建,建筑材料,12/23/2015,-0.1155,0.0605,-0.18,0.05,-0.03,0.12,0.14,0.14,0.25,0.23,0,0,0,0,0,0,0,-0.078333333,0.133333333,2.9986,-,0,10000,0,-1.5875,1.484376147,1.82660013,11.01,5282199000,0,0,0,0,0,0,0,0,16.61
002786.SZ, 银宝山新,7.64,广东,机械设备,12/23/2015,-1.25,-0.85,-0.69,0.11,0.17,0.26,0.8,0.58,0.91,0.72,0.77,0,0,0,0,0,0,-0.93,0.546666667,1.0091,-,0,10000,0,-2.701219512,0.766824756,0.165006975,7.57,2963759760,0,0,0,0,0,0,0,0,6.81
002787.SZ, 华源控股,6.7,江苏,轻工制造,12/31/2015,0.06,0.15,0.22,0.18,0.33,0.76,0.8,0.69,0.66,0.55,0,0,0,0,0,0,1,0.143333333,0.75,4.7164,-,0,46.74418605,0,-0.808888889,1.866633851,1.990665252,1.42,1911663542,0,0,0,0,1,0,0,0,6.26
002788.SZ, 鹭燕医药,9.71,福建,医药生物,2/18/2016,0.79,0.74,0.78,0.94,1.02,0.95,1.17,1.14,1.13,0.94,0.67,0,0,0,0,0,1,0.77,1.086666667,6.4133,是,1,12.61038961,0,-0.291411043,1.186317413,0.4228711,1.51,3049856378,0,1,0,0,0,0,0,1,7.93
002789.SZ, 建艺集团,15.62,广东,建筑装饰,3/11/2016,-6.76,-0.18,0.16,0.67,1.13,1.08,1.31,1.44,1.45,1.17,0,0,0,0,0,0,0,-2.26,1.276666667,0.9062,-,0,10000,0,-2.770234987,0.807277011,-0.242009553,17.24,2587497162,0,0,0,0,0,0,0,0,17.69
002790.SZ, 瑞尔特,9.35,福建,轻工制造,3/8/2016,0.33,0.27,0.44,0.63,1,1.17,1.29,1.16,1.12,0.81,0,0,0,0,0,0,1,0.346666667,1.206666667,4.2405,是,1,26.97115385,44.99140499,-0.712707182,4.099420323,-4.023491955,2.2,3285570390,0,0,1,0,0,0,0,0,5.8
002791.SZ, 坚朗五金,99.1,广东,建筑材料,3/29/2016,2.77,2.54,1.39,0.54,0.59,1.25,1.24,1.27,1.35,1.09,0.68,0,0,0,0,0,1,2.233333333,1.253333333,14.91,是,1,44.37313433,0,0.781914894,1.74,-135.3723151,6.65,29822835000,0,0,0,0,0,0,0,0,144
002792.SZ, 通宇通讯,11.67,广东,通信,3/28/2016,0.12,0.21,0.07,0.2,0.49,0.96,2.07,2.95,0.76,0.59,0.8189,0.882,1.298,0,0,0,1,0.133333333,1.993333333,6.733,是,1,87.525,19.55521553,-0.933110368,3.123273868,-2.50823965,1.73,4933238973,0,0,1,0,0,0,0,0,18.05
002793.SZ, 罗欣药业,8.66,浙江,医药生物,4/15/2016,0.28,0.22,0.57,0.54,0.58,1.09,1.09,0.85,0.61,0.72,0,0,0,0,0,0,1,0.356666667,1.01,2.9956,是,1,24.28037383,10.81287516,-0.646864686,1.589205744,3.229721365,2.89,9964441358,0,0,0,0,0,0,0,0,10.37
002795.SZ, 永和智控,9.96,浙江,机械设备,4/28/2016,0.09,0.06,0.3,0.41,0.29,0.74,0.88,0.87,0.69,0.57,0,0,0,0,0,0,1,0.15,0.83,3.7193,是,1,66.4,0,-0.819277108,1.083612557,2.958956521,2.68,2381248689,0,0,0,0,0,0,0,0,9.54
002796.SZ, 世嘉科技,10.22,江苏,机械设备,5/10/2016,-2.64,0.15,0.57,0.48,0.32,0.68,0.9,0.95,0.86,0.67,0.37,0,0,0,0,0,0,-0.64,0.843333333,3.5304,-,0,10000,0,-1.758893281,1.554392424,13.79241539,2.89,2173396022,0,0,0,0,0,0,0,0,16.26
