Code,Name,Close,Location,Industry,List_date,EPS_2022,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2020_22,AVG_EPS_2015_17,Net_Asset,Div,Dividend,PE20_22,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,Price201231
002517.SZ, 恺英网络,17.32,福建,传媒,12/7/2010,0.49,0.27,0.09,-0.8606,0.08,1.12,1,1.17,-0.3,0.03,0.35,0.45,0.56,0.56,0.78,0.52,0,0,0.283333333,1.096666667,2.0775,-,0,61.12941176,0,-0.741641337,3.286507335,-1.44130553,8.336943442,37281605421,0,0,1,1,0,1,0,0,4.7
002518.SZ, 科士达,40.48,广东,电气设备,12/7/2010,1.13,0.64,0.52,0.55,0.4,0.64,0.66,0.79,0.51,0.61,0.44,0.73,0.92,0.77,0.52,0.41,0,1,0.763333333,0.696666667,6.0893,是,1,53.03056769,31.04125138,0.09569378,1.839111593,-4.755168406,6.64772634,23577389549,0,0,0,1,0,1,0,0,11.73
002519.SZ, 银河电子,6.09,江苏,家用电器,12/7/2010,0.17,0.01,0.16,0.14,-1.03,0.16,0.49,0.4,0.51,0.53,0.67,0.57,1.36,1.25,1.18,3.93,0,0,0.113333333,0.35,2.745,是,1,53.73529412,57.53620742,-0.676190476,5.434370283,-5.662484277,2.218579235,6859964169,0,0,1,1,0,1,0,0,4.09
002520.SZ, 日发精机,6.27,浙江,机械设备,12/10/2010,-1.82,0.07,0.15,0.24,0.27,0.1,0.07,0.12,0.22,0.04,0.47,1.02,1.03,0.79,0.76,0.86,0,0,-0.533333333,0.096666667,2.761,-,0,10000,0,-6.517241379,1.243823619,1.244203833,2.270916335,5017537222,0,0,0,1,0,1,0,0,6.33
002521.SZ, 齐峰新材,6.26,山东,轻工制造,12/10/2010,0.02,0.33,0.32,0.27,0.12,0.32,0.29,0.57,0.64,0.45,0.7,0.38,1.33,1.08,0.65,0.37,0,1,0.223333333,0.393333333,7.1666,是,1,28.02985075,583.6441266,-0.43220339,2.559597399,8.431122517,0.873496498,3096733227,0,0,1,1,1,1,1,0,5.43
002522.SZ, 浙江众成,5.09,浙江,轻工制造,12/10/2010,0.17,0.2,0.19,0.07,0.04,0.08,0.12,0.08,0.14,0.43,0.6,0.6,0.93,0.61,0.36,0.19,0,1,0.186666667,0.093333333,2.3854,是,1,27.26785714,17.71128708,1,1.554535867,6.304056519,2.133814035,4610417080,0,0,0,1,0,1,0,0,6.43
002523.SZ, 天桥起重,2.85,湖南,机械设备,12/10/2010,0.029,0.043,0.041,0.057,0.08,0.12,0.13,0.17,0.04,0.08,0.06,0.4,0.61,0.45,0.39,0.35,0,1,0.037666667,0.14,1.6341,是,1,75.66371681,0,-0.730952381,1.899711941,3.9181964,1.74407931,4037426280,0,0,0,1,0,1,0,0,2.48
002524.SZ, 光正眼科,6.35,新疆,医药生物,12/17/2010,-0.15,0.08,0.08,0.14,-0.15,0.01,0.01,0.01,-0.17,0.003,0.13,0.13,0.33,0.28,0.35,0.23,0,0,0.003333333,0.01,0.5298,-,0,1905,0,-0.666666667,0.331035172,-0.605653027,11.98565496,3272576767,0,0,0,1,0,1,0,0,14.36
002526.SZ, 山东矿机,2.39,山东,机械设备,12/17/2010,0.07,0.0343,0.0592,0.1063,0.0857,0.1336,0.02,-0.5012,0.0049,0.0858,0.0834,0.518,0.6799,0.3721,0.2967,0.4234,0,0,0.0545,-0.115866667,1.609,-,0,43.85321101,0,-1.470368239,2.180013045,7.896551261,1.485394655,4260877268,0,0,1,1,1,1,1,0,2.4
002527.SZ, 新时达,10,上海,电气设备,12/24/2010,-1.61,0.24,0.14,0.09,-0.42,0.22,0.28,0.32,0.55,0.47,0.66,0.56,0.53,0.43,0.4,1.44,0,0,-0.41,0.273333333,2.8625,-,0,10000,0,-2.5,1.166745613,0.813123506,3.493449782,6635066910,0,0,0,1,0,1,0,0,6.05
002528.SZ, 英飞拓,9.72,广东,计算机,12/24/2010,-0.9175,-1.1976,0.073,0.0626,0.1237,0.1216,-0.436,0.0953,0.07,0.17,0.04,0.18,1.07,0.73,0.52,0.6,0,0,-0.6807,-0.073033333,1.0437,-,0,10000,0,8.320401643,1.197877746,0.797488664,9.313020983,11651121797,0,0,0,1,0,1,0,0,3.49
002529.SZ, *ST海源,14.44,福建,机械设备,12/24/2010,-0.5755,-0.421,0.1264,-2.0596,-0.6735,0.027,-0.1625,0.014,0.02,0.05,0.04,0.28,0.52,0.5,0.49,0.69,2.93,0,-0.290033333,-0.0405,2.2874,-,0,10000,0,6.161316872,1.011588943,2.447267832,6.312844277,3754400000,0,0,0,1,0,1,0,0,7.56
002530.SZ, 金财互联,8.4,上海,计算机,12/31/2010,-0.44,-0.51,-1.6,-0.87,0.37,0.47,0.16,0.13,0.12,0.161,0.187,0.362,0.335,0.387,0.208,0.332,0,0,-0.85,0.253333333,1.7573,-,0,10000,0,-4.355263158,1.433414462,3.718560822,4.78006032,6545264670,0,0,0,1,0,1,0,0,7.8
002531.SZ, 天顺风能,16.31,江苏,电气设备,12/31/2010,0.35,0.73,0.6,0.42,0.26,0.26,0.27,0.37,0.42,0.42,0.83,0.51,0.57,0.67,0.53,0.39,0,1,0.56,0.3,4.5785,-,0,29.125,0,0.866666667,1.211861101,1.04587566,3.562302064,29398922801,0,0,0,1,0,1,0,0,8.42
002532.SZ, 天山铝业,6.54,浙江,机械设备,12/31/2010,0.57,0.82,0.51,0.26,0.26,0.25,0.36,0.37,0.27,0.76,0.54,0.38,0.99,0.78,0.46,0.45,0,1,0.633333333,0.326666667,4.9094,是,1,10.32631579,34.92760233,0.93877551,0.966239194,1.146347816,1.332138347,30423330614,0,1,0,1,1,1,1,1,7.57
002533.SZ, 金杯电工,7.89,湖南,电气设备,12/31/2010,0.505,0.457,0.358,0.356,0.24,0.226,0.308,0.267,0.236,0.338,0.346,0.414,1.083,0.96,0.827,0.653,0,1,0.44,0.267,4.9312,是,1,17.93181818,69.31337644,0.647940075,1.582389943,2.570340654,1.600016223,5790794979,0,0,0,1,0,1,0,0,5.31
002534.SZ, 杭锅股份,16.9,浙江,电气设备,1/10/2011,0.28,0.58,0.7,0.5,0.33,0.56,0.31,-0.39,0.18,0.17,0.85,0.83,0.93,0.64,0.27,0.56,0,0,0.52,0.16,4.8251,是,1,32.5,36.26126378,2.25,1.169126267,1.006243658,3.502518083,12492527371,0,0,0,1,0,1,0,0,9.21
002535.SZ, *ST林重,3.49,河南,机械设备,1/11/2011,0.02,-0.53,0.05,-2.48,-0.18,0.04,0.02,-0.52,0.1,0.37,0.43,0.45,0.67,0.4,0.35,0.25,0,0,-0.153333333,-0.153333333,0.5134,-,0,10000,0,0,0.580604224,0.041652821,6.797818465,2797873928,0,0,0,1,0,1,0,0,1.53
002536.SZ, 飞龙股份,14.39,河南,汽车,1/11/2011,0.17,0.28,0.248,0.16,0.74,0.72,0.32,0.54,0.42,0.26,0.36,0.72,1.23,0.74,0.34,1.17,0,1,0.232666667,0.526666667,4.5933,是,1,61.84813754,119.0281949,-0.558227848,1.182621143,2.122279005,3.132823896,7205243003,0,0,0,1,0,1,0,0,5.47
002537.SZ, 海联金汇,6.94,山东,计算机,1/10/2011,0.09,0.23,0.17,-1.99,0.11,0.33,0.6,0.24,0.2,0.39,0.44,0.8,1.22,0.83,0.89,0.48,0,0,0.163333333,0.39,3.7525,-,0,42.48979592,0,-0.581196581,1.872069904,370.5614628,1.849433711,8147676210,0,0,0,1,0,1,0,0,7.36
002538.SZ, 司尔特,6.64,安徽,化工,1/18/2011,0.62,0.54,0.38,0.32,0.42,0.3,0.34,0.4,0.49,0.38,0.58,1.12,0.86,0.59,0.72,0.43,0.13,1,0.513333333,0.346666667,6.2636,是,1,12.93506494,41.82760374,0.480769231,2.409452012,-12.87190405,1.060093237,5667610266,0,1,1,1,1,1,1,1,5.97
002539.SZ, 云图控股,9.03,四川,化工,1/18/2011,1.48,1/1/1900,0.49,0.21,0.17,0.1,0.14,0.23,0.34,0.32,0.37,0.682,1.239,0.771,1.273,0.747,0,1,1.063333333,0.156666667,6.3591,是,1,8.492163009,24.28485645,5.787234043,1.065735383,1.152553495,1.420012266,10905745571,0,1,0,1,1,1,1,1,7.39
002540.SZ, 亚太科技,5.62,江苏,有色金属,1/18/2011,0.5462,0.3695,0.2864,0.289,0.296,0.2867,0.2854,0.232,0.5333,0.36,0.48,0.6,1.01,0.78,0.69,0.46,0,1,0.4007,0.268033333,4.4347,是,1,14.02545545,45.18865157,0.494963313,5.244645654,-7.566840202,1.267278508,7025953506,0,1,1,1,1,1,1,1,5.2
002541.SZ, 鸿路钢构,30,安徽,建筑装饰,1/18/2011,1.65,1/2/1900,1.53,1.07,0.79,0.6,0.49,0.66,0.51,0.62,0.6,1.62,1.6139,0.8126,0.467,0.3706,0,1,1.76,0.583333333,11.5504,是,1,17.04545455,15.43016357,2.017142857,1.578716867,0.739943265,2.597312647,20700336600,0,0,0,1,0,1,0,0,36.53
002542.SZ, 中化岩土,2.8,北京,建筑装饰,1/28/2011,-0.34,-0.14,0.12,0.15,0.13,0.13,0.14,0.22,0.29,0.35,0.32,0.51,0.88,0.66,0.41,0.14,0,0,-0.12,0.163333333,1.5515,-,0,10000,0,-1.734693878,1.276863318,0.951976152,1.804705124,5055784930,0,0,0,1,0,1,0,0,3.08
002543.SZ, 万和电气,7.91,广东,家用电器,1/28/2011,0.74,0.48,0.82,0.8,0.85,0.9395,0.9799,0.7252,0.6066,0.6193,1.08,1.04,1.24,0.84,0.5,0.29,0,1,0.68,0.881533333,5.8069,是,1,11.63235294,54.07669585,-0.228616804,1.639338099,-7.649616724,1.362172588,5881876000,0,1,0,1,1,1,1,1,8.35
002544.SZ, 杰赛科技,23.21,广东,通信,1/28/2011,0.31,0.21,0.17,0.06,0.02,0.35,0.21,0.2081,0.18,0.28,0.5,0.45,0.87,0.66,0.49,0.61,0,1,0.23,0.256033333,5.524,是,1,100.9130435,0,-0.101679469,1.533677033,-6.106122045,4.20166546,15845339461,0,0,0,1,0,1,0,0,16.78
002545.SZ, 东方铁塔,7.25,山东,化工,2/11/2011,0.6627,0.3247,0.2483,0.242,0.3458,0.1909,0.1569,0.0774,0.2059,0.6486,0.7403,1.0317,1.8358,1.0992,0.5388,0.4867,0,1,0.4119,0.141733333,6.7976,是,1,17.60135955,61.86360547,1.906161806,1.701357443,72.10517399,1.066552901,9019450102,0,0,0,1,1,1,1,1,7.68
002546.SZ, 新联电子,5.84,江苏,电气设备,2/11/2011,0.01,0.27,0.22,0.2,0.19,0.13,0.11,0.62,0.61,0.88,1.03,0.8,1.32,0.78,0.73,0.71,0,1,0.166666667,0.286666667,3.825,是,1,35.04,896.5758312,-0.418604651,8.104323503,-27.64250464,1.526797386,4870846721,0,0,1,1,0,1,0,0,4.17
002547.SZ, 春兴精工,4.53,江苏,电子,2/18/2011,-0.1269,-0.9153,-0.9382,0.02,0.04,-0.32,0.16,0.18,0.36,0.11,-0.31,0.34,0.62,0.55,0.48,0.22,0,0,-0.660133333,0.006666667,0.4347,-,0,10000,0,-100.02,0.732116564,0.057062891,10.42097999,5110098971,0,0,0,1,0,1,0,0,4.67
002548.SZ, 金新农,6.42,广东,农林牧渔,2/18/2011,0.04,-1.6,0.24,0.33,-0.67,0.18,0.42,0.33,0.2,0.3,0.38,0.64,0.8,0.83,0.72,0.31,0,0,-0.44,0.31,2.5962,-,0,10000,0,-2.419354839,0.688530799,1.131666666,2.472844927,5175256207,0,0,0,1,0,1,0,0,7.97
002549.SZ, 凯美特气,11.35,湖南,化工,2/18/2011,0.2654,0,0,0,0,0.0832,0.03,-0.08,0.08,0.22,0.23,0.64,0.7,0.57,0.35,0.8,0,0,0.088466667,0.011066667,1.9316,-,0,128.2969103,0,6.993975904,1.438301386,-21.58302056,5.875957755,7292942500,0,0,0,1,0,1,0,0,7.87
002550.SZ, 千红制药,5.28,江苏,医药生物,2/18/2011,0.25,0.15,-0.11,0.21,0.17,0.14,0.18,0.42,0.77,1.17,1.01,0.99,1.25,1.05,0.75,0.38,0,0,0.096666667,0.246666667,1.9146,是,1,54.62068966,47.30030829,-0.608108108,6.064579691,-7.413770102,2.757756189,6757344000,0,0,1,1,0,1,0,0,4.25
002551.SZ, 尚荣医疗,3.9,广东,医药生物,2/25/2011,-0.3486,0.0682,0.1937,0.0847,0.1467,0.26,0.26,0.31,0.28,0.27,0.32,0.36,0.75,0.66,0.43,0.46,0,0,-0.0289,0.276666667,3.2589,-,0,10000,0,-1.104457831,2.299039229,12.26270579,1.196722821,3294583886,0,0,1,1,1,1,1,0,6.5
002552.SZ, 宝鼎科技,18.42,浙江,机械设备,2/25/2011,-0.1,0.02,0.02,0.18,0.09,-0.45,-0.56,0.01,0.05,0.08,0.3,0.5,0.95,0.9,0.82,0.59,0,0,-0.02,-0.333333333,4.8787,-,0,10000,0,-0.94,1.402060472,2.226020545,3.775595958,8023973979,0,0,0,1,0,1,0,0,13.26
002553.SZ, 南方轴承,13.59,江苏,汽车,2/25/2011,0.1393,0.5638,1.1305,0.1213,0.2591,0.2257,0.2077,0.1874,0.375,0.5425,0.453,0.455,0.5539,0,0,0,0,1,0.6112,0.206933333,3.4063,是,1,22.23494764,71.77402131,1.953608247,4.837752694,-4.863363623,3.989666207,4729320000,0,0,1,1,0,1,0,0,10.55
002554.SZ, 惠博普,3.7,湖南,采掘,2/25/2011,0.12,0.07,-0.17,0.08,-0.47,0.08,0.12,0.32,0.34,0.23,0.32,0.47,0.67,0.53,1.53,2.74,0,0,0.006666667,0.173333333,1.8426,是,1,555,0,-0.961538462,1.631703143,2.259385497,2.008032129,4983373756,0,0,0,1,0,1,0,0,2.54
002555.SZ, 三七互娱,34.68,安徽,传媒,3/2/2011,1.34,1/1/1900,1.31,1,0.47,0.76,0.513,0.58,0.25,0.03,0.1,0.32,0.9844,0.7732,0.4381,0.5138,0,1,1.32,0.617666667,5.4933,是,1,26.27272727,59.98078158,1.137075013,2.43847657,-3.087546958,6.313145104,76915533265,1,0,1,1,0,1,0,0,31.23
002556.SZ, 辉隆股份,7.38,安徽,化工,3/2/2011,0.53,0.52,0.24,0.23,0.19,0.1904,0.143,0.3562,0.2933,0.19,0.15,0.44,1.22,1.47,0.97,0.85,0,1,0.43,0.229866667,4.2739,是,1,17.1627907,54.94614856,0.870649652,0.902516543,0.736730227,1.726760102,7040468192,0,0,0,1,0,1,0,0,8.01
002557.SZ, 洽洽食品,43.26,安徽,食品饮料,3/2/2011,1.91,1/1/1900,1.597,1.192,0.854,0.63,0.7,0.72,0.87,0.75,0.84,0.87,1.01,0.68,0.69,0.64,0,1,1.77,0.683333333,10.1846,是,1,24.44067797,51.82942021,1.590243902,3.369011393,-3.944811988,4.247589498,21932920060,0,0,1,1,0,1,0,0,53.85
002558.SZ, 巨人网络,20.2,重庆,传媒,3/2/2011,0.46,0.53,0.54,0.41,0.53,0.64,0.68,-0.5,0.16,0.08,0.73,0.78,0.84,0.52,0.48,0.59,0,0,0.51,0.273333333,5.9139,是,1,39.60784314,35.73522324,0.865853659,1.896842858,-12.56218945,3.415681699,40499727562,0,0,0,1,0,1,0,0,17.43
002559.SZ, 亚威股份,8.26,江苏,机械设备,3/3/2011,0.0137,0.2354,0.245,0.1771,0.3032,0.2557,0.3172,0.21,0.48,0.46,0.45,1.13,1.14,0.6,0.54,0,0,1,0.1647,0.260966667,3.1209,是,1,50.15179114,1111.595348,-0.368884915,1.446939411,2.015094493,2.646672434,4585357478,0,0,0,1,0,1,0,0,5.32
002560.SZ, 通达股份,8.12,河南,电气设备,3/3/2011,0.23,0.05,0.27,0.22,-0.03,0.03,0.2,0.41,0.34,0.58,0.55,0.54,0.91,0.68,0.79,0.57,0,0,0.183333333,0.213333333,4.71,-,0,44.29090909,0,-0.140625,1.568480629,2.617011603,1.723991507,4292391720,0,0,0,1,0,1,0,0,8.62
002561.SZ, 徐家汇,9.66,上海,商业贸易,3/3/2011,0.06,0.25,0.18,0.51,0.56,0.57,0.58,0.61,0.62,0.59,0.58,0.63,0.562,0.514,0.51,0.62,0.46,1,0.163333333,0.586666667,5.3611,是,1,59.14285714,203.8542181,-0.721590909,5.841402177,-2.253636173,1.801869019,4016270580,0,0,1,1,0,1,0,0,7.53
002562.SZ, 兄弟科技,4.29,浙江,化工,3/10/2011,0.27,0.03,0.03,0.05,0.03,0.75,0.31,0.38,0.19,0.09,-0.27,0.51,0.63,0.52,0.47,0,0,1,0.11,0.48,3.1154,是,1,39,34.78963344,-0.770833333,1.222378208,2.369150608,1.377030237,4559894724,0,0,0,1,1,1,1,0,5.17
002563.SZ, 森马服饰,6.2,浙江,纺织服装,3/11/2011,0.24,0.55,0.3,0.58,0.63,0.42,0.53,0.5,1.63,1.35,1.14,1.87,1.67,1.14,0.9,0.32,0,1,0.363333333,0.483333333,4.0461,是,1,17.06422018,84.58691944,-0.248275862,1.910223948,-4.125274495,1.532339784,16703358992,0,0,0,1,0,1,0,0,10.02
002564.SZ, 天沃科技,3.75,江苏,机械设备,3/10/2011,0,-0.8,-1.34,0.05,0.09,0.3,-0.41,0.02,0.09,0.37,0.37,0.49,0.96,0.96,0.84,0.36,0,0,-0.713333333,-0.03,0,-,0,10000,0,22.77777778,0,0,#DIV/0!,3220891789,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,4.12
002565.SZ, 顺灏股份,2.96,上海,轻工制造,3/18/2011,-0.06,-0.0267,0.0074,-0.1884,0.14,0.15,0.14,0.21,-0.07,0.67,0.48,0.68,1.04,0.97,0.78,0.61,0,0,-0.026433333,0.166666667,1.7605,-,0,10000,0,-1.1586,2.088782075,-2388.527625,1.681340528,3137567209,0,0,1,1,0,1,0,0,4.24
002566.SZ, 益盛药业,8.21,吉林,医药生物,3/18/2011,0.2511,0.2901,0.2419,0.2314,0.2087,0.1815,0.0399,0.03,0.29,0.4,0.44,0.93,1.06,0.74,0.5,0,0,1,0.261033333,0.0838,6.5115,是,1,31.45192185,0,2.114956245,3.914911495,17.55959606,1.260846195,2717112636,0,0,1,1,1,1,1,0,6.66
002567.SZ, 唐人神,6.73,湖南,农林牧渔,3/25/2011,0.1133,-1.0007,1.07,0.2419,0.16,0.39,0.405,0.189,0.192,0.31,0.63,0.93,0.81,0.64,0.53,0.4,0,0,0.060866667,0.328,4.9212,是,1,110.5695509,0,-0.814430894,1.0788737,1.263848585,1.367552629,9338526787,0,0,0,1,1,1,1,0,7.93
002568.SZ, 百润股份,38.08,上海,食品饮料,3/25/2011,0.5,0.89,1.03,0.58,0.2,0.22,-0.16,0.56,0.36,0.26,0.48,0.62,0.72,0.59,0.33,0,0,0,0.806666667,0.206666667,3.4169,-,0,47.20661157,0,2.903225806,1.947194635,-3.644745845,11.14460476,39990091086,0,0,0,1,0,1,0,0,104.29
002569.SZ, ST步森,5.22,浙江,纺织服装,4/12/2011,-0.48,0.23,-1.09,0.32,-1.38,-0.24,0.05,0.08,-0.73,0.04,0.43,0.62,0.6,0.47,0.4,0.38,0,0,-0.446666667,-0.036666667,1.1057,-,0,10000,0,11.18181818,1.365353605,-6.350276326,4.720991227,751732200,0,0,0,1,0,1,0,0,11.15
002570.SZ, 贝因美,4.43,浙江,食品饮料,4/12/2011,-0.16,0.07,-0.32,-0.1,0.04,-1.0338,-0.76,0.1,0.07,1.13,1.2,1.06,1.1,1.04,0.31,0.1,0,0,-0.136666667,-0.5646,1.4246,-,0,10000,0,-0.757940725,0.928580226,2.921628923,3.109644813,4784591965,0,0,0,1,0,1,0,0,6.22
002571.SZ, 德力股份,6.27,安徽,轻工制造,4/12/2011,-0.2805,0.0222,0.0131,0.0344,-0.3263,0.129,-0.1564,-0.1599,0.0245,0.22,0.55,0.69,0.91,0.7,0.54,0.5,0,0,-0.081733333,-0.062433333,3.3667,-,0,10000,0,0.309129738,0.751454829,1.766897443,1.862357798,2457530889,0,0,0,1,0,1,0,0,10.14
002572.SZ, 索菲亚,18.15,广东,轻工制造,4/12/2011,1.17,0.13,1.31,1.18,1.04,0.98,1.48,1.04,0.74,0.56,0.81,1.3145,2.1,1.52,2.27,0,0,1,0.87,1.166666667,6.3378,是,1,20.86206897,59.68537351,-0.254285714,1.016399938,3.888094788,2.863769762,16559516190,0,0,0,1,0,1,0,0,25.9
002573.SZ, 清新环境,5.44,北京,公用事业,4/22/2011,0.3172,0.4295,0.1942,0.3513,0.4855,0.6072,0.7,0.48,0.51,0.34,0.35,0.44,0.59,0.27,0.73,0,0,1,0.313633333,0.595733333,4.4689,是,1,17.34509512,0,-0.47353402,1.156297945,0.080270797,1.217301797,7803604270,0,0,0,1,1,1,1,1,5.38
002574.SZ, 明牌珠宝,6.16,浙江,轻工制造,4/22/2011,-0.31,0.26,-0.49,0.11,0.17,0.17,0.08,0.12,0.38,0.35,0.31,1.14,1.2,0.83,0.58,0,0,0,-0.18,0.123333333,5.5535,-,0,10000,0,-2.459459459,2.660862701,-3.068131135,1.109210408,3252480000,0,0,1,1,1,1,1,0,4.62
002575.SZ, *ST群兴,5.27,广东,轻工制造,4/22/2011,0.02,0.03,0.04,-0.34,0.01,-0.04,0.0217,0.0309,0.06,0.09,0.3257,0.4274,0.58,0.48,1.33,0,0,0,0.03,0.0042,1.2829,-,0,175.6666667,0,6.142857143,14.20882505,-90.57134845,4.107880583,3260654400,0,0,1,1,0,1,0,0,3.48
002576.SZ, 通达动力,17.23,江苏,电气设备,4/28/2011,0.41,0.62,0.54,0.21,0.12,0.02,0.03,0.0573,-0.1,0.06,0.11,0.5,0.62,0.42,0.47,0.48,0,0,0.523333333,0.035766667,6.7723,是,1,32.92356688,0,13.63187325,2.249556899,4.676700432,2.544187351,2844673000,0,0,1,1,0,1,0,0,11.55
002577.SZ, 雷柏科技,16.62,广东,计算机,4/28/2011,0.13,0.15,0.16,-0.61,0.03,0.07,0.06,-1.58,0.13,0.12,0.34,0.87,1.15,0.97,0.41,0,0,0,0.146666667,-0.483333333,3.9973,-,0,113.3181818,0,-1.303448276,13.13122145,-2.421471361,4.157806519,4701465600,0,0,1,1,0,1,0,0,11.58
002578.SZ, 闽发铝业,3.65,福建,有色金属,4/28/2011,0.05,0.06,0.07,0.05,0.04,0.04,0.04,0.04,0.21,0.27,0.24,0.37,0.41,0.29,0.22,0,0,1,0.06,0.04,1.5349,-,0,60.83333333,0,0.5,1.942678836,7.704604659,2.378005082,3426000168,0,0,0,1,0,1,0,0,3.5
002579.SZ, 中京电子,11.29,广东,电子,5/6/2011,-0.3,0.24,0.39,0.4,0.22,0.06,0.31,0.08,0.08,0.05,0.06,0.38,0.55,0.4,0.32,0,0,0,0.11,0.15,4.3832,是,1,102.6363636,-27.36508831,-0.266666667,0.917641765,0.801072123,2.575743749,6916464220,0,0,0,1,0,1,0,0,12.62
002580.SZ, 圣阳股份,9.07,山东,电气设备,5/6/2011,0.3,0.07,0.08,0.07,0.05,0.09,0.24,0.15,0.18,0.17,0.49,0.71,0.84,0.98,0.57,0,0,1,0.15,0.16,4.0983,是,1,60.46666667,6.329222522,-0.0625,2.349577974,-9.738770152,2.213112754,4116591767,0,0,1,1,0,1,0,0,6.26
002581.SZ, 未名医药,17.98,山东,医药生物,5/20/2011,-0.0223,0.4108,-0.297,0.0664,-0.1452,0.5887,0.6331,0.56,0.58,0.63,0.8,0.69,0.86,0.72,0.48,0.47,0,0,0.0305,0.593933333,3.5977,-,0,589.5081967,0,-0.948647435,1.422978771,268.0633601,4.997637379,11862045836,0,0,0,1,0,1,0,0,18.33
002582.SZ, 好想你,8.09,河南,食品饮料,5/20/2011,-0.43,0.13,4.29,0.38,0.25,0.21,0.21,-0.02,0.36,0.69,0.68,1.7,1.71,0.97,0.74,0,0,0,1.33,0.133333333,9.5091,是,1,6.082706767,-23.3625464,8.975,4.179128608,-5.603299122,0.850764005,3585774499,0,1,1,1,1,1,1,1,12.98
002583.SZ, 海能达,5.92,广东,通信,5/27/2011,0.22,-0.36,0.05,0.04,0.26,0.14,0.25,0.16,0.06,0.49,0.12,0.59,0.57,0.42,0.28,0,0,0,-0.03,0.183333333,3.4152,-,0,10000,0,-1.163636364,1.490291795,1.644962255,1.733427032,10751191771,0,0,0,1,0,1,0,0,6.14
002584.SZ, 西陇科学,5.29,广东,化工,6/2/2011,0.15,0.35,0.1,0.07,0.12,0.15,0.17,0.43,0.39,0.24,0.32,0.46,0.49,0.38,0.38,0,0,1,0.2,0.25,3.9482,-,0,26.45,0,-0.2,1.574356218,1.943816796,1.339851071,3095794872,0,0,0,1,1,1,1,0,5.81
002585.SZ, 双星新材,10.12,江苏,轻工制造,6/2/2011,0.608,1/1/1900,0.623,0.15,0.2779,0.0678,0.1854,0.17,0.21,0.22,0.29,2.1039,2.4992,0.4623,0.228,0,0,1,0.813333333,0.141066667,8.4064,是,1,12.44262295,0,4.765595463,2.442833679,10.19766461,1.20384469,11701534220,0,1,1,1,1,1,1,1,10.06
002586.SZ, *ST围海,2.67,浙江,建筑装饰,6/2/2011,-0.63,-0.0239,-0.24,-1.24,0.23,0.22,0.13,0.09,0.29,0.32,0.43,0.78,0.71,0.54,0.37,0,0,0,-0.297966667,0.146666667,3.3313,-,0,10000,0,-3.031590909,1.018421333,5.814088687,0.801488908,3055077316,0,0,0,1,1,1,1,0,2.05
002587.SZ, 奥拓电子,7.81,广东,电子,6/10/2011,0.03,0.05,-0.25,0.3,0.29,0.22,0.23,0.06,0.3,0.44,0.47,0.46,0.77,0.52,0.4,0,0,0,-0.056666667,0.17,2.1172,是,1,10000,92.64032405,-1.333333333,2.266759776,-5.058596069,3.688834309,5088559858,0,0,1,1,0,1,0,0,5.54
002588.SZ, 史丹利,6.2,山东,化工,6/10/2011,0.38,0.37,0.25,0.09,0.17,0.23,0.44,1.07,1.73,1.81,1.73,2.16,1.8,1.08,0.91,0,0,1,0.333333333,0.58,4.6892,是,1,18.6,13.11968922,-0.425287356,1.445438548,-6.540781705,1.322187153,7172680800,0,0,0,1,1,1,1,0,5.74
002589.SZ, 瑞康医药,3.44,山东,医药生物,6/10/2011,-1.2424,0.09,0.21,-0.62,0.517,0.67,1.005,0.44,0.83,1.49,1.18,1.03,0.89,0.71,0.55,0,0,0,-0.314133333,0.705,3.5939,-,0,10000,0,-1.445579196,1.028160662,1.159213449,0.95717744,5176204020,0,0,0,1,1,1,1,0,5.23
002590.SZ, 万安科技,9.14,浙江,汽车,6/10/2011,0.15,0.05,0.13,0.26,-0.07,0.27,0.27,0.22,0.36,0.29,0.1,0.54,1.2,0.82,0.58,0,0,0,0.11,0.253333333,4.0923,是,1,83.09090909,53.56380849,-0.565789474,1.234412741,4.651555037,2.233462845,4383972904,0,0,0,1,0,1,0,0,7.28
002591.SZ, 恒大高新,6.2,江西,传媒,6/21/2011,-0.2079,0.0607,-1.6631,0.2831,0.1159,0.0518,0.0542,-0.2539,0.0225,0.2433,0.25,0.75,0.99,0.88,0.67,0.67,0.32,0,-0.603433333,-0.0493,2.3742,-,0,10000,0,11.24002705,2.03562373,6.958879084,2.611405947,1861236801,0,0,1,1,0,1,0,0,5.6
002592.SZ, ST八菱,4.39,广西,汽车,11/11/2011,0.05,0.06,-2.57,-1.53,0.03,0.48,0.45,0.5,0.49,0.51,0.88,1.35,1.29,0.94,0.74,0,0,0,-0.82,0.476666667,2.7031,-,0,10000,0,-2.72027972,0.980076499,-29.40924127,1.624061263,1243823779,0,0,0,1,0,1,0,0,3.35
